source,target,mean_corr,std_corr,sign_consistency,persistence_0.2,persistence_0.3,persistence_0.4,persistence_0.5,same_sector
BCM,BVH,0.3013960687644833,0.18681187130320095,0.9322033898305084,0.6779661016949152,0.559322033898305,0.3220338983050847,0.1694915254237288,0
BCM,CTG,0.2811092345943496,0.1838668324274692,0.9322033898305084,0.6949152542372882,0.559322033898305,0.22033898305084745,0.11864406779661017,0
BCM,FPT,0.2679107373219963,0.1659834307978467,0.9322033898305084,0.6440677966101694,0.4576271186440678,0.288135593220339,0.05084745762711865,0
BCM,GAS,0.27316450215624893,0.18367518231619137,0.8813559322033898,0.6610169491525424,0.4915254237288136,0.23728813559322035,0.0847457627118644,0
BCM,GVR,0.3687873626469595,0.20863888931142507,0.9152542372881356,0.8305084745762712,0.7457627118644068,0.5423728813559322,0.2542372881355932,0
BCM,HDB,0.26319604812236086,0.1722021800136219,0.8983050847457628,0.6949152542372882,0.4406779661016949,0.22033898305084745,0.05084745762711865,0
BCM,HPG,0.27004995505771495,0.15541545541243468,0.9491525423728814,0.6949152542372882,0.423728813559322,0.2033898305084746,0.06779661016949153,0
BCM,LPB,0.17161201535982323,0.19361794192747497,0.7457627118644068,0.4745762711864407,0.3220338983050847,0.11864406779661017,0.05084745762711865,0
BCM,MBB,0.2566290941083107,0.1816039926241485,0.8813559322033898,0.6610169491525424,0.4915254237288136,0.22033898305084745,0.11864406779661017,0
BCM,MSN,0.31366140510232576,0.19087939179976546,0.9322033898305084,0.7457627118644068,0.5423728813559322,0.3728813559322034,0.1694915254237288,0
BCM,MWG,0.23539742678599976,0.17570956453458728,0.9152542372881356,0.6271186440677966,0.3389830508474576,0.15254237288135594,0.06779661016949153,0
BCM,NVL,0.11562911432108641,0.1918834739060981,0.6949152542372882,0.4406779661016949,0.15254237288135594,0.06779661016949153,0.01694915254237288,1
BCM,PDR,0.2672002808037001,0.19787679926583798,0.9322033898305084,0.6949152542372882,0.4915254237288136,0.22033898305084745,0.13559322033898305,1
BCM,PLX,0.2481371631063738,0.20122838068614501,0.8813559322033898,0.6440677966101694,0.4406779661016949,0.22033898305084745,0.0847457627118644,0
BCM,POW,0.2566015677125719,0.2103473733022254,0.847457627118644,0.6610169491525424,0.5084745762711864,0.288135593220339,0.1016949152542373,0
BCM,SAB,0.1681204588836173,0.22339356718568937,0.711864406779661,0.4915254237288136,0.288135593220339,0.2033898305084746,0.0847457627118644,0
BCM,SHB,0.21060807571555715,0.20025718112863672,0.8813559322033898,0.576271186440678,0.3559322033898305,0.15254237288135594,0.1016949152542373,0
BCM,SSB,0.1779778449579776,0.19904037118995271,0.7966101694915254,0.4576271186440678,0.23728813559322035,0.11864406779661017,0.06779661016949153,0
BCM,SSI,0.33946427283446484,0.18290436376392136,0.9491525423728814,0.8305084745762712,0.6101694915254238,0.4067796610169492,0.2033898305084746,0
BCM,STB,0.27611999454174124,0.19823406456570752,0.9152542372881356,0.7457627118644068,0.559322033898305,0.288135593220339,0.0847457627118644,0
BCM,TCB,0.2801901678184641,0.17994984361862934,0.9152542372881356,0.6949152542372882,0.5084745762711864,0.23728813559322035,0.1016949152542373,0
BCM,TPB,0.24679604381420242,0.20842098722939553,0.8813559322033898,0.6610169491525424,0.3898305084745763,0.2711864406779661,0.1016949152542373,0
BCM,VCB,0.20998421841595355,0.16567260506772316,0.9322033898305084,0.4745762711864407,0.2711864406779661,0.15254237288135594,0.06779661016949153,0
BCM,VHM,0.2677669123437721,0.1897814222573793,0.8813559322033898,0.6271186440677966,0.4576271186440678,0.2542372881355932,0.15254237288135594,1
BCM,VIB,0.2302505871274799,0.18388954002636873,0.8305084745762712,0.6271186440677966,0.4067796610169492,0.1694915254237288,0.05084745762711865,0
BCM,VIC,0.19286991996698033,0.15489994824473058,0.8983050847457628,0.5084745762711864,0.3220338983050847,0.05084745762711865,0.01694915254237288,1
BCM,VJC,0.13778092314363152,0.18656528653287774,0.7627118644067796,0.4576271186440678,0.2033898305084746,0.1016949152542373,0.0,0
BCM,VNM,0.22139107750216372,0.15648076861071245,0.9322033898305084,0.5932203389830508,0.3389830508474576,0.1016949152542373,0.03389830508474576,0
BCM,VPB,0.2542221228671615,0.14092494987245985,0.9661016949152542,0.6101694915254238,0.3728813559322034,0.1864406779661017,0.03389830508474576,0
BCM,VRE,0.2564071222604587,0.18663723719670405,0.8813559322033898,0.6271186440677966,0.3728813559322034,0.23728813559322035,0.1016949152542373,1
BID,BVH,0.37015549031169215,0.1862669572998779,0.9830508474576272,0.7796610169491526,0.6440677966101694,0.4915254237288136,0.22033898305084745,0
BID,CTG,0.6035179684101006,0.16983892630465394,1.0,0.9661016949152542,0.9491525423728814,0.8813559322033898,0.7796610169491526,1
BID,FPT,0.33897115761458896,0.2049055987290884,0.9491525423728814,0.7457627118644068,0.6271186440677966,0.423728813559322,0.2711864406779661,0
BID,GAS,0.327720645202047,0.20905970095380486,0.9491525423728814,0.7457627118644068,0.5254237288135594,0.3728813559322034,0.15254237288135594,0
BID,GVR,0.411089445213022,0.17644462298283448,0.9322033898305084,0.9152542372881356,0.7627118644067796,0.6271186440677966,0.2711864406779661,0
BID,HDB,0.42515558377942914,0.21930541649054863,0.9830508474576272,0.8305084745762712,0.711864406779661,0.5423728813559322,0.3728813559322034,1
BID,HPG,0.38596909715554184,0.1900197685920819,1.0,0.864406779661017,0.6440677966101694,0.4576271186440678,0.2711864406779661,0
BID,LPB,0.40339974445402954,0.25041887605114516,0.9322033898305084,0.7796610169491526,0.711864406779661,0.5932203389830508,0.423728813559322,1
BID,MBB,0.5698941126347458,0.18108028558444716,1.0,0.9491525423728814,0.9152542372881356,0.847457627118644,0.6779661016949152,1
BID,MSN,0.3446559442215975,0.17806686760998056,0.9491525423728814,0.8305084745762712,0.5423728813559322,0.3728813559322034,0.2033898305084746,0
BID,MWG,0.347473879513663,0.18051331878571836,0.9830508474576272,0.7457627118644068,0.576271186440678,0.3050847457627119,0.2033898305084746,0
BID,NVL,0.17571532964722653,0.18306548605825956,0.8305084745762712,0.4745762711864407,0.2542372881355932,0.13559322033898305,0.03389830508474576,0
BID,PDR,0.26540056046782545,0.19064143837091774,0.8983050847457628,0.6779661016949152,0.3728813559322034,0.22033898305084745,0.11864406779661017,0
BID,PLX,0.41564117111133725,0.2207804281753383,0.9661016949152542,0.8305084745762712,0.6779661016949152,0.576271186440678,0.3898305084745763,0
BID,POW,0.3975809486659955,0.21845408384392115,0.9322033898305084,0.7966101694915254,0.6949152542372882,0.559322033898305,0.3389830508474576,0
BID,SAB,0.19128213042579537,0.2112335297318552,0.8135593220338984,0.4745762711864407,0.288135593220339,0.13559322033898305,0.05084745762711865,0
BID,SHB,0.38430527094516465,0.2063563031558494,0.9322033898305084,0.8135593220338984,0.711864406779661,0.576271186440678,0.3559322033898305,1
BID,SSB,0.2502171023414763,0.23739930066368894,0.8305084745762712,0.5423728813559322,0.3220338983050847,0.2711864406779661,0.2033898305084746,1
BID,SSI,0.43905527142390827,0.1825854987329121,1.0,0.8983050847457628,0.7796610169491526,0.576271186440678,0.3898305084745763,0
BID,STB,0.49686264645697753,0.18531480545653348,0.9830508474576272,0.9491525423728814,0.8305084745762712,0.7457627118644068,0.5084745762711864,1
BID,TCB,0.483962684406597,0.18437684737520216,1.0,0.9322033898305084,0.8135593220338984,0.7288135593220338,0.4915254237288136,1
BID,TPB,0.44303743796773243,0.234616123726792,0.9491525423728814,0.8135593220338984,0.7627118644067796,0.6101694915254238,0.4576271186440678,1
BID,VCB,0.43523386628488553,0.26600899892011626,0.9661016949152542,0.7796610169491526,0.5932203389830508,0.4406779661016949,0.3728813559322034,1
BID,VHM,0.28688397351373807,0.188778085283542,0.9322033898305084,0.6949152542372882,0.4915254237288136,0.2711864406779661,0.1694915254237288,0
BID,VIB,0.46505723647719915,0.22545636014633783,0.9661016949152542,0.847457627118644,0.7627118644067796,0.6440677966101694,0.423728813559322,1
BID,VIC,0.23817831352593757,0.17303111691146042,0.8983050847457628,0.559322033898305,0.4067796610169492,0.2033898305084746,0.03389830508474576,0
BID,VJC,0.2069459793613923,0.19539741220110612,0.8813559322033898,0.4406779661016949,0.288135593220339,0.1694915254237288,0.0847457627118644,0
BID,VNM,0.34070377938963214,0.20118878127329723,0.9491525423728814,0.7796610169491526,0.5932203389830508,0.3389830508474576,0.22033898305084745,0
BID,VPB,0.39859875582349447,0.19402858141028848,0.9661016949152542,0.864406779661017,0.711864406779661,0.5084745762711864,0.288135593220339,1
BID,VRE,0.29633301968371445,0.2039991190111985,0.8983050847457628,0.7288135593220338,0.4915254237288136,0.288135593220339,0.1864406779661017,0
BVH,CTG,0.3678399712070242,0.20105558946608343,0.9661016949152542,0.7796610169491526,0.6440677966101694,0.4406779661016949,0.23728813559322035,0
BVH,FPT,0.32610023496871665,0.19030594788421987,0.9661016949152542,0.7457627118644068,0.5084745762711864,0.3220338983050847,0.1864406779661017,0
BVH,GAS,0.3775267042007407,0.16781389168994498,0.9661016949152542,0.864406779661017,0.6949152542372882,0.4576271186440678,0.23728813559322035,0
BVH,GVR,0.3512587218273267,0.21403198283004188,0.9152542372881356,0.7627118644067796,0.6440677966101694,0.4745762711864407,0.22033898305084745,0
BVH,HDB,0.32595599688100146,0.23259701491099474,0.8813559322033898,0.711864406779661,0.5254237288135594,0.3389830508474576,0.23728813559322035,0
BVH,HPG,0.3341742390828257,0.18392410917536986,0.9491525423728814,0.7796610169491526,0.559322033898305,0.4067796610169492,0.1694915254237288,0
BVH,LPB,0.3477135751600027,0.23324318952416415,0.9152542372881356,0.7796610169491526,0.576271186440678,0.4745762711864407,0.3050847457627119,0
BVH,MBB,0.392733691029671,0.22514401314671856,0.9152542372881356,0.7966101694915254,0.711864406779661,0.5084745762711864,0.3728813559322034,0
BVH,MSN,0.2968208043813985,0.17119875410240146,0.9661016949152542,0.7796610169491526,0.5254237288135594,0.2711864406779661,0.1016949152542373,0
BVH,MWG,0.3321470337170043,0.19382654576217623,0.9661016949152542,0.711864406779661,0.5254237288135594,0.3728813559322034,0.23728813559322035,0
BVH,NVL,0.14927180587081468,0.18570335088815135,0.8135593220338984,0.423728813559322,0.1694915254237288,0.1016949152542373,0.03389830508474576,0
BVH,PDR,0.2066102346022931,0.20844538764008294,0.8305084745762712,0.6610169491525424,0.3728813559322034,0.13559322033898305,0.05084745762711865,0
BVH,PLX,0.3911333631313312,0.18739442863094635,0.9830508474576272,0.8135593220338984,0.6610169491525424,0.5423728813559322,0.3898305084745763,0
BVH,POW,0.36869788471541054,0.2017662059375268,0.9491525423728814,0.7966101694915254,0.6440677966101694,0.4915254237288136,0.23728813559322035,0
BVH,SAB,0.2231622317419711,0.21650300920408178,0.8983050847457628,0.5254237288135594,0.3898305084745763,0.23728813559322035,0.11864406779661017,0
BVH,SHB,0.32529270518539083,0.24994136738418965,0.8983050847457628,0.7457627118644068,0.559322033898305,0.3559322033898305,0.288135593220339,0
BVH,SSB,0.15556879861824352,0.1701210815232556,0.8305084745762712,0.3728813559322034,0.22033898305084745,0.1016949152542373,0.03389830508474576,0
BVH,SSI,0.3596060375348778,0.19646437806216444,0.9661016949152542,0.7288135593220338,0.6440677966101694,0.4745762711864407,0.2711864406779661,0
BVH,STB,0.3299594300480941,0.21262054686011075,0.9322033898305084,0.7966101694915254,0.6101694915254238,0.3559322033898305,0.22033898305084745,0
BVH,TCB,0.36734933340633863,0.21997431739776974,0.9152542372881356,0.7966101694915254,0.6779661016949152,0.4406779661016949,0.3220338983050847,0
BVH,TPB,0.3337345889316054,0.23026581929243845,0.8983050847457628,0.711864406779661,0.6271186440677966,0.4067796610169492,0.3050847457627119,0
BVH,VCB,0.27425438975999655,0.1889041400795145,0.8983050847457628,0.6440677966101694,0.4576271186440678,0.22033898305084745,0.13559322033898305,0
BVH,VHM,0.24506636269242285,0.24911086169657817,0.8135593220338984,0.6271186440677966,0.4915254237288136,0.3389830508474576,0.1864406779661017,0
BVH,VIB,0.3339435677361839,0.22586926750785002,0.864406779661017,0.7627118644067796,0.5932203389830508,0.3389830508474576,0.2711864406779661,0
BVH,VIC,0.1792411677739939,0.19594008443279193,0.7966101694915254,0.4915254237288136,0.288135593220339,0.2033898305084746,0.05084745762711865,0
BVH,VJC,0.18165006253692972,0.17581043687074657,0.8813559322033898,0.4576271186440678,0.3050847457627119,0.11864406779661017,0.01694915254237288,0
BVH,VNM,0.27075707353689676,0.1971921938221976,0.8813559322033898,0.7288135593220338,0.5254237288135594,0.288135593220339,0.06779661016949153,0
BVH,VPB,0.32891236935520396,0.23844447603166782,0.9152542372881356,0.7457627118644068,0.4915254237288136,0.3728813559322034,0.2711864406779661,0
BVH,VRE,0.22439960796513397,0.20773542665725186,0.847457627118644,0.5423728813559322,0.3728813559322034,0.288135593220339,0.06779661016949153,0
CTG,FPT,0.34984948929671605,0.16050140945299116,0.9830508474576272,0.847457627118644,0.6440677966101694,0.3728813559322034,0.1864406779661017,0
CTG,GAS,0.3391681659818588,0.2018888030715338,0.9491525423728814,0.7627118644067796,0.6610169491525424,0.3898305084745763,0.11864406779661017,0
CTG,GVR,0.3959929460089343,0.19589556435007013,0.9491525423728814,0.847457627118644,0.7627118644067796,0.6440677966101694,0.3050847457627119,0
CTG,HDB,0.45333776579861274,0.22486676242663636,0.9830508474576272,0.8305084745762712,0.7457627118644068,0.5932203389830508,0.4406779661016949,1
CTG,HPG,0.39356798624314787,0.19114754233914227,0.9661016949152542,0.8305084745762712,0.711864406779661,0.4406779661016949,0.288135593220339,0
CTG,LPB,0.43696908597678497,0.22850779980731842,0.9830508474576272,0.7966101694915254,0.711864406779661,0.6101694915254238,0.4406779661016949,1
CTG,MBB,0.6507601567369306,0.1554781213338297,1.0,1.0,0.9830508474576272,0.9322033898305084,0.8305084745762712,1
CTG,MSN,0.34419269489397997,0.19382370813112001,0.9491525423728814,0.7796610169491526,0.6440677966101694,0.4067796610169492,0.22033898305084745,0
CTG,MWG,0.37650803716263775,0.1973855953475035,0.9661016949152542,0.7966101694915254,0.6101694915254238,0.4745762711864407,0.3050847457627119,0
CTG,NVL,0.17434529617292854,0.1820531802177065,0.8813559322033898,0.5084745762711864,0.23728813559322035,0.15254237288135594,0.01694915254237288,0
CTG,PDR,0.2660727260798943,0.18704207204772075,0.8983050847457628,0.7627118644067796,0.5254237288135594,0.23728813559322035,0.05084745762711865,0
CTG,PLX,0.3635780940874397,0.1885699424956771,1.0,0.7796610169491526,0.6101694915254238,0.3728813559322034,0.22033898305084745,0
CTG,POW,0.3888665665969623,0.212923987467433,0.9152542372881356,0.8305084745762712,0.6610169491525424,0.5423728813559322,0.3559322033898305,0
CTG,SAB,0.19605701383359314,0.2091774090891753,0.7627118644067796,0.4406779661016949,0.3220338983050847,0.1694915254237288,0.0847457627118644,0
CTG,SHB,0.45590568738140935,0.18772466410571403,0.9830508474576272,0.9152542372881356,0.8135593220338984,0.6610169491525424,0.5084745762711864,1
CTG,SSB,0.2975217776947913,0.21797155195233409,0.8983050847457628,0.6101694915254238,0.4576271186440678,0.3559322033898305,0.2033898305084746,1
CTG,SSI,0.46849025020415563,0.15545265740695746,1.0,0.9661016949152542,0.847457627118644,0.7457627118644068,0.3898305084745763,0
CTG,STB,0.5353960857372871,0.1649636679856875,1.0,0.9830508474576272,0.9152542372881356,0.7627118644067796,0.559322033898305,1
CTG,TCB,0.5592030781194802,0.16673165350101854,1.0,0.9491525423728814,0.9491525423728814,0.8135593220338984,0.6101694915254238,1
CTG,TPB,0.5162414301282677,0.19166491825528767,0.9661016949152542,0.9491525423728814,0.8983050847457628,0.7288135593220338,0.6101694915254238,1
CTG,VCB,0.416558253859534,0.21115730123835444,0.9830508474576272,0.8305084745762712,0.6779661016949152,0.5254237288135594,0.4406779661016949,1
CTG,VHM,0.3377472015856953,0.16463177931670117,0.9661016949152542,0.7966101694915254,0.5932203389830508,0.3050847457627119,0.15254237288135594,0
CTG,VIB,0.5050320746550949,0.1932892058198213,0.9830508474576272,0.9491525423728814,0.8135593220338984,0.6949152542372882,0.6271186440677966,1
CTG,VIC,0.27909289182449243,0.1721624819622759,0.9661016949152542,0.6101694915254238,0.423728813559322,0.288135593220339,0.11864406779661017,0
CTG,VJC,0.2729488858909474,0.1716565928282728,0.9830508474576272,0.5932203389830508,0.4406779661016949,0.22033898305084745,0.11864406779661017,0
CTG,VNM,0.287093452200456,0.20760269587101857,0.9152542372881356,0.6779661016949152,0.423728813559322,0.288135593220339,0.2033898305084746,0
CTG,VPB,0.4689022054950248,0.1930070037355616,0.9830508474576272,0.9322033898305084,0.864406779661017,0.6779661016949152,0.423728813559322,1
CTG,VRE,0.33162296379763956,0.1961170412704616,0.9661016949152542,0.7627118644067796,0.5254237288135594,0.3559322033898305,0.1694915254237288,0
FPT,GAS,0.32308070917570436,0.1896529026823257,0.9830508474576272,0.6779661016949152,0.4576271186440678,0.3728813559322034,0.23728813559322035,0
FPT,GVR,0.3326642824479247,0.19169834233448146,0.9830508474576272,0.6949152542372882,0.5423728813559322,0.3728813559322034,0.23728813559322035,0
FPT,HDB,0.3255015735677048,0.1969503649920928,0.9491525423728814,0.7288135593220338,0.559322033898305,0.3220338983050847,0.2033898305084746,0
FPT,HPG,0.3655152581060041,0.1487170797146632,1.0,0.8813559322033898,0.6101694915254238,0.3559322033898305,0.2033898305084746,0
FPT,LPB,0.2918959371814318,0.21028567456418784,0.9152542372881356,0.6271186440677966,0.5084745762711864,0.3559322033898305,0.1694915254237288,0
FPT,MBB,0.3529896243666312,0.20431972024582393,0.9830508474576272,0.7288135593220338,0.6440677966101694,0.3728813559322034,0.2542372881355932,0
FPT,MSN,0.3080218933322726,0.17376225429545153,0.9491525423728814,0.7627118644067796,0.5254237288135594,0.3050847457627119,0.15254237288135594,0
FPT,MWG,0.39024714951793016,0.17953304787174082,1.0,0.8305084745762712,0.6949152542372882,0.4576271186440678,0.2542372881355932,0
FPT,NVL,0.12299849911879915,0.18586534248354142,0.7796610169491526,0.4067796610169492,0.1864406779661017,0.06779661016949153,0.0,0
FPT,PDR,0.20662061221285974,0.1882463973520217,0.864406779661017,0.5254237288135594,0.2542372881355932,0.11864406779661017,0.06779661016949153,0
FPT,PLX,0.3014568690400911,0.19635187873812204,1.0,0.5254237288135594,0.4406779661016949,0.3050847457627119,0.1864406779661017,0
FPT,POW,0.31335576132089143,0.20612235974657864,0.9661016949152542,0.6779661016949152,0.4915254237288136,0.3898305084745763,0.1694915254237288,0
FPT,SAB,0.23264451197916763,0.17390769955332894,0.9152542372881356,0.5932203389830508,0.3728813559322034,0.13559322033898305,0.1016949152542373,0
FPT,SHB,0.2892927766083732,0.22359277663855417,0.8813559322033898,0.6779661016949152,0.4745762711864407,0.3389830508474576,0.23728813559322035,0
FPT,SSB,0.18461155403012652,0.228944242757516,0.7288135593220338,0.4406779661016949,0.3559322033898305,0.23728813559322035,0.11864406779661017,0
FPT,SSI,0.3739895312488586,0.17116528868067007,0.9830508474576272,0.864406779661017,0.6440677966101694,0.4745762711864407,0.23728813559322035,0
FPT,STB,0.3471799426354221,0.1724996471290245,0.9830508474576272,0.7627118644067796,0.6101694915254238,0.4406779661016949,0.2033898305084746,0
FPT,TCB,0.338015256069405,0.21330112298245113,0.9491525423728814,0.6779661016949152,0.576271186440678,0.3898305084745763,0.2711864406779661,0
FPT,TPB,0.3169629008062656,0.19982500766524508,0.9322033898305084,0.6949152542372882,0.5084745762711864,0.3728813559322034,0.22033898305084745,0
FPT,VCB,0.33647533337360197,0.15439547619012445,1.0,0.7627118644067796,0.5932203389830508,0.3559322033898305,0.1694915254237288,0
FPT,VHM,0.2830691732622319,0.19716012936575564,0.9322033898305084,0.6440677966101694,0.4745762711864407,0.3220338983050847,0.13559322033898305,0
FPT,VIB,0.3002404936441683,0.20605565834146225,0.9322033898305084,0.7457627118644068,0.4745762711864407,0.3898305084745763,0.1864406779661017,0
FPT,VIC,0.2472834877525457,0.21223458489597766,0.864406779661017,0.5084745762711864,0.423728813559322,0.288135593220339,0.13559322033898305,0
FPT,VJC,0.242058340688631,0.19095791168730541,0.847457627118644,0.5932203389830508,0.423728813559322,0.2033898305084746,0.0847457627118644,0
FPT,VNM,0.30301844770672703,0.20618213374297406,0.9152542372881356,0.6779661016949152,0.4745762711864407,0.423728813559322,0.1694915254237288,0
FPT,VPB,0.33209334668188056,0.21817926356376563,0.9322033898305084,0.7627118644067796,0.6101694915254238,0.4406779661016949,0.23728813559322035,0
FPT,VRE,0.2320657881304949,0.2074192558349192,0.864406779661017,0.576271186440678,0.4406779661016949,0.22033898305084745,0.11864406779661017,0
GAS,GVR,0.3365208331491144,0.19484192414744078,0.9491525423728814,0.7966101694915254,0.6101694915254238,0.3898305084745763,0.22033898305084745,0
GAS,HDB,0.28062701525862144,0.1973825246439977,0.9322033898305084,0.6610169491525424,0.4406779661016949,0.2711864406779661,0.1694915254237288,0
GAS,HPG,0.3599447534128551,0.18513195504254343,0.9661016949152542,0.847457627118644,0.6440677966101694,0.3559322033898305,0.23728813559322035,0
GAS,LPB,0.26835544391061084,0.19491946938139587,0.8813559322033898,0.6440677966101694,0.4576271186440678,0.22033898305084745,0.1016949152542373,0
GAS,MBB,0.33838515734247854,0.21187110202162604,0.9491525423728814,0.7288135593220338,0.5932203389830508,0.3898305084745763,0.1864406779661017,0
GAS,MSN,0.3671120192382006,0.15839312906010122,0.9830508474576272,0.847457627118644,0.6779661016949152,0.423728813559322,0.23728813559322035,0
GAS,MWG,0.2998569455806041,0.1772773245829475,0.9661016949152542,0.6779661016949152,0.4745762711864407,0.2711864406779661,0.15254237288135594,0
GAS,NVL,0.17378663251182971,0.17093039056544493,0.864406779661017,0.3898305084745763,0.23728813559322035,0.13559322033898305,0.05084745762711865,0
GAS,PDR,0.21489775177509038,0.19162613762441696,0.8983050847457628,0.4745762711864407,0.3389830508474576,0.15254237288135594,0.1016949152542373,0
GAS,PLX,0.45007293134794335,0.2344346091783751,0.9661016949152542,0.8135593220338984,0.6949152542372882,0.6271186440677966,0.5084745762711864,1
GAS,POW,0.3242902648161122,0.21730135442082046,0.9661016949152542,0.6440677966101694,0.5254237288135594,0.4067796610169492,0.2542372881355932,0
GAS,SAB,0.26992744301292193,0.21632912109187508,0.9152542372881356,0.6101694915254238,0.3728813559322034,0.22033898305084745,0.1694915254237288,0
GAS,SHB,0.24890033403582437,0.17234735507398147,0.9661016949152542,0.6271186440677966,0.3728813559322034,0.2033898305084746,0.0847457627118644,0
GAS,SSB,0.1361301754190651,0.18818047158537607,0.7796610169491526,0.3050847457627119,0.23728813559322035,0.1016949152542373,0.03389830508474576,0
GAS,SSI,0.3206221781356275,0.19368127122191942,0.9322033898305084,0.7627118644067796,0.5932203389830508,0.288135593220339,0.15254237288135594,0
GAS,STB,0.30159319267400353,0.16959941153638275,0.9661016949152542,0.7288135593220338,0.4576271186440678,0.2542372881355932,0.0847457627118644,0
GAS,TCB,0.3424714016581692,0.18489286032345642,0.9830508474576272,0.7627118644067796,0.5932203389830508,0.3728813559322034,0.1864406779661017,0
