,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,LPB,MBB,MSN,MWG,NVL,PDR,PLX,POW,SAB,SHB,SSB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB,VRE
ACB,0.018102537074314966,-0.03627557049183481,-0.09432260198175249,-0.14452630636549596,-0.11893314759980891,-0.03275024382696969,-0.09998254979150327,-0.09909792720366023,-0.06563654102977962,-0.10486639119497525,-0.11739117166208628,-0.0935905911096327,-0.10729195626534577,-0.034354780606920876,-0.0417974784128629,-0.015610393599489689,-0.1320069055798708,-0.16158266170254446,-0.07049639069148454,-0.07129765565686691,0.019067385516078665,-0.0634074309029594,-0.0895503086902059,-0.06556544972150789,-0.09019787261883169,-0.08042708562637704,-0.09705862363406959,-0.10359608655960399,-0.09494614119976985,-0.08329465025565788,-0.0976947392955317,-0.03977923657875714,-0.04808411050504983
BCM,-0.18240331379350672,0.13818840775120322,-0.13082006442833632,-0.12848745882206894,-0.14444515635689337,-0.09782819439348918,-0.09359263728877472,-0.12089355250716927,-0.11068877977684781,-0.1609103751151739,-0.17870739694094542,-0.18087869063827094,-0.10169466457088809,-0.11782616332148821,-0.10554192060195773,-0.07050396978843758,-0.14094857204682185,-0.13025533627167363,-0.07176524021345178,-0.15300496232339286,-0.1082703350316559,-0.12159323339474816,-0.15953070875425296,-0.16760665670574987,-0.1326350539875317,-0.1543883550598355,-0.08606075604050044,-0.1817005659846106,-0.10054678806052693,-0.12248700333365857,-0.15741270640640687,-0.1311183259659461,-0.10147454473741105
BID,-0.042632023645581864,0.014967089420265157,0.051933260907085756,-0.118438110510067,-0.020013369645461857,-0.0555306977805882,-0.06074710163034349,-0.06723269128089042,-0.06638156045049914,-0.08991373809847701,-0.08120878236545134,-0.07556983304070268,-0.06472520338548989,-0.03300642522968377,-0.057695145749808344,-0.013855822018793535,-0.12395957182138768,-0.06710205252035435,-0.07543722573765478,-0.07608037075949171,-0.012733263859743852,-0.05776806035941424,-0.06037205045252228,-0.06277388532042602,-0.05538443795300714,-0.02136936256107354,-0.04861932319570475,-0.039806185515164086,-0.06639963366997174,-0.04972214611540316,-0.05981645413370175,-0.034973285420058356,-0.007016416829662973
BVH,-0.13019557375436014,-0.016765106283658383,-0.08792730979555792,0.056904880030187295,-0.13056875694140346,-0.07481322941234464,-0.06889243661350489,-0.0854651757301296,-0.10924456231072253,-0.13086779925732273,-0.1579511002560171,-0.1538955297114008,-0.1067483656754968,-0.06342898658401258,-0.07927626608588555,-0.06061479508030646,-0.08085659408280312,-0.12819104914692409,-0.09328915916863201,-0.14496021740606654,-0.04920490869082062,-0.0848793624095385,-0.1439989684428258,-0.13119946311890845,-0.12332881622866275,-0.09742935923291768,-0.09029980325781185,-0.15878337761187744,-0.08202960197201094,-0.0919775334130169,-0.08086643026579718,-0.10007432307782979,-0.06754936200577324
CTG,-0.05089034035246039,-0.023059526868524718,-0.07182233704316157,-0.15867532492433006,-0.009293204215370093,-0.08494067914260821,-0.1069384180055965,-0.12248806222491385,-0.0935231813938968,-0.1425824020953373,-0.13186387521086818,-0.08651658283645994,-0.12094436925573421,-0.06133828132261465,-0.045085026477823115,-0.03546316357211214,-0.1620484513199646,-0.14356086198612192,-0.0936868615665856,-0.07693217289441055,-0.01718581982992154,-0.10516582281476931,-0.0808210581995595,-0.06875294784991101,-0.07903169300489706,-0.08845165409336941,-0.08008714383839229,-0.08885106433302437,-0.11012448206778097,-0.07555052111530748,-0.09725832154703737,-0.05389465896912703,-0.05839621590594096
FPT,-0.0798754798694369,-0.03503995707126962,-0.08032837668606523,-0.14858473998170563,-0.08728961069501595,0.1001391364102225,-0.10697378457396915,-0.11364707262808889,-0.09814640416523646,-0.08386579223606362,-0.1077195355722037,-0.11832662809167849,-0.09104331741814774,-0.01287947747049792,-0.057106369691322205,-0.006446821451040635,-0.13330863466220386,-0.14556889998016792,-0.10037156500397484,-0.07957680733624292,-0.01838334350371379,-0.061536328936017536,-0.10558301896543193,-0.10854349932084195,-0.0904318284159396,-0.0557803210334853,-0.0876632853063202,-0.09653621494849593,-0.09592323334472151,-0.10132456124311458,-0.06899652278217105,-0.06587759920691495,-0.07366235682963203
GAS,-0.09126929626117396,0.07884294513666554,-0.12160836433127038,-0.07456253168295637,-0.04495005786671679,-0.03523736263415897,0.024112981569646037,-0.027645797643259272,-0.07178852281522076,-0.08021312533241316,-0.09619952264212302,-0.09823373207882624,-0.03476801605067323,-0.0458795109586363,-0.06364066795022157,-0.0009534787667208696,-0.05364192920494419,-0.07153744079760506,-0.010955883395339018,-0.10377552182344382,-0.02895016687693222,-0.05087309560927577,-0.09254562850162497,-0.08488652454125085,-0.05135587226353687,-0.06861196800386477,-0.008803079423244651,-0.09500290429799693,-0.042131668699768095,-0.03190283092537806,-0.06797310059580679,-0.05367463219945246,0.003511672036916229
GVR,-0.17666024646070122,-0.05522036780872229,-0.18226829763530467,-0.16915446263947426,-0.19746962727499118,-0.11282487362090607,-0.10833088973055223,-0.09603430661795027,-0.17378961176542246,-0.19364059930568067,-0.23723986900133512,-0.20826226894056113,-0.16800735393185676,-0.12271222315497847,-0.10707268733684451,-0.06771538289921195,-0.16728254660871766,-0.22922553084380473,-0.1142796959816819,-0.18052254572143442,-0.058351727576113815,-0.16806238560525988,-0.2235184849294704,-0.18217251935398743,-0.19475473757778955,-0.15668499483482717,-0.10138848041836176,-0.2182733525726102,-0.09806261651515708,-0.08589470771570945,-0.11763551792005857,-0.1733613686085965,-0.13592307843748633
HDB,-0.0780258071922867,-0.06960082918235125,-0.11887529799913428,-0.1455027752730262,-0.13586852801290222,-0.0717758051438815,-0.1281251520387006,-0.12193153167002437,-0.0030070131870437514,-0.11427202335978533,-0.11854947352263843,-0.10805519774865212,-0.11671667884750574,-0.09806772252718318,-0.04737401438542078,-0.020850460413452034,-0.15915193220591714,-0.1455766440508582,-0.07675579440866387,-0.07204981945614271,0.006071494058495295,-0.08654978295381717,-0.10071969899016033,-0.08683741277578891,-0.09034274173408537,-0.11338201962178092,-0.08313303517425147,-0.11060317986657482,-0.08706846545480891,-0.06063458765449278,-0.11743026760847816,-0.06354750445219329,-0.07267751895728526
HPG,-0.12125364504206144,-0.04945749636490654,-0.13295951240806583,-0.15989011542920564,-0.1580862812502148,-0.070769653310717,-0.11750950097062793,-0.11190982850373861,-0.13601130990483343,-0.009447755094320205,-0.1571165165219834,-0.15452072767594247,-0.07182256216006996,-0.08445324681005738,-0.05418342768601139,0.0008716818194358376,-0.1591559722791352,-0.17752441927200713,-0.06335581784655095,-0.09389436628537452,-0.012852867111191027,-0.1081338602407677,-0.13833247000665658,-0.1350471135093978,-0.12078876961034371,-0.09199306065926278,-0.05642530760180723,-0.134135460741201,-0.0790461564083991,-0.05578968006496145,-0.10921390525137963,-0.09568742105025368,-0.07311177023162478
