,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,LPB,MBB,MSN,MWG,NVL,PDR,PLX,POW,SAB,SHB,SSB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB,VRE
ACB,0.10538162238920909,0.015515714691973359,0.08566106061262485,0.06034747801604414,0.07092689277074081,0.025287427663811347,0.08070855236258107,0.06382188334192926,0.07444411759226706,-0.023813201580456397,0.043770773522129054,0.06660270627119894,0.04315659620280892,0.013700218104460492,-0.0014583803817503384,-0.04093747248639191,0.042855362180105494,0.0409265580084555,0.027055767926936855,0.04113303316782046,0.08763241840331175,0.034333025566654185,0.043295393252162535,0.06068701248111961,0.09213561387139049,0.10075394521028182,0.06465270689587822,0.027441596217711143,0.040614304695782755,0.01034114718877183,0.023695750854563147,0.05638634920296545,0.05612285583260291
BCM,-0.02769403445134388,0.11472454875565738,-0.0034020412442445584,0.031773608377260024,0.01140239915658747,0.006059017670702098,-0.003454480863573104,0.08295461480738726,0.011865909470959229,0.003915816367090285,-0.03340258769086413,-0.022263237683076746,-0.005444138463050023,0.01469368860841493,-0.015614166336928303,-0.010534323118782109,-0.013153687378782376,-0.017574049732082653,0.028590990581131816,-0.005792137734475773,-0.008006897365890964,0.025585464018074103,-0.0300459995856337,0.003177982737735128,-0.014796976173570443,-0.003752435582803457,0.000531160005551195,-0.038925410485452706,-0.008345536149198526,-0.014054817458253868,-0.0009353129222454099,-0.0033384390638559218,-0.0034444333164130436
BID,0.013760398826300079,0.005277943016224631,0.11113028032313407,0.04399188375816654,0.06196510321279185,-0.025450149675708588,0.017394891802910435,0.032375429619600105,0.03275827915176194,-0.0410735927755634,0.03991680520908161,0.040396245579782324,-0.00156001387761821,-0.02416733965497919,-0.014928683227302465,-0.0027778856999772974,0.028943542671161268,0.011153665639671436,0.03277439115978023,0.018658112090887104,0.03782045732017526,0.027720656991573327,0.049035579808803825,0.024043534910849453,0.03986390644538693,0.05375014026119797,0.0014564927954860568,0.0371989597094402,-0.02813942262567216,-0.03471427975378844,0.0002891159629933503,0.018167347421172948,0.006343303816262629
BVH,0.01844737608843227,-0.014441072263891989,0.022337783157125212,0.08983795168461825,0.04508231502764746,0.040566740409348434,0.03883436153438985,0.07103652386644169,0.0386973576154834,-0.004558540283076441,0.02649814996018272,0.054401509653804976,-0.000537062893318397,0.02565270253444132,0.011825572430372936,-0.030260562018555173,0.013645673653687613,0.024111976458183623,0.03699841582159947,0.04732356764286919,-0.002537333482334391,0.029532095581327786,0.008329761608895607,0.02225853939566348,0.03239111151132658,0.040452876106546354,0.030234939265241734,-0.004759215950624342,0.004851389069050356,0.053994170288807326,0.03781286657406048,0.008675941690843613,0.022066974596098608
CTG,0.0891895499248066,0.06583634119370939,0.09237645437071139,0.04675863943589357,0.12062676071312636,0.012212203606562973,0.06334700641165772,0.07242197143085777,0.08452640135111458,0.0007803667140845143,0.057795153423726,0.08127050342289202,0.08297807514486565,0.04683925823383439,0.0472391940803653,-0.010912765668387163,0.02678662173435994,0.034484329443248765,0.029881249601550575,0.08668563198973762,0.10302835669221468,0.061832323291526506,0.0797966794546575,0.10554555502634673,0.0772476851557235,0.09947020460068223,0.07766736996753609,0.07085317950191923,0.04304266738049351,0.006041666014222032,0.0498818296880938,0.05786100935073355,0.07026780493700364
FPT,0.04971323405520594,0.03749402350985929,0.05866429639457761,0.07044269664458082,0.05784840119078538,0.12818203460766792,0.0870752013942878,0.10323642594159674,0.04633184542571822,0.026339268238198158,0.037046998672289284,0.04441239260678431,0.03703480232206553,0.029984942507032566,-0.008567258512387169,-0.016304373567856925,0.057949708405767235,0.037107740060453226,0.06793380030847354,0.03349584839886689,0.10559712808266042,0.02059687965757205,0.02987981641834389,0.027764032269670155,0.03590803964496788,0.07921447459100044,0.06649267185323382,0.008585906138888188,0.09991118558838459,0.03193766791647509,0.08528636476802351,0.021345669215037538,0.050653509717013184
GAS,0.022385791316864787,0.03995361585096732,0.017811906526755544,0.046455021189909684,0.06853117756727081,0.035966605287783504,0.12177734735227798,0.09448719547223063,0.012648409324845884,-0.01251903439301917,-0.0009003522190641818,0.035715037952488544,0.03807794504224007,0.02505801807088324,0.01834963661707968,0.030815808104895814,0.05630553352356532,0.061502063970630495,0.027438899904621256,0.002692635761775744,-0.030969325047710047,0.03493936946127837,0.02328906622014901,0.03727512353196607,0.04758604026825338,0.05044955113472894,0.04875721123912506,-0.030051159158357394,0.03384021405860581,0.03772917539068112,0.004687815141634951,-0.00665412341682718,0.014528616902339699
GVR,0.026278008600071706,0.029113297817685957,0.03595515912029717,0.006501365862805935,0.06610585892357278,0.01517637275845672,0.02759623123334612,0.11765818366285044,0.007272831013126545,0.0115940520245523,0.007680990970092903,0.048664283916031316,0.05024433953859181,0.02382905449819026,-0.027879472382364386,-0.04223036792503317,0.003863396381497347,0.0302518773466882,-0.007988916259327378,0.06337363760675863,0.05741057905448614,0.038731270912911814,0.0062587503958741525,0.026505323664861438,0.04120266279912211,0.04255106424001413,-0.003984525985328045,-0.011786534269174935,-0.00534021467715025,-0.011302585671128804,-0.006819865704772273,-0.0034997048747048972,0.0044182224449045735
HDB,0.025504075593396812,-0.044968221730917204,-0.0300285453800575,-0.026587799178526373,0.0162937105359219,0.009632463841424868,-0.03388310328459009,-0.0050849372848179916,0.07664109087617536,0.005483134679871444,0.006684180011820011,0.018945659599446153,-0.004801986782238296,0.023393755885857098,0.04225407714499214,0.015039163127900724,-0.01847611375133451,-0.02122680546784445,-0.019763094915392763,0.04092488053932129,0.020017991636854457,0.033323431591504075,0.0033060425655635235,0.07527237322713544,0.04275459973562148,0.001817204642667092,0.017905159121587418,0.019702409365984483,0.016244499097687378,0.057469917153476754,-0.022289623869699796,0.043832274352781024,0.025506996847226453
HPG,0.10134460850904455,0.07764790079188083,0.060191714957450244,0.05671260868629589,0.1019760407656185,0.0552976456981523,0.11114118159117045,0.06988230787504651,0.06178594980022087,0.0924378073374348,0.04617554272233136,0.0867419540526762,0.13249995440108941,0.07697881855367149,0.017798827992783848,0.00017966933466051198,0.0775864522283625,0.07707697740364369,0.09493683689555715,0.10342617120698178,0.079024091664607,0.07929343225295296,0.0973904479046957,0.10847965562879266,0.11525270544470922,0.11891313561607565,0.049373203527182656,0.07720660169675668,0.06128912789216057,0.06249090832837889,0.09457092012425357,0.05246490888755118,0.032282369972521714
