,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,LPB,MBB,MSN,MWG,NVL,PDR,PLX,POW,SAB,SHB,SSB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB,VRE
ACB,1.0,0.3005964960009298,0.5788377976246716,0.41293917252932066,0.6504327857488292,0.4854469601523847,0.24801271462849164,0.4379412349212117,0.5864100899365312,0.5207465759865229,0.5414021713808973,0.7329349832928442,0.3813005700522905,0.47384052475820493,0.23897051498141542,0.33399161825946627,0.32332810701492615,0.3547089243694571,0.22431084776729782,0.5671403785036508,0.3749875627103212,0.5530336025505718,0.5863993717385374,0.6835061676728099,0.6057437340831621,0.47706900257724777,0.31107961635979564,0.6106635949427383,0.19826741291424993,0.22092950973709546,0.34225922038108425,0.5256374735568357,0.32486677466118397
BCM,0.3005964960009298,1.0,0.31788054359043916,0.3666531414990951,0.34082849550977035,0.3275411192067952,0.3406743593468696,0.45341042193551706,0.28295419402802174,0.3037545171037787,0.21121485134364748,0.3304582092427992,0.3401300452334311,0.34539154332959987,0.21726127068144885,0.2585506511431734,0.3221300430560905,0.390943538601775,0.22815790433265773,0.2705087567391639,0.17414797455116982,0.3438220397973226,0.2860689452076144,0.32301616207049705,0.3233292416189896,0.24953300556487223,0.25356492831426347,0.3053359370037564,0.19139046471783824,0.1742494034892285,0.26088773745800453,0.27996207965778985,0.26737048473171743
BID,0.5788377976246716,0.31788054359043916,1.0,0.41159296027795467,0.697162008520481,0.43602083277740766,0.3416843372710343,0.44155508301870017,0.49694440193565664,0.4680578719625747,0.4895875243672669,0.639777206755262,0.364927135418441,0.43523634679011436,0.17970695843270795,0.31021135448104975,0.4010077815236331,0.4216963391105438,0.28197489470123893,0.47230535261304246,0.3066511215806153,0.5233702452444955,0.535013058042903,0.5655558802558219,0.5253971783030821,0.5412433242239559,0.262452252366362,0.5171769636019452,0.18351287738613042,0.18440846126954522,0.37859856380299944,0.47295322570449005,0.33035156057168513
BVH,0.41293917252932066,0.3666531414990951,0.41159296027795467,1.0,0.43111586873979507,0.3978900651196834,0.3670022882985872,0.49742462632777507,0.3542851466756964,0.40795060528832383,0.31010205497647614,0.44987801010831696,0.37422327058168264,0.41228505776321606,0.20416351613448103,0.280629570270454,0.4380361491309988,0.4492074957493672,0.30223885536738293,0.3788287602752392,0.23780323092783218,0.42339999209717183,0.364594122596003,0.3904895787753241,0.3757069259038654,0.29636236009046274,0.26866141816868705,0.3678013230963498,0.1803831851141844,0.20697466153829108,0.3581675703790457,0.34509149819523666,0.28459044122743604
CTG,0.6504327857488292,0.34082849550977035,0.697162008520481,0.43111586873979507,1.0,0.46736835765526624,0.31113488183800886,0.44665520032454487,0.5856814622964542,0.5391620074203961,0.5561264781877964,0.7541960468389144,0.41744605928643763,0.49210735219054724,0.2302592119985647,0.3195382007393507,0.35757946000986923,0.3962970280725234,0.2611800089511594,0.5286588182576925,0.3499350116916792,0.6105130930727309,0.6042359255933203,0.6594996615562407,0.6127135356706989,0.5117394654554368,0.3379674156721388,0.5919491565032582,0.24550747450062987,0.17415555937698446,0.3343998299092654,0.5176320987620836,0.37609140585222955
FPT,0.4854469601523847,0.3275411192067952,0.43602083277740766,0.3978900651196834,0.46736835765526624,1.0,0.34855147782459606,0.40761713384710446,0.4079417377690835,0.4496534678410094,0.36869645869305534,0.4721718244626632,0.39224126493354144,0.5089344337861963,0.19316028815885736,0.2949335689206484,0.34440231233428736,0.3423101847017094,0.2773297191450487,0.3492930485718113,0.27228464171698763,0.4598188927963571,0.38724614030222154,0.45864268326858365,0.4143985914914673,0.3732173613909856,0.28350539428758426,0.38856779201442493,0.20205798104871756,0.19461117659078517,0.3467196330050391,0.3725892663025522,0.2790279903760011
GAS,0.24801271462849164,0.3406743593468696,0.3416843372710343,0.3670022882985872,0.31113488183800886,0.34855147782459606,1.0,0.44601085479244906,0.22471865951184333,0.3016369910268479,0.2096358149501819,0.2772052024284796,0.3679462952024203,0.3291069001424113,0.1242909962217081,0.1669808279784392,0.6120184239236889,0.4259908783140327,0.22765940813842195,0.21010798879369152,0.10321186340100821,0.2925650625035817,0.2380981604375122,0.25901225889833274,0.24167809739859175,0.28716551305345844,0.1756303296311024,0.2146805619637579,0.1236289348475592,0.12969430477492055,0.2504422236101525,0.2151718334789386,0.21947162827670516
GVR,0.4379412349212117,0.45341042193551706,0.44155508301870017,0.49742462632777507,0.44665520032454487,0.40761713384710446,0.44601085479244906,1.0,0.3699407608012377,0.4716263739484334,0.38034367904377026,0.4688760527352408,0.3938553973414354,0.4319417972649421,0.2683515626865325,0.39615291942129227,0.5570072727044946,0.5377655973857131,0.22620587820481497,0.4360252804758554,0.1963318779975902,0.547754479153779,0.41371259470698046,0.4661056552387091,0.43849453414281436,0.2547100511610529,0.2639433832230123,0.4106613251095345,0.1810395544697676,0.19071580495461524,0.3158029210987124,0.38465161761250044,0.3356177591527786
HDB,0.5864100899365312,0.28295419402802174,0.49694440193565664,0.3542851466756964,0.5856814622964542,0.4079417377690835,0.22471865951184333,0.3699407608012377,1.0,0.48506707633527946,0.4772499672166773,0.6426588175796373,0.3506877684461732,0.45115778273798596,0.27988100951039785,0.3637668918973878,0.3148221854678949,0.32640177008574794,0.23838485985729918,0.489425805776165,0.3476882450182161,0.5184738633363681,0.5513295630235397,0.6241968598224585,0.5801266490929671,0.40914973730992127,0.31659731003448066,0.5613687558688832,0.23261989766129382,0.3210944412189319,0.3022645921269383,0.49065532561047626,0.36710641322080106
HPG,0.5207465759865229,0.3037545171037787,0.4680578719625747,0.40795060528832383,0.5391620074203961,0.4496534678410094,0.3016369910268479,0.4716263739484334,0.48506707633527946,1.0,0.4275073705541903,0.5815912173865743,0.4608991421735301,0.48546072069920243,0.3002709120507878,0.39334976949517236,0.3621595783302659,0.40196392130253333,0.2281063555228044,0.4506135833186496,0.28503051594374124,0.6177930192223869,0.49500179142481787,0.5380189214665789,0.49818612269640905,0.3816199721752954,0.3103369820144445,0.49725487454960093,0.21056460725368034,0.199413802924145,0.31435649722537157,0.43637290189477373,0.3198037703380964
LPB,0.5414021713808973,0.21121485134364748,0.4895875243672669,0.31010205497647614,0.5561264781877964,0.36869645869305534,0.2096358149501819,0.38034367904377026,0.4772499672166773,0.4275073705541903,1.0,0.6000063179219545,0.3068753005493708,0.369856895912758,0.15317791569925066,0.2462715188659736,0.2683679376837048,0.3231046337829555,0.16041359644263398,0.5186175378838281,0.345613601068231,0.4886643998337887,0.547021159677564,0.5576022760782009,0.4749286835132171,0.3237156473737301,0.22284181867243252,0.546215229609276,0.14510247628975795,0.1003966197427441,0.2503213325841049,0.4642401244957716,0.2578307195917088
