source,target,corr_raw,corr_market_adj,same_sector
PDR,SAB,0.1111628574977022,-0.035195663987889696,0
PDR,SHB,0.17976471392093996,-0.07605846606663128,0
PDR,SSB,0.0761403016017318,-0.051268450347279323,0
PDR,SSI,0.33974216568475785,0.13193056719787047,0
PDR,STB,0.20261429822742072,-0.0887159934629518,0
PDR,TCB,0.2838234129824374,0.01733996339731056,0
PDR,TPB,0.22178256517196748,-0.04740459576081276,0
PDR,VCB,0.2018567671471805,-0.024968108012441752,0
PDR,VHM,0.2710683380537027,0.1218106978983357,1
PDR,VIB,0.19095374836316126,-0.09836895861920075,0
PDR,VIC,0.20241275701842323,0.05860086449814993,1
PDR,VJC,0.24391220181886006,0.11531579259789063,0
PDR,VNM,0.20193717748781076,0.011980282693479113,0
PDR,VPB,0.2998570026062667,0.07990297587830592,0
PDR,VRE,0.23531296808450508,0.0529683403740515,1
PLX,POW,0.4693244624356984,0.1465429146849313,0
PLX,SAB,0.3464794831689826,0.14357451287107142,0
PLX,SHB,0.2501907970509323,-0.21934896940412887,0
PLX,SSB,0.08846178706926147,-0.15624843099791097,0
PLX,SSI,0.34953618137628106,-0.13705963517109185,0
PLX,STB,0.42297333861950825,-0.012344068711837707,0
PLX,TCB,0.38038483660834965,-0.1450664112012951,0
PLX,TPB,0.3038444640874425,-0.2135573875570795,0
PLX,VCB,0.40816415939897627,0.05235246975869499,0
PLX,VHM,0.3634613821289794,0.10125124458691397,0
PLX,VIB,0.2887025705595738,-0.23801235451302255,0
PLX,VIC,0.3356702619194022,0.10060193051376298,0
PLX,VJC,0.27800555907956737,0.02584727382148514,0
PLX,VNM,0.36802113743395015,0.05585724589199477,0
PLX,VPB,0.33736208413138524,-0.13452921842014212,0
PLX,VRE,0.35126964559748136,0.044913913587472154,0
POW,SAB,0.3008580699651684,0.032901288828942166,0
POW,SHB,0.4372438941706875,-0.013602853190323798,0
POW,SSB,0.25748816752548775,0.021947028038931247,0
POW,SSI,0.49641720959689173,0.007338134740284729,0
POW,STB,0.507353950359632,0.017813748373015928,0
POW,TCB,0.45314011046423686,-0.15796383528718386,0
POW,TPB,0.5382092441214393,0.09547746337069062,0
POW,VCB,0.45718287613368086,0.03487560338586545,0
POW,VHM,0.25251692544283444,-0.13548846134165787,0
POW,VIB,0.5465559074963939,0.11505877632804382,0
POW,VIC,0.2506987739746958,-0.08226915275769867,0
POW,VJC,0.23270239863208958,-0.10471611270395356,0
POW,VNM,0.3398727036452003,-0.07393389158089618,0
POW,VPB,0.469459061197372,-0.02048540191993913,0
POW,VRE,0.3578178388541807,-0.022613092261479627,0
SAB,SHB,0.24087713301054886,-0.06130335891588083,0
SAB,SSB,0.09375208168564653,-0.06916436774715227,0
SAB,SSI,0.25068984002056516,-0.10101198930730289,0
SAB,STB,0.2809735447527908,-0.05761538756120434,0
SAB,TCB,0.28614382007316624,-0.08435619072538202,0
SAB,TPB,0.22088061405170328,-0.1451145837139906,0
SAB,VCB,0.30769203309558757,0.04742357529474854,0
SAB,VHM,0.21914892209084985,0.006524746687822847,0
SAB,VIB,0.2870443930217157,-0.03617318733489312,0
SAB,VIC,0.19276831796568847,0.0008487474120136632,0
SAB,VJC,0.23053819590094327,0.05096522237321084,0
SAB,VNM,0.34749018105064844,0.14217545190199327,1
SAB,VPB,0.24307554541874327,-0.0965985060190606,0
SAB,VRE,0.2651055946368825,0.039132635091566156,0
SHB,SSB,0.36140599121928785,0.16673821369881395,1
SHB,SSI,0.5535273801857099,0.1132165673155656,0
SHB,STB,0.5513789260513605,0.097635491234559,1
SHB,TCB,0.5673937709880401,0.08254043644724024,1
SHB,TPB,0.5763916925510614,0.16159046166740876,1
SHB,VCB,0.4392126166160309,-0.008845069524561332,1
SHB,VHM,0.27022999019050586,-0.11595527047539059,0
