node_feature,rmse_base,rmse_full,rmse_gain_pct,win_rate,n_stocks,sign_p,dir_acc_base,dir_acc_full
volume_zscore_20,0.0005006419749056916,0.0004978965985555625,0.5483711889412074,0.9393939393939394,33,1.3085082173347473e-07,33.412247474747474,35.2114898989899
pk_lag2,0.0005006419749056916,0.0005010764171858453,-0.08677703866830802,0.45454545454545453,33,0.7283324808813632,33.412247474747474,34.20138888888889
pk_std_20,0.0005006419749056916,0.0005020355711870013,-0.2783618536125047,0.42424242424242425,33,0.48685024166479707,33.412247474747474,33.633207070707066
pk_vol_daily,0.0005006419749056916,0.0005021869578853137,-0.30860036853943995,0.5454545454545454,33,0.7283324808813632,33.412247474747474,33.617424242424235
log_return_1d,0.0005006419749056916,0.0005066499258435288,-1.200049384386705,0.30303030303030304,33,0.03508203336969018,33.412247474747474,43.607954545454554
return_5d,0.0005006419749056916,0.0005107476217927783,-2.0185376763485228,0.2727272727272727,33,0.013530986849218607,33.412247474747474,35.479797979797986
