ticker,date,sentiment_1d,news_count_1d,grp,ret_1d,ret_2d,ret_3d,ret_5d,ret_10d
ACB,2022-01-27,0.0,1.0,neu,-0.010384850335980578,-0.006108735491753281,0.02443494196701268,0.01832620647525962,-0.017104459376909076
ACB,2022-04-07,0.6666666666666666,1.0,pos,0.0076142131979695105,-0.004441624365482233,0.0012690355329949554,-0.001903553299492322,-0.03870558375634514
ACB,2022-05-11,0.6666666666666666,1.0,pos,-0.06612685560053988,-0.08221212658519435,-0.1057076773092859,-0.08367071524966263,-0.05060728744939269
ACB,2022-06-09,0.5,1.0,pos,-0.021854304635761546,-0.07218543046357617,-0.06423841059602642,-0.06423841059602642,-0.07814569536423843
ACB,2022-07-29,0.6666666666666666,1.0,pos,0.01664355062413314,0.012482662968099856,0.014563106796116498,0.010402219140083213,0.00832177531206657
ACB,2022-10-27,0.6666666666666666,1.0,pos,0.010827532869296164,0.015467904098994678,0.017788089713843824,-0.031709203402938924,-0.09358081979891719
ACB,2022-11-04,0.0,1.0,neu,0.025402201524131973,0.057578323454699376,0.029635901778154006,0.03217612193056718,0.04995766299745985
ACB,2022-11-21,0.6666666666666666,2.0,pos,-0.012417218543046338,0.002483443708609201,0.019039735099337873,0.07947019867549665,0.14569536423841067
ACB,2022-11-23,0.6666666666666666,1.0,pos,0.01651527663088359,0.040462427745664664,0.07679603633360865,0.07018992568125526,0.07927332782824115
ACB,2023-01-11,0.6666666666666666,1.0,pos,0.011980267794221344,-0.002114164904862492,0.033121916842847154,0.05355884425651869,0.04087385482734329
ACB,2023-04-13,0.0,1.0,neu,0.0,0.002050580997949414,-0.008202323991797766,-0.028024606971975397,-0.032125768967874224
ACB,2023-06-02,0.6666666666666666,1.0,pos,-0.002614379084967422,0.0,0.0019607843137254832,-0.01176470588235301,0.0
ACB,2023-06-15,0.6666666666666666,1.0,pos,0.004596191726854881,-0.0026263952724885353,-0.0026263952724885353,-0.0026263952724885353,0.009192383453709763
ACB,2023-06-28,0.6666666666666666,1.0,pos,-0.017891373801916965,-0.010862619808306717,-0.010862619808306717,-0.015974440894568676,-0.020447284345047945
ACB,2023-08-07,0.0,1.0,neu,-0.014997000599880073,-0.02339532093581287,-0.035992801439712174,-0.02939412117576501,-0.07378524295140987
ACB,2023-09-06,0.6666666666666666,1.0,pos,-0.0024829298572315306,-0.008690254500310246,-0.02607076350093107,-0.017380509000620714,-0.021725636250775948
ACB,2023-09-14,0.0,1.0,neu,0.008883248730964466,0.0,-0.006979695431472033,-0.0025380710659898,-0.03172588832487311
ACB,2023-09-18,0.5,1.0,pos,-0.006979695431472033,0.0,-0.0025380710659898,-0.020304568527918843,-0.024746192893401076
ACB,2023-09-26,0.6666666666666666,1.0,pos,0.00455432661027988,-0.0071567989590110015,-0.002602472348731233,-0.013662979830839195,0.04098893949251803
ACB,2023-10-25,0.6666666666666666,2.0,pos,-0.03643461288223804,-0.01626545217957054,-0.02732595966167861,-0.013662979830839195,0.04098893949251803
ACB,2023-11-08,0.0,1.0,neu,-0.010624999999999996,-0.01749999999999996,-0.015000000000000013,0.020000000000000018,-0.004375000000000018
ACB,2023-11-15,0.6666666666666666,1.0,pos,0.0018382352941177516,-0.023897058823529438,-0.03247549019607854,-0.023897058823529438,-0.05147058823529416
ACB,2023-11-28,0.6666666666666666,1.0,pos,0.0071567989590111125,0.0019518542615486467,0.0019518542615486467,0.011711125569290992,0.02732595966167861
ACB,2024-01-30,0.3333333333333333,2.0,pos,-0.007688083470620555,0.0021965952773201902,0.011532125205930832,0.07358594179022515,0.06205381658429432
ACB,2024-01-31,0.25,2.0,pos,0.009961261759822815,0.019369120088544634,0.0796900940785834,0.0874377421140009,0.07581627006087444
ACB,2024-02-20,0.3333333333333333,2.0,pos,0.005170630816959676,0.003619441571871773,-0.009307135470527417,0.0015511892450879028,0.014477766287487093
ACB,2024-03-06,0.6666666666666666,1.0,pos,-0.0036138358286009753,-0.020134228187919545,-0.03097573567372236,0.0020650490449147796,-0.0036138358286009753
ACB,2024-04-04,0.0,1.0,neu,-0.01499482936918295,-0.01499482936918295,-0.009307135470527417,-0.01499482936918295,-0.03464322647362972
ACB,2024-06-06,0.0,1.0,neu,0.010324483775811188,0.002458210422812135,-0.007866273352999054,0.01868239921337267,0.01868239921337267
ACB,2024-06-13,0.6666666666666666,1.0,pos,-0.00820463320463316,-0.010135135135134976,-0.010135135135134976,0.0,-0.034266409266409115
ACB,2024-09-04,0.6666666666666666,1.0,pos,-0.00631067961165066,-0.0024271844660194164,-0.00825242718446606,-0.020388349514563142,0.0
ACB,2024-09-13,0.6666666666666666,1.0,pos,-0.010299166257969672,0.003923491907797949,0.010299166257969672,0.051005394801373116,0.06130456105934279
ACB,2024-10-25,0.0,1.0,neu,0.010096153846153921,0.012019230769230838,0.008173076923076783,0.0,0.0
ACB,2024-10-29,0.0,1.0,neu,-0.0038004750593825243,0.008076009501187587,-0.01187648456057011,-0.017577197149643786,-0.013776722090261262
ACB,2024-11-20,0.6666666666666666,1.0,pos,0.014167073766487626,0.01856375183194925,0.016121152906692915,0.022471910112359605,0.022471910112359605
ACB,2024-12-06,0.6666666666666666,1.0,pos,-0.005599626691553894,-0.011665888940737279,-0.009799346710219314,-0.019598693420438518,-0.03313112459169387
ACB,2025-03-13,0.6666666666666666,1.0,pos,-0.004126547455295726,0.003668042182485287,0.00733608436497013,0.005502063273727709,-0.004126547455295726
ACB,2025-04-18,0.5,1.0,pos,-0.016121152906692693,-0.016121152906692693,0.0039081582804103565,-0.024425989252564784,-0.020517830972154316
ACB,2025-05-26,0.0,1.0,neu,-0.0023255813953488857,-0.0046511627906977715,-0.009302325581395321,-0.018604651162790642,-0.025581395348837188
ACB,2025-08-20,0.0,1.0,neu,0.051785714285714324,-0.005357142857142838,-0.06428571428571428,-0.012500000000000067,-0.03035714285714286
ACB,2025-09-04,0.6666666666666666,1.0,pos,-0.018083182640144635,-0.039783001808318175,-0.039783001808318175,-0.05244122965641951,-0.07594936708860756
ACB,2025-09-16,0.6666666666666666,1.0,pos,-0.009469696969697017,-0.03219696969696961,-0.03977272727272718,-0.03977272727272718,-0.03409090909090906
ACB,2025-10-01,0.0,1.0,neu,-0.0019379844961240345,-0.005813953488372214,0.03875968992248069,0.036821705426356655,0.019379844961240345
ACB,2025-10-03,0.5,1.0,pos,0.04483430799220289,0.031189083820662766,0.042884990253411415,0.050682261208577106,0.003898635477582957
ACB,2025-10-24,0.0,1.0,neu,0.0,0.016000000000000014,0.016000000000000014,0.020000000000000018,-0.0040000000000000036
ACB,2025-10-29,0.5,1.0,pos,-0.011811023622047112,0.003937007874015741,0.0019685039370078705,0.007874015748031704,-0.007874015748031482
ACB,2025-10-31,0.0,1.0,neu,-0.0019607843137254832,0.019607843137254832,0.0039215686274509665,-0.02352941176470591,-0.021568627450980427
ACB,2025-12-11,0.6666666666666666,1.0,pos,-0.018789144050104345,-0.01670146137787054,0.0020876826722338038,-0.0041753653444676075,0.0020876826722338038
ACB,2025-12-23,0.0,1.0,neu,0.004132231404958775,-0.008264462809917328,-0.012396694214876103,-0.004132231404958553,0.01446280991735538
ACB,2026-01-06,0.0,1.0,neu,0.027083333333333348,0.022916666666666696,0.022916666666666696,0.03749999999999987,0.043749999999999956
ACB,2026-01-29,0.0,1.0,neu,0.012605042016806678,-0.0021008403361344463,-0.004201680672269004,-0.014705882352941235,0.0021008403361344463
ACB,2026-01-30,0.25,2.0,pos,-0.014522821576763545,-0.016597510373444035,-0.020746887966805017,-0.045643153526971014,-0.010373443983402453
ACB,2026-02-24,0.0,1.0,neu,0.018750000000000044,0.018750000000000044,0.022916666666666696,-0.02083333333333337,-0.03541666666666676
ACB,2026-03-19,0.6666666666666666,1.0,pos,-0.025423728813559365,-0.04661016949152552,-0.021186440677966045,0.0,0.0
ACB,2026-04-10,0.3888888888888888,3.0,pos,-0.004192872117400492,0.0062893081761006275,-0.002096436058700246,-0.004192872117400492,-0.018867924528301994
ACB,2026-04-13,0.6666666666666666,1.0,pos,0.010526315789473717,0.002105263157894832,-0.004210526315789553,0.008421052631578885,-0.010526315789473717
ACB,2026-04-17,0.6666666666666666,1.0,pos,0.008421052631578885,0.0,-0.0063157894736841635,-0.01473684210526327,-0.027368421052631486
ACB,2026-05-05,0.0,1.0,neu,0.022123893805309658,0.01327433628318575,0.01106194690265494,0.004424778761061843,0.008849557522123908
ACB,2026-05-12,0.5,1.0,pos,-0.008810572687224627,0.004405286343612369,0.026431718061673992,0.004405286343612369,0.09251101321585908
ACB,2026-05-26,0.0,1.0,neu,0.016129032258064502,-0.006048387096774244,0.004032258064516014,0.012096774193548487,0.06854838709677424
ACB,2026-06-01,0.6666666666666666,1.0,pos,0.008032128514056325,0.04417670682730934,0.054216867469879526,0.014056224899598346,
ACB,2026-06-02,0.0,1.0,neu,0.03585657370517925,0.04581673306772904,0.041832669322709126,0.055776892430278835,
ACB,2026-06-04,0.6666666666666666,1.0,pos,-0.003809523809523818,-0.03809523809523807,0.00952380952380949,,
ACB,2026-06-05,0.0,1.0,neu,-0.03441682600382401,0.013384321223709472,,,
BCM,2020-03-12,0.0,1.0,neu,-0.06574923547400624,-0.06116207951070329,0.0,-0.06116207951070329,-0.15494393476044865
BCM,2020-12-24,0.0,1.0,neu,-0.0022750252780587843,-0.015166835187057637,-0.02098078867542985,-0.030586450960566225,0.10717896865520715
BCM,2021-10-29,0.6666666666666666,1.0,pos,-0.01705115346038122,0.01323971915747224,0.0,0.018856569709127413,0.032096288866599876
BCM,2021-12-15,0.6666666666666666,1.0,pos,0.0683417085427136,0.07772194304857627,0.079396984924623,0.08408710217755444,0.015912897822445426
BCM,2022-09-15,0.0,1.0,neu,0.001077934677158554,-0.006036434192087992,-0.01422873773849298,-0.01832488951169564,-0.1348496281125363
BCM,2022-12-01,0.5,1.0,pos,0.0,0.014900233221041503,-0.009976677895828012,-0.004923555325213935,-0.011142783104431397
BCM,2022-12-23,0.0,1.0,neu,-0.022566255575964256,0.0013119916032535706,0.0013119916032535706,0.010102335345053781,0.031356599317764466
BCM,2023-08-16,0.0,2.0,neu,-0.012350998132988678,-0.06721240844463583,-0.04796782995835114,-0.07123366365072514,-0.015079707022834898
BCM,2023-09-13,0.75,1.0,pos,-0.009879091713358656,-0.028162783839575267,-0.04231790032438798,-0.014155116484812602,-0.06767915069301089
BCM,2023-10-04,0.5,1.0,pos,-0.0015172204521316512,0.007282658170232104,-0.0015172204521316512,-0.01016537702928233,-0.08981945076619624
BCM,2024-03-25,0.5,1.0,pos,0.0,0.001586546089163976,0.00317309217832773,-0.012216404886561949,-0.047596382674916726
BCM,2024-06-28,0.5,1.0,pos,-0.010846689331390658,0.0,0.0016189088554312558,0.0032378177108627337,0.018941233608547714
BCM,2024-08-08,0.5,1.0,pos,0.0,-0.004188935432616003,-0.004188935432616003,-0.00982233135923738,0.00693341037122619
BCM,2024-10-04,0.5,1.0,pos,0.0074536051110436485,0.01186492242166115,0.0074536051110436485,0.005932461210830464,-0.00578034682080919
BCM,2024-10-25,0.5,1.0,pos,-0.0031486146095718315,0.018261964735516445,0.012122166246851362,0.016687657430730418,0.03069899244332497
BCM,2024-11-26,0.0,1.0,neu,0.0,0.0013850415512464131,0.0060018467220683824,0.004462911665127578,0.028624192059095055
BCM,2025-02-07,-0.5,1.0,neg,0.01278883883156512,0.0014532771399504707,0.007121057985757906,0.0014532771399504707,0.07004795814561837
BCM,2025-04-22,0.5,1.0,pos,0.057511737089201986,0.06729264475743357,0.0729655712050079,0.057511737089201986,0.14417057902973407
BCM,2025-08-04,0.5,1.0,pos,-0.02951712279696239,-0.018197449491331286,-0.0055881931508812155,-0.004155323112193798,-0.014042126379137487
BCM,2025-08-11,0.0,1.0,neu,0.011223021582733805,0.00417266187050358,-0.0028776978417266452,-0.00992805755395676,-0.08057553956834529
BCM,2025-10-14,0.5,1.0,pos,-0.004709576138147598,0.010832025117739397,0.016954474097331307,-0.012401883830455374,0.026216640502354727
BCM,2025-10-31,0.0,1.0,neu,0.0,0.015104808877928644,0.01818742293464859,0.030209617755857066,0.022657213316892744
BCM,2025-11-25,0.0,1.0,neu,0.013666718434539371,0.013666718434539371,0.016772790806025784,0.012113682248796387,0.0060568411243981934
BCM,2025-12-15,0.0,1.0,neu,-0.007633587786259444,-0.03676585137871946,-0.061224489795918324,-0.05203302695123846,-0.07353170275743881
BCM,2026-02-02,0.0,1.0,neu,0.04376524608982635,0.01420576840292731,-0.028124551585593238,-0.09585306356722634,-0.07734251686038174
BCM,2026-03-12,0.0,1.0,neu,-0.02893309222423135,-0.03435804701627487,-0.02169981916817354,-0.0452079566003617,-0.0452079566003617
BCM,2026-03-25,0.5,1.0,pos,-0.001890359168241984,0.026465028355387554,0.013232514177693888,0.022684310018903586,0.03969754253308122
BCM,2026-05-21,0.6666666666666666,1.0,pos,-0.007339449541284404,-0.022018348623853212,0.0018348623853210455,-0.007339449541284404,0.005504587155963359
BID,2015-01-30,0.0,1.0,neu,-0.017654476670870056,-0.08221212658519435,-0.10340479192938201,-0.006305170239596425,0.017654476670870167
BID,2015-02-13,-0.5,1.0,neg,0.03841387856257761,0.03841387856257761,0.060718711276332105,0.03841387856257761,0.016109045848822667
BID,2015-03-16,0.0,1.0,neu,0.0,-0.01568154402895039,-0.03256936067551264,-0.05428226779252099,-0.05428226779252099
BID,2015-09-18,0.0,1.0,neu,0.012195121951219301,0.00406504065040636,-0.012195121951219523,-0.020325203252032464,-0.04471544715447162
BID,2019-03-01,0.0,1.0,neu,0.02286670384829903,0.052983825989960875,0.05744562186279989,0.03457891801450086,0.1321807027328501
BID,2019-05-06,0.0,1.0,neu,0.0,-0.02270210409745299,-0.060354374307862724,-0.012181616832779518,-0.012181616832779518
BID,2019-06-07,0.5,1.0,pos,0.0,0.0063583815028900315,-0.0063583815028901425,0.01387283236994219,0.02543352601156057
BID,2019-08-08,0.0,1.0,neu,0.0,0.018479408658922836,0.0058078141499471325,0.011087645195353657,0.0834213305174234
BID,2019-10-23,0.0,1.0,neu,0.005027422303473417,0.002742230347349217,0.012797074954296273,0.002742230347349217,0.052559414990859255
BID,2020-03-12,0.0,1.0,neu,-0.04633204633204624,-0.08221212658519435,-0.07915057915057921,-0.0902509652509651,-0.09266409266409259
BID,2020-11-16,0.0,1.0,neu,0.010213143872113806,0.00399644760213147,0.01243339253996445,0.030195381882770933,0.04529307282415629
BID,2021-03-22,0.0,1.0,neu,-0.02145922746781115,-0.05618415918845099,-0.053843152555598905,-0.04721030042918439,0.020288724151385162
BID,2021-05-21,0.6666666666666666,1.0,pos,0.027637212923316445,0.043596730245231585,0.04242896068509139,0.05332814324639923,0.09497859089139737
BID,2021-09-30,0.6666666666666666,1.0,pos,-0.016342756183745588,-0.01369257950530045,-0.0035335689045937757,-0.0075088339222615375,0.0026501766784452485
BID,2021-11-25,0.0,1.0,neu,0.0023050326546292244,-0.018824433346139147,-0.020745293891663574,-0.025355359200922023,-0.029581252401075675
BID,2021-12-16,0.0,1.0,neu,0.0,-0.006596818005432548,-0.024447031431897526,-0.029103608847497076,-0.0038804811796662175
BID,2022-01-19,0.5,1.0,pos,0.06858784744334459,0.08464939987365772,0.07454200884396722,0.1020214782059381,0.10865445356917247
BID,2022-02-24,0.6666666666666666,1.0,pos,-0.0012364760432765909,-0.02040185471406497,-0.011437403400309187,-0.04049459041731074,-0.08191653786707886
BID,2022-03-10,0.0,1.0,neu,0.021885521885522063,0.008417508417508435,0.02794612794612794,0.062289562289562284,0.05252525252525264
BID,2022-09-05,0.5,1.0,pos,0.013961605584642323,-0.04293193717277477,-0.0708551483420593,-0.06596858638743441,-0.13438045375218144
BID,2022-12-08,0.0,1.0,neu,0.004948745139625288,-0.02332979851537642,-0.007776599505125437,0.0,0.0
BID,2022-12-12,0.0,1.0,neu,0.015924719507781404,0.018458197611292082,0.023887079261672106,0.018458197611292082,0.018458197611292082
BID,2023-04-13,0.5,1.0,pos,-0.01104294478527601,0.0012269938650306678,-0.0076687116564416735,-0.0076687116564416735,-0.02331288343558291
BID,2023-04-28,0.0,1.0,neu,0.005705229793977695,-0.0012678288431061668,0.02757527733755949,0.03454833597464346,0.029793977812995198
BID,2023-06-01,0.0,1.0,neu,0.01821608040201017,0.01821608040201017,0.02041457286432169,-0.004711055276381826,-0.0012562814070351536
BID,2023-06-29,0.0,1.0,neu,-0.0257204834211342,0.0,-0.011155872327239025,-0.012085528354508934,0.054229934924078016
BID,2023-08-17,0.0,1.0,neu,-0.061475409836065364,-0.03190866510538626,-0.02751756440281028,-0.02751756440281028,-0.0032201405152224583
BID,2023-12-05,0.6666666666666666,1.0,pos,0.008639308855291628,0.023758099352051865,0.05677260104905901,0.05677260104905901,0.038876889848812324
BID,2024-05-21,0.0,1.0,neu,-0.004159530217763496,-0.010031808172253354,-0.016148764374847024,-0.018106190359676866,-0.04820161487643748
BID,2024-06-12,0.0,1.0,neu,0.009450830140485422,-0.008429118773946365,-0.02937420178799488,-0.03754789272030645,-0.07100893997445723
BID,2024-08-21,0.0,1.0,neu,-0.006044487427466105,-0.0021760154738876825,-0.007978723404255317,-0.019825918762088945,-0.025870406189555162
BID,2024-09-13,0.0,1.0,neu,-0.00913937547600907,0.010408733181010321,0.017771007870017952,0.017771007870017952,0.03960396039603964
BID,2024-09-25,0.0,1.0,neu,0.0,0.0019574259848300635,-0.00611695620259356,-0.004159530217763496,-0.011010521164668385
BID,2024-09-27,0.0,1.0,neu,-0.008058608058608141,-0.008058608058608141,-0.006105006105006083,-0.018070818070818118,-0.01391941391941387
BID,2024-11-14,0.0,1.0,neu,-0.017746706103791254,-0.023124495832212988,-0.01989782199515988,-0.0034955633234738936,0.013175584834633103
BID,2024-11-22,0.0,1.0,neu,-0.003212851405622663,0.012048192771084265,0.01419009370816604,0.023025435073627865,0.019812583668005423
BID,2024-12-02,0.6666666666666666,1.0,pos,-0.0094736842105263,-0.02894736842105272,-0.010526315789473606,0.004473684210526407,0.0055263157894736015
BID,2025-08-04,0.5,1.0,pos,0.018336433696518606,0.03826733988838682,0.06324740898219483,0.056603773584905426,0.07228275312250854
BID,2025-08-12,0.6666666666666666,1.0,pos,-0.003411306042884976,0.015838206627680318,-0.011939571150097472,-0.015594541910331383,0.007309941520468044
BID,2025-08-29,0.0,1.0,neu,0.015101462954223654,0.012741859367626285,-0.0210004719207173,-0.05143935818782441,-0.01864086833411982
BID,2025-11-03,0.0,1.0,neu,0.02156334231805923,0.0417789757412399,0.037735849056603765,0.008086253369272267,0.035040431266846195
BID,2025-11-25,0.6666666666666666,1.0,pos,0.009459459459459474,0.014864864864864824,0.002702702702702675,-0.004054054054054013,0.012162162162162149
BID,2025-12-05,0.6666666666666666,1.0,pos,-0.007936507936507908,-0.009259259259259078,-0.002645502645502451,-0.021164021164021052,-0.002645502645502451
BID,2026-01-07,0.6666666666666666,1.0,pos,0.0512820512820511,0.09127016201782547,0.1214822794254802,0.1355080412065514,0.24279989446529096
BID,2026-01-23,0.0,1.0,neu,0.03346456692913402,0.03543307086614189,0.021653543307086576,0.06102362204724421,0.011811023622047223
BID,2026-02-09,0.0,1.0,neu,-0.06875064897881272,-0.04150197628458496,-0.06027667984189733,-0.029644268774703608,-0.10671936758893275
BID,2026-03-11,0.6666666666666666,1.0,pos,-0.022781774580335812,-0.02517985611510798,-0.033573141486810676,-0.009592326139088891,-0.052757793764988126
BID,2026-03-19,0.6666666666666666,2.0,pos,-0.022140221402213944,-0.05412054120541199,-0.038130381303812966,-0.043050430504305015,-0.02337023370233693
BID,2026-04-01,0.6666666666666666,1.0,pos,-0.013664596273291862,-0.029813664596273326,-0.022360248447204967,0.029813664596273437,0.001242236024844745
BID,2026-04-14,0.6666666666666666,1.0,pos,-0.0024752475247524774,-0.004950495049504844,-0.0024752475247524774,0.0,-0.007425742574257321
BID,2026-04-24,0.0,1.0,neu,-0.014723926380368124,-0.015950920245398792,0.0024539877300613355,0.0036809815950920033,0.0503067484662576
BID,2026-06-03,0.0,1.0,neu,0.017899761336515496,0.0023866348448686736,-0.021479713603818618,,
BVH,2011-05-13,0.0,1.0,neu,-0.005639097744360999,-0.005639097744360999,-0.055294486215538896,-0.125558085617289,-0.15920000000000004
BVH,2013-09-19,0.0,1.0,neu,-0.00851851851851848,0.0,0.022222222222222365,0.033333333333333215,0.08925925925925937
BVH,2015-01-29,0.0,1.0,neu,-0.014609203798392922,-0.025931336742147426,-0.014609203798392922,0.05113221329437545,0.12856099342585825
BVH,2021-02-19,0.0,1.0,neu,-0.0063873755401089305,-0.016156302836746184,-0.029118917903437902,-0.038887845200075155,-0.040578621078339205
BVH,2022-06-29,0.6666666666666666,1.0,pos,-0.04536039768019884,-0.03438276719138367,-0.023612261806130963,-0.03624689312344653,0.05468102734051361
BVH,2022-11-07,0.5,1.0,pos,0.038900535755881815,0.04914977870952719,-0.005124621476822688,-0.02655485674353597,-0.024691358024691357
BVH,2022-12-07,0.0,1.0,neu,0.004202610042026045,-0.008405220084052312,0.004202610042026045,0.030081840300818286,-0.006193320061933183
BVH,2023-05-31,0.0,1.0,neu,0.0034381139489194634,0.013752455795677854,0.02283889980353626,0.026277013752455725,0.025294695481336005
BVH,2023-06-02,0.6666666666666666,1.0,pos,0.008963178294573604,0.019137596899224896,0.012354651162790553,-0.006782945736434121,-0.001211240310077577
BVH,2025-02-14,0.5,1.0,pos,-0.014799550393405747,0.053203446983889124,0.0385912326714124,0.06612963656800286,0.040464593480704414
