ticker,date,sentiment_1d,title,rating,is_earnings,is_event
ACB,2021-10-22,0.0,"ACB: Khuyến nghị NẮM GIỮ với giá mục tiêu 37,000 đồng/cp",NEU,False,False
ACB,2021-10-28,0.5,"ACB: Khuyến nghị TÍCH CỰC với giá mục tiêu 41,940 đồng/cp",POS,False,False
ACB,2021-12-17,0.6666666666666666,"ACB : Khuyến nghị MUA với giá mục tiêu 39,850 đồng/cp",POS,False,False
ACB,2022-01-27,0.0,"ACB : Khuyến nghị OUTPERFORM với giá mục tiêu 41,914 đồng/cp",POS,False,False
ACB,2022-04-07,0.6666666666666666,"ACB: Khuyến nghị MUA với giá mục tiêu 39,850 đồng/ cổ phiếu",POS,False,False
ACB,2022-05-11,0.6666666666666666,"ACB: Khuyến nghị MUA với giá mục tiêu 40,700 VND/cổ phiếu",POS,False,False
ACB,2022-06-09,0.5,"ACB: Khuyến nghị Khả quan với giá mục tiêu 41,700 đồng/cổ phiếu.",POS,False,False
ACB,2022-07-29,0.6666666666666666,ACB: Khuyến nghị MUA với giá mục tiêu 31.800 đồng/cổ phiếu,POS,False,False
ACB,2022-10-27,0.6666666666666666,"ACB: Khuyến nghị MUA với giá mục tiêu 31,880 đồng/cổ phiếu",POS,False,False
ACB,2022-11-04,0.0,"ACB: Khuyến nghị với giá mục tiêu 33,500 đồng/cổ phiếu",,False,False
ACB,2022-11-21,0.6666666666666666,"ACB: Khuyến nghị MUA với giá mục tiêu 27,800 đồng/cổ phiếu | ACB: Khuyến nghị MUA với giá mục tiêu 28,000 đồng/cổ phiếu",POS,False,False
ACB,2022-11-23,0.6666666666666666,"ACB: Khuyến nghị MUA với giá mục tiêu 26,300 đồng/cổ phiếu",POS,False,False
ACB,2023-01-11,0.6666666666666666,"ACB: Khuyến nghị MUA với giá mục tiêu 27,958 đồng/cổ phiếu.",POS,False,False
ACB,2023-04-13,0.0,ACB: Báo cáo cập nhật ĐHCĐ 2023,,False,False
ACB,2023-06-02,0.6666666666666666,"ACB: Khuyến nghị MUA với giá mục tiêu 25,300 đồng/cổ phiếu",POS,False,False
ACB,2023-06-15,0.6666666666666666,"ACB: Khuyến nghị MUA với giá mục tiêu 27,300 đồng/cổ phiếu",POS,False,False
ACB,2023-06-28,0.6666666666666666,"ACB: Khuyến nghị MUA với giá mục tiêu 25,400 đồng/cổ phiếu",POS,False,False
ACB,2023-08-07,0.0,"ACB: Khuyến nghị OUTPERFORM với giá mục tiêu 31,800 đồng/cổ phiếu",POS,False,False
ACB,2023-09-06,0.6666666666666666,"ACB: Khuyến nghị MUA với giá mục tiêu 25,630 đồng/cổ phiếu",POS,False,False
ACB,2023-09-14,0.0,ACB: Chờ đợi một cú hích,,False,False
ACB,2023-09-18,0.5,"ACB: Khuyến nghị TĂNG TỶ TRỌNG với giá mục tiêu 26,000 đồng/cổ phiếu",,False,False
ACB,2023-09-26,0.6666666666666666,"ACB: Khuyến nghị MUA với giá mục tiêu 30,100 đồng/cổ phiếu",POS,False,False
ACB,2023-10-25,0.6666666666666666,"ACB: Khuyến nghị MUA với giá mục tiêu 29,000 đồng/cổ phiếu | ACB: Khuyến nghị MUA với giá mục tiêu 31,800 đồng/cổ phiếu",POS,False,False
ACB,2023-11-08,0.0,"ACB: Khuyến nghị OUTPERFORM với giá mục tiêu 31,800 đồng/cổ phiếu",POS,False,False
ACB,2023-11-15,0.6666666666666666,"ACB: Khuyến nghị MUA với giá mục tiêu 25,300 đồng/cổ phiếu",POS,False,False
ACB,2023-11-28,0.6666666666666666,"ACB: Khuyến nghị MUA với giá mục tiêu 30,000 đồng/cổ phiếu",POS,False,False
ACB,2024-01-30,0.3333333333333333,"ACB: Khuyến nghị MUA với giá mục tiêu 33,000 đồng/cổ phiếu. | ACB: Cập nhật cuộc họp với các chuyên viên phân tích",POS,False,False
ACB,2024-01-31,0.25,"ACB: Khuyến nghị TĂNG TỶ TRỌNG với giá mục tiêu 29,200 đồng/cổ phiếu. | ACB: Khuyến nghị với giá mục tiêu 28,300 đồng/cổ phiếu.",,False,False
ACB,2024-02-20,0.3333333333333333,"ACB: Khuyến nghị MUA với giá mục tiêu 31,600 đồng/cổ phiếu. | ACB: Khuyến nghị với giá mục tiêu 31,900 đồng/cổ phiếu.",POS,False,False
ACB,2024-03-06,0.6666666666666666,"ACB: Khuyến nghị MUA với giá mục tiêu 33,400 đồng/cổ phiếu",POS,False,False
ACB,2024-04-04,0.0,ACB: Cập nhật Đại hội cổ đông thường niên 2024,,False,False
ACB,2024-06-06,0.0,"ACB: Khuyến nghị TÍCH LŨY với giá mục tiêu 31,600 đồng/cổ phiếu",,False,False
ACB,2024-06-13,0.6666666666666666,"ACB: Khuyến nghị MUA với giá mục tiêu 30,200 đồng/cổ phiếu",POS,False,False
ACB,2024-09-04,0.6666666666666666,"ACB: Khuyến nghị MUA với giá mục tiêu 31,200 đồng/cổ phiếu",POS,False,False
ACB,2024-09-13,0.6666666666666666,"ACB: Khuyến nghị MUA với giá mục tiêu 30,900 đồng/cổ phiếu",POS,False,False
ACB,2024-10-25,0.0,ACB: Cập nhật KQKD 3Q2024 với chuyên viên phân tích,,True,False
ACB,2024-10-29,0.0,"ACB: Khuyến nghị OUTPERFORM với giá mục tiêu 29,471 đồng/cổ phiếu",POS,False,False
ACB,2024-11-20,0.6666666666666666,"ACB: Khuyến nghị MUA với giá mục tiêu 31,100 đồng/cổ phiếu",POS,False,False
ACB,2024-12-06,0.6666666666666666,"ACB: Khuyến nghị MUA với giá mục tiêu 37,400 đồng/cổ phiếu",POS,False,False
ACB,2025-03-13,0.6666666666666666,"ACB: Khuyến nghị MUA với giá mục tiêu 35,400 đồng/cổ phiếu",POS,False,False
ACB,2025-04-18,0.5,"ACB: Khuyến nghị KHẢ QUAN với giá mục tiêu 27,500 đồng/cổ phiếu.",POS,False,False
ACB,2025-05-26,0.0,"ACB: Khuyến nghị OUTPERFORM với giá mục tiêu 26,200 đồng/cổ phiếu",POS,False,False
ACB,2025-08-20,0.0,ACB: Báo cáo cập nhật KQKD Q2/2025,,True,False
ACB,2025-09-04,0.6666666666666666,"ACB: Khuyến nghị MUA với giá mục tiêu 32,500 đồng/cổ phiếu",POS,False,False
ACB,2025-09-16,0.6666666666666666,"ACB: Khuyến nghị MUA với giá mục tiêu 34,000 đồng/cổ phiếu",POS,False,False
ACB,2025-10-01,0.0,"ACB: Khuyến nghị OUTPERFORM với giá mục tiêu 31,300 đồng/cổ phiếu",POS,False,False
ACB,2025-10-03,0.5,"ACB: Khuyến nghị KHẢ QUAN với giá mục tiêu 31,300 đồng/cổ phiếu",POS,False,False
ACB,2025-10-24,0.0,ACB: Báo cáo cập nhật KQKD Q3/2025,,True,False
ACB,2025-10-29,0.5,"ACB: Khuyến nghị KHẢ QUAN với giá mục tiêu 33,400 đồng/cổ phiếu",POS,False,False
ACB,2025-10-31,0.0,"ACB: Khuyến nghị NẮM GIỮ với giá mục tiêu 28,400 đồng/cổ phiếu",NEU,False,False
ACB,2025-12-11,0.6666666666666666,"ACB: Khuyến nghị MUA với giá mục tiêu 32,600 đồng/cổ phiếu",POS,False,False
ACB,2025-12-23,0.0,ACB: Báo cáo cập nhật KQKD Q3/2025,,True,False
ACB,2026-01-06,0.0,ACB: Báo cáo Phân tích kỹ thuật,,False,False
ACB,2026-01-29,0.0,ACB: Báo cáo cập nhật KQKD Q4/2025,,True,False
ACB,2026-01-30,0.25,"ACB: Khuyến nghị KHẢ QUAN với giá mục tiêu 30,500 đồng/cổ phiếu | ACB: Khuyến nghị NẮM GIỮ với giá mục tiêu 27,100 đồng/cổ phiếu",POS,False,False
ACB,2026-02-24,0.0,"ACB: Khuyến nghị OUTPERFORM với giá mục tiêu 28,700 đồng/cổ phiếu",POS,False,False
ACB,2026-03-19,0.6666666666666666,"ACB: Khuyến nghị MUA với giá mục tiêu 29,500 đồng/cổ phiếu",POS,False,False
ACB,2026-04-10,0.3888888888888888,"ACB: Khuyến nghị MUA với giá mục tiêu 31,640 đồng/cổ phiếu | ACB: Báo cáo cập nhật ĐHCĐ 2026 | ACB: Khuyến nghị KHẢ QUAN với giá mục tiêu 31,300 đồng/cổ phiếu",POS,False,False
ACB,2026-04-13,0.6666666666666666,"ACB: Khuyến nghị MUA với giá mục tiêu 30,900 đồng/cổ phiếu",POS,False,False
ACB,2026-04-17,0.6666666666666666,"ACB: Khuyến nghị MUA với giá mục tiêu 33,000 đồng/cổ phiếu",POS,False,False
ACB,2026-05-05,0.0,ACB: Báo cáo cập nhật KQKD Q1/2026,,True,False
ACB,2026-05-12,0.5,"ACB: Khuyến nghị KHẢ QUAN với giá mục tiêu 27,500 đồng/cổ phiếu",POS,False,False
ACB,2026-05-26,0.0,ACB: Báo cáo Phân tích Kỹ thuật 26/05/2026,,False,False
ACB,2026-06-01,0.6666666666666666,"ACB: Khuyến nghị MUA với giá mục tiêu 30,600 đồng/cổ phiếu",POS,False,False
ACB,2026-06-02,0.0,ACB: Báo cáo Phân tích Kỹ thuật 02/06/2026,,False,False
ACB,2026-06-04,0.6666666666666666,"ACB: Khuyến nghị MUA với giá mục tiêu 31,800 đồng/cổ phiếu",POS,False,False
ACB,2026-06-05,0.0,"ACB: Khuyến nghị TRUNG LẬP với giá mục tiêu 29,500 đồng/cổ phiếu",NEU,False,False
BCM,2020-03-12,0.0,Báo cáo thăm doanh nghiệp BCM,,False,False
BCM,2020-12-24,0.0,BCM: Dòng tiền ngắn hạn cải thiện,,False,False
BCM,2021-10-29,0.6666666666666666,"BCM: Khuyến nghị MUA với giá mục tiêu 70,800 đồng/cp",POS,False,False
BCM,2021-12-15,0.6666666666666666,"BCM : Khuyến nghị MUA với giá mục tiêu 1 năm 66,400 đồng/cp",POS,False,False
BCM,2022-09-15,0.0,"BCM: Khuyến nghị TRUNG LẬP với giá mục tiêu 98,300 đồng/cổ phiếu",NEU,False,False
BCM,2022-12-01,0.5,"BCM: Khyến nghị KHẢ QUAN với giá mục tiêu 88,700 đồng/cổ phiếu",POS,False,False
BCM,2022-12-23,0.0,Bản tin ETF VN30 nửa đầu 2023: BCM thay thế KDH,,False,False
BCM,2023-08-16,0.0,"BCM: Khuyến nghị NẮM GIỮ với giá mục tiêu 78,000 đồng/cổ phiếu. | BCM: Khuyến nghị NẮM GIỮ với giá mục tiêu 78,000 đồng/cổ phiếu",NEU,False,False
BCM,2023-09-13,0.75,BCM: VSIP là động lực thúc đẩy tăng trưởng lợi nhuận - MIRAE,,False,False
BCM,2023-10-04,0.5,"BCM: Khuyến nghị KHẢ QUAN với giá mục tiêu 78,813 đồng/cổ phiếu",POS,False,False
BCM,2024-03-25,0.5,"BCM: Khuyến nghị KHẢ QUAN với giá mục tiêu 78,000 đồng/cổ phiếu",POS,False,False
BCM,2024-06-28,0.5,"BCM: Khuyến nghị KHẢ QUAN với giá mục tiêu 84,700 đồng/cổ phiếu",POS,False,False
BCM,2024-08-08,0.5,"BCM: Khuyến nghị KHẢ QUAN với giá mục tiêu 82,500 đồng/cổ phiếu",POS,False,False
BCM,2024-10-04,0.5,"BCM,: Khuyến nghị KHẢ QUAN với giá mục tiêu 84,700 đồng/cổ phiếu",POS,False,False
BCM,2024-10-25,0.5,"BCM: Khuyến nghị KHẢ QUAN với giá mục tiêu 74,900 đồng/cổ phiếu",POS,False,False
BCM,2024-11-26,0.0,BCM: Báo cáo cập nhật ngắn KQKD Q3.2024,,True,False
BCM,2025-02-07,-0.5,BCM: Cập nhật về phê duyệt chào bán công khai của Ủy ban chứng khoán Nhà nước và công bố giá khởi đi,,False,False
BCM,2025-04-22,0.5,"BCM: Khuyến nghị KHẢ QUAN với giá mục tiêu 72,500 đồng/cổ phiếu.",POS,False,False
BCM,2025-08-04,0.5,"BCM: Khuyến nghị KHẢ QUAN với giá mục tiêu 89,900 đồng/cổ phiếu",POS,False,False
BCM,2025-08-11,0.0,"BCM: Khuyến nghị NẮM GIỮ với giá mục tiêu 80,000 đồng/cổ phiếu",NEU,False,False
BCM,2025-10-14,0.5,"BCM: Khuyến nghị TĂNG TỶ TRỌNG với giá mục tiêu 74,500 đồng/cổ phiếu",,False,False
BCM,2025-10-31,0.0,BCM: Báo cáo cập nhật KQKD Q3/2025,,True,False
BCM,2025-11-25,0.0,"BCM: Khuyến nghị TRUNG LẬP với giá mục tiêu 73,643 đồng/cổ phiếu",NEU,False,False
BCM,2025-12-15,0.0,BCM: Báo cáo cập nhật KQKD Q3/2025,,True,False
BCM,2026-02-02,0.0,BCM: Báo cáo cập nhật KQKD Q4/2025,,True,False
BCM,2026-03-12,0.0,"BCM: Khuyến nghị OUTPERFORM với giá mục tiêu 74,530 đồng/cổ phiếu",POS,False,False
BCM,2026-03-25,0.5,"BCM: Khuyến nghị KHẢ QUAN với giá mục tiêu 72,600 đồng/cổ phiếu",POS,False,False
BCM,2026-05-21,0.6666666666666666,"BCM: Khuyến nghị MUA với giá mục tiêu 83,000 đồng/cổ phiếu",POS,False,False
BID,2015-01-30,0.0,BID: Báo cáo cập nhật - Kế hoạch kinh doanh năm 2015 đầy tham vọng,,False,False
BID,2015-02-13,-0.5,BID: Báo cáo cập nhật - Việc định giá các cổ phần bán cho nhà đầu tư nước ngoài sẽ không ảnh hưởng đ,,False,False
BID,2015-03-16,0.0,BID : Báo cáo cập nhật - Khuyến nghị Phù Hợp Thị Trường,NEU,False,False
BID,2015-09-18,0.0,BID : Một loạt chuỗi sự kiện khiến nhà đầu tư do dự,,False,False
BID,2019-03-01,0.0,BID : Cập nhật kết quả kinh doanh năm 2018 - Khuyến nghị Tích lũy,,True,False
BID,2019-05-06,0.0,BID : Báo cáo lần đầu - Khuyến nghị Nắm giữ,NEU,False,False
BID,2019-06-07,0.5,BID : Báo cáo cập nhật - Khuyến nghị Tăng tỷ trọng,,False,False
BID,2019-08-08,0.0,BID : Báo cáo cập nhật - Khuyến nghị Trung lập,NEU,False,False
BID,2019-10-23,0.0,Báo cáo cập nhật BID - Khuyến nghị Giữ,NEU,False,False
BID,2020-03-12,0.0,Báo cáo cập nhật BID - NẮM GIỮ,NEU,False,False
BID,2020-11-16,0.0,Báo cáo cập nhật cổ phiếu BID,,False,False
BID,2021-03-22,0.0,Báo cáo cập nhật BID - Nắm giữ,NEU,False,False
BID,2021-05-21,0.6666666666666666,"BID: Quý 1/2021, Lợi nhuận sau thuế tăng 88.4% YoY",,True,False
BID,2021-09-30,0.6666666666666666,"BID: Khuyến nghị MUA với giá mục tiêu 49,057 đồng/cp",POS,False,False
BID,2021-11-25,0.0,"BID : Khuyến nghị THEO DÕI với giá mục tiêu 51,200 đồng/cp",,False,False
BID,2021-12-16,0.0,"BID : Khuyến nghị NẮM GIỮ với giá mục tiêu 51,600 đồng/cp",NEU,False,False
BID,2022-01-19,0.5,"BID : Khuyến nghị Tăng Tỷ Trọng với giá mục tiêu 49,000 đồng/cp",,False,False
BID,2022-02-24,0.6666666666666666,"BID: Khuyến nghị MUA với giá mục tiêu 55,000 đồng/ cổ phiếu",POS,False,False
BID,2022-03-10,0.0,"BID: Khuyến nghị TRUNG LẬP với giá mục tiêu 42,300 đồng/ cổ phiếu",NEU,False,False
BID,2022-09-05,0.5,"BID: Khuyến nghị TĂNG TỶ TRỌNG với giá mục tiêu 46,000 đồng/cổ phiếu.",,False,False
BID,2022-12-08,0.0,"BID: Khuyến nghị GIỮ với giá mục tiêu 40,900 đồng/cổ phiếu",NEU,False,False
BID,2022-12-12,0.0,"BID: Khuyến nghị NẮM GIỮ với giá mục tiêu 44,800 đồng/cổ phiếu",NEU,False,False
BID,2023-04-13,0.5,"BID: Khuyến nghị KHẢ QUAN với giá mục tiêu 49,850 đồng/cổ phiếu",POS,False,False
BID,2023-04-28,0.0,BID: Báo cáo cập nhật ĐHCĐ 2023,,False,False
BID,2023-06-01,0.0,"BID: Khuyến nghị NẮM GIỮ với giá mục tiêu 46,300 đồng/cp",NEU,False,False
BID,2023-06-29,0.0,"BID: Khuyến nghị NẮM GIỮ với giá mục tiêu 49,150 đồng/cổ phiếu",NEU,False,False
BID,2023-08-17,0.0,"BID: Khuyến nghị NẮM GIỮ với giá mục tiêu 46,200 đồng/cổ phiếu",NEU,False,False
BID,2023-12-05,0.6666666666666666,"BID: Khuyến nghị MUA với giá mục tiêu 47,900 đồng/cổ phiếu",POS,False,False
BID,2024-05-21,0.0,"BID: Khuyến nghị TRUNG LẬP với giá mục tiêu 53,800 đồng/cổ phiếu",NEU,False,False
BID,2024-06-12,0.0,"BID: Khuyến nghị TRUNG LẬP với giá mục tiêu 52,200 đồng/cổ phiếu",NEU,False,False
BID,2024-08-21,0.0,"BID: Khuyến nghị TRUNG LẬP với giá mục tiêu 52,600 đồng/cổ phiếu",NEU,False,False
BID,2024-09-13,0.0,"BID: Khuyến nghị TRUNG LẬP với giá mục tiêu 51,772 đồng/cổ phiếu",NEU,False,False
BID,2024-09-25,0.0,"BID: Khuyến nghị TRUNG LẬP với giá mục tiêu 53,500 đồng/cổ phiếu",NEU,False,False
BID,2024-09-27,0.0,"BID: Khuyến nghị Nắm Giữ với giá mục tiêu 54,200 đồng/cổ phiếu",NEU,False,False
BID,2024-11-14,0.0,"BID: Khuyến nghị THEO DÕI với giá mục tiêu 50,800 đồng/cổ phiếu",,False,False
BID,2024-11-22,0.0,"BID: Khuyến nghị TRUNG LẬP với giá mục tiêu 51,800 đồng/cổ phiếu",NEU,False,False
BID,2024-12-02,0.6666666666666666,"BID: Khuyến nghị MUA với giá mục tiêu 53,900 đồng/cổ phiếu",POS,False,False
BID,2025-08-04,0.5,"BID: Khuyến nghị KHẢ QUAN với giá mục tiêu 41,300 đồng/cổ phiếu",POS,False,False
BID,2025-08-12,0.6666666666666666,"BID: Khuyến nghị MUA với giá mục tiêu 48,000 đồng/cổ phiếu",POS,False,False
BID,2025-08-29,0.0,"BID: Khuyến nghị TRUNG LẬP với giá mục tiêu 48,000 đồng/cổ phiếu",NEU,False,False
BID,2025-11-03,0.0,BID: Báo cáo cập nhật KQKD Q3/2025,,True,False
BID,2025-11-25,0.6666666666666666,"BID: Khuyến nghị MUA với giá mục tiêu 46,100 đồng/cổ phiếu",POS,False,False
BID,2025-12-05,0.6666666666666666,"BID: Khuyến nghị MUA với giá mục tiêu 51,800 đồng/cổ phiếu",POS,False,False
BID,2026-01-07,0.6666666666666666,"BID: Khuyến nghị MUA với giá mục tiêu 43,088 đồng/cổ phiếu",POS,False,False
BID,2026-01-23,0.0,"BID: Khuyến nghị TRUNG LẬP với giá mục tiêu 50,100 đồng/cổ phiếu",NEU,False,False
BID,2026-02-09,0.0,"BID: Khuyến nghị NẮM GIỮ với giá mục tiêu 56,000 đồng/cổ phiếu",NEU,False,False
BID,2026-03-11,0.6666666666666666,"BID: Khuyến nghị MUA với giá mục tiêu 49,600 đồng/cổ phiếu",POS,False,False
BID,2026-03-19,0.6666666666666666,"BID: Khuyến nghị MUA với giá mục tiêu 47,720 đồng/cổ phiếu | BID: Khuyến nghị MUA với giá mục tiêu 47,720 đồng/cổ phiếu",POS,False,False
BID,2026-04-01,0.6666666666666666,"BID: Khuyến nghị MUA với giá mục tiêu 48,800 đồng/cổ phiếu",POS,False,False
BID,2026-04-14,0.6666666666666666,"BID: Khuyến nghị MUA với giá mục tiêu 50,000 đồng/cổ phiếu",POS,False,False
BID,2026-04-24,0.0,BID: Báo cáo cập nhật ĐHCĐ 2026,,False,False
BID,2026-06-03,0.0,"BID: Khuyến nghị THEO DÕI với giá mục tiêu 46,900 đồng/cổ phiếu",,False,False
BVH,2011-05-13,0.0,BVH: Báo cáo phân tích cổ phiếu 13/05/2011,,False,False
BVH,2013-09-19,0.0,BVH: Báo cáo phân tích công ty,,False,False
BVH,2015-01-29,0.0,BVH: Báo cáo phân tích doanh nghiệp,,False,False
BVH,2021-02-19,0.0,BVH – Tin vắn – Hoạt động tài chính ấn tượng trong năm 2020,,False,False
BVH,2022-06-29,0.6666666666666666,"BVH: Khuyến nghị MUA với giá mục tiêu 65,800 đồng/cổ phiếu.",POS,False,False
BVH,2022-11-07,0.5,"BVH: Khuyến nghị KHẢ QUAN với giá mục tiêu 76,000 đồng/cổ phiếu",POS,False,False
BVH,2022-12-07,0.0,BVH: Cập nhật Kết quả kinh doanh,,True,False
BVH,2023-05-31,0.0,"BVH: Khuyến nghị TRUNG LẬP với giá mục tiêu 46,159 đồng/cổ phiếu.",NEU,False,False
BVH,2023-06-02,0.6666666666666666,"BVH: Khuyến nghị MUA với giá mục tiêu 48,400 đồng/cổ phiếu",POS,False,False
BVH,2025-02-14,0.5,"BVH: Khuyến nghị Tăng tỷ trọng với giá mục tiêu 62,100 đồng/cổ phiếu",,False,False
CTG,2011-03-21,0.0,CTG: Báo cáo phân tích cổ phiếu 21/03/2011,,False,False
CTG,2011-06-08,0.0,CTG: Báo cáo phân tích cổ phiếu 08/06/2011,,False,False
CTG,2011-09-20,0.0,CTG: Báo cáo phân tích cổ phiếu 20/09/2011,,False,False
CTG,2011-12-02,0.0,CTG: Cập nhật báo cáo Qúy 3/2011,,False,False
CTG,2012-09-10,0.0,"CTG: Báo cáo lần đầu - Định giá cao, nợ xấu ảnh hưởng lợi nhuận",,False,False
CTG,2014-12-10,-0.5,Vietnam Today 10/12/2014 - Thị trường phục hồi với thanh khoản khiêm tốn - CTG đã bán hơn 6.000 tỷ đ,NEG,False,False
CTG,2015-04-02,0.0,CTG : Báo cáo cập nhật - Khuyến nghị PHÙ HỢP THỊ TRƯỜNG,NEU,False,False
CTG,2015-09-03,0.0,CTG : Báo cáo cập nhật - NẮM GIỮ,NEU,False,False
CTG,2017-03-03,0.0,CTG : Báo cáo cập nhật - Khuyến nghị OUTPERFORM,POS,False,False
CTG,2018-06-01,0.5,CTG : Báo cáo lần đầu - Khuyến nghị Khả quan,POS,False,False
CTG,2018-07-18,0.0,CTG : Báo cáo cập nhật - Khuyến nghị Nắm giữ,NEU,False,False
CTG,2019-06-14,0.0,CTG : Báo cáo cập nhật - Khuyến nghị Trung lập,NEU,False,False
CTG,2020-04-01,0.5,Báo cáo cập nhật CTG - MUA,POS,False,False
CTG,2020-04-03,0.0,Báo cáo phân tích cổ phiếu CTG,,False,False
CTG,2021-02-26,0.5,Khuyến nghị tích cực cho CTG với giá mục tiêu 50.800 đồng/CP,POS,False,False
CTG,2021-03-17,0.0,CTG: Cập nhật Analyst meeting Ngân hàng VietinBank,,False,False
CTG,2021-03-29,0.0,"CTG: Báo cáo cập nhật - Giá trị hợp lý 44,700 đ/cp",,False,False
CTG,2021-08-05,0.6666666666666666,"CTG: Khuyến nghị MUA với giá mục tiêu 39,200 đồng/cp",POS,False,False
CTG,2021-08-19,0.5,"CTG: Khuyến nghị KHẢ QUAN với giá mục tiêu 42,000 đồng/cp",POS,False,False
CTG,2021-10-28,0.6666666666666666,"CTG: Khuyến nghị MUA với giá mục tiêu 41,850 đồng/cp",POS,False,False
