date,ticker,num_articles,avg_sentiment_score,avg_positive_score,avg_negative_score,avg_neutral_score,sentiment_std,min_sentiment,max_sentiment
2026-06-15,TCB,3,-0.1536102332174778,0.25808266053597134,0.4116929033771157,0.33022443018853664,0.6909269228018775,-0.9140604734420776,0.43558040261268616
2026-06-16,TCB,4,-0.5035335263237357,0.11729693738743663,0.6208304585888982,0.26187260937877,0.4484242351404222,-0.9292646646499634,0.010147158056497574
2026-06-17,TCB,3,-0.590089668209354,0.032578337316711746,0.6226680005590121,0.3447536913057168,0.4996748032307401,-0.9291639924049377,-0.016267506405711174
2026-06-18,TCB,4,-0.2733566155657172,0.11614761175587773,0.3895042340736836,0.4943481804803014,0.43386193614226715,-0.9140604734420776,0.017649371176958084
2026-06-19,TCB,5,-0.7123890694230794,0.035344042256474494,0.747733111679554,0.21692286618053913,0.39117349767760895,-0.9279146790504456,-0.016267506405711174
2026-06-22,TCB,4,-0.5192546090111136,0.11109020933508873,0.6303448202088475,0.2585649483371526,0.4620894812122422,-0.9332243204116821,0.010147158056497574
2026-06-23,TCB,3,-0.31190477187434834,0.02790527604520321,0.33981005816409987,0.6322846300899982,0.5222590505861952,-0.9140604734420776,0.017649371176958084
2026-06-24,TCB,4,-0.17006152076646686,0.28907162928953767,0.4591331463307142,0.25179522729013115,0.6101228972028832,-0.9170392751693726,0.5503156781196594
2026-06-25,TCB,5,-0.29527397714555265,0.15811331421136857,0.453387301415205,0.38849939201027156,0.5903813374380165,-0.9211366772651672,0.38058406114578247
2026-06-26,TCB,5,-0.35394821912050245,0.033947580680251124,0.3878957977518439,0.5781566429883241,0.48340774731630815,-0.9279146790504456,0.017649371176958084
2026-06-29,TCB,3,-0.4265557328859965,0.12707406530777612,0.5536297969520092,0.31929611119752127,0.4608515166501677,-0.9331278800964355,-0.0321221649646759
2026-06-30,TCB,5,-0.0750112622976303,0.16468734070658683,0.2396985985338688,0.5956140818074346,0.45756350678803986,-0.8158289790153503,0.4468180537223816
