date,ticker,num_articles,avg_sentiment_score,avg_positive_score,avg_negative_score,avg_neutral_score,sentiment_std,min_sentiment,max_sentiment
2026-06-15,BID,4,-0.049195751547813416,0.23056668508797884,0.27976243128068745,0.4896708941087127,0.663966934862169,-0.9101370573043823,0.7094876766204834
2026-06-16,BID,4,-0.19457463338039815,0.03993091685697436,0.2345055560581386,0.7255635356996208,0.4001078591679948,-0.7943752408027649,0.017862074077129364
2026-06-17,BID,4,-0.2151236138306558,0.14476670464500785,0.3598903198726475,0.49534297082573175,0.47189015645908905,-0.9213709235191345,0.062239885330200195
2026-06-18,BID,5,-0.5344181679189205,0.03729973323643208,0.5717179026454687,0.3909823650494218,0.4747876049775453,-0.9216410517692566,0.0004903413355350494
2026-06-19,BID,4,-0.42798352148383856,0.1591127491556108,0.5870962743647397,0.2537909832317382,0.4970300663248712,-0.9179474115371704,0.008461389690637589
2026-06-22,BID,5,-0.6673819169402122,0.05537052527070045,0.7227524586021901,0.22187701780349017,0.3781231518048232,-0.9288731813430786,-0.0139956995844841
2026-06-23,BID,3,-0.6188216979304949,0.02138513574997584,0.6402068249881268,0.33840798524518806,0.5237948156886719,-0.9216125011444092,-0.0139956995844841
2026-06-24,BID,4,-0.055063371546566486,0.2273075096309185,0.2823708853684366,0.49032159917987883,0.6676912669356336,-0.9216823577880859,0.7069631814956665
2026-06-25,BID,5,-0.3358455577865243,0.03852644544094801,0.37437201123684644,0.5871015409007668,0.4760606252040961,-0.9159612655639648,0.017862074077129364
2026-06-26,BID,5,-0.5304498434066772,0.21848903819918633,0.7489388823509217,0.032572089601308106,0.43395134758989334,-0.9208568930625916,-0.03052392601966858
2026-06-29,BID,5,-0.20096715800464154,0.2944820158183575,0.4954491801559925,0.21006877021864057,0.65595359667479,-0.9288035035133362,0.7404495477676392
2026-06-30,BID,5,-0.14737547971308232,0.2211954638361931,0.3685709524899721,0.4102336000651121,0.6248641808856786,-0.7943752408027649,0.7554386854171753
