date,ticker,num_articles,avg_sentiment_score,avg_positive_score,avg_negative_score,avg_neutral_score,sentiment_std,min_sentiment,max_sentiment
2026-06-15,STB,3,-0.38090674951672554,0.13228647162516913,0.5131932174166044,0.35452034200231236,0.48197895049169576,-0.9172164797782898,0.016021613031625748
2026-06-16,STB,3,-0.6237853517134985,0.027672615523139637,0.6514579653739929,0.32086940730611485,0.5005610226245978,-0.9287562370300293,-0.04608713090419769
2026-06-17,STB,3,-0.2724539547537764,0.03328000660985708,0.3057339663306872,0.660986048479875,0.47459330611593753,-0.8202077746391296,0.016021613031625748
2026-06-18,STB,5,-0.7323969203978777,0.02831239104270935,0.7607093125581741,0.210978296212852,0.40725202182253806,-0.9334996342658997,-0.004299024119973183
2026-06-19,STB,5,-0.5276916177943349,0.03529558517038822,0.5629872024059296,0.4017171751707792,0.5022350811308668,-0.9287789463996887,0.031589776277542114
2026-06-22,STB,4,-0.6350249063689262,0.04825451713986695,0.6832794225774705,0.26846605888567865,0.42612375672319663,-0.8965126872062683,0.0017591072246432304
2026-06-23,STB,4,-0.45742507837712765,0.036749808583408594,0.49417488439939916,0.4690753063187003,0.5186157850998221,-0.9077839851379395,0.031589776277542114
2026-06-24,STB,3,-0.7112026413281759,0.1252330138037602,0.8364356557528178,0.03833130312462648,0.37530744121870213,-0.9332484602928162,-0.277879536151886
2026-06-25,STB,5,-0.4162079989910126,0.09937048107385635,0.5155784768983722,0.3850510441698134,0.43417495185910443,-0.927876353263855,0.031589776277542114
2026-06-26,STB,4,-0.012363451067358255,0.24593715136870742,0.25830060220323503,0.49576222291216254,0.6301504844387021,-0.8090599775314331,0.7323154211044312
2026-06-29,STB,3,-0.03131702852745851,0.31942559219896793,0.3507426306605339,0.32983175944536924,0.7932087867462482,-0.8376896381378174,0.748037576675415
2026-06-30,STB,3,-0.8814936280250549,0.050074562430381775,0.9315682053565979,0.018357216380536556,0.038554726717230224,-0.9102785587310791,-0.8376896381378174
