date,parkinson_variance,garman_klass_variance,rogers_satchell_variance,yang_zhang_n20,log_range,daily_return,har_daily,har_weekly,har_monthly,market_pk,volume_zscore_22,volume_zscore_20,dirty_flag,cleaning_applied,zero_range_flag,zero_volume_flag
2018-04-19,0.0033570599299714552,0.0024632944605620056,0.002042630915159948,,0.09647666299018601,,0.0033570599299714552,,,0.0010579900507989438,,,False,none,False,False
2018-04-20,0.0002557909214084647,0.00032777520418401023,0.0004872778563139636,,0.026630866000722384,0.0013956736389747558,0.0002557909214084647,,,0.0007656344025722974,,,False,none,False,False
2018-04-23,0.0019523319083037322,0.0015610219537097244,0.0013156153526193985,,0.07357318418440104,-0.05445471304092426,0.0019523319083037322,,,0.001758057273297789,,,False,none,False,False
2018-04-24,0.0021655977705415386,0.002899106012982095,0.00394901316722844,,0.07748749547837433,0.0,0.0021655977705415386,,,0.0011909588067844424,,,False,none,False,False
2018-04-26,0.000780538360165602,0.0006604620806052866,0.0005371259352977038,,0.04652001563489291,-0.035985891923444195,0.000780538360165602,0.0017022637780781586,,0.0017446408989727923,,,False,none,False,False
2018-04-27,0.00030214326771354496,0.0003969223366341386,0.000619606635170201,,0.02894337603948872,0.01665443490513731,0.00030214326771354496,0.0010912804456265767,,0.001339404403849435,,,False,none,False,False
2018-05-02,0.0005885147452439345,0.0002770911715209043,0.00012315382163814582,,0.04039442220821027,-0.013605652055778598,0.0005885147452439345,0.0011578252103936705,,0.0011499361883623234,,,False,none,False,False
2018-05-03,0.0002478803917505325,0.00034363518931595263,0.0006872703786319,,0.026215842130893015,0.0,0.0002478803917505325,0.0008169349070830305,,0.0014922716212548571,,,False,none,False,False
2018-05-04,0.0003635518808054429,0.00030713430992098653,0.00029127450461248044,,0.03174869831458027,0.0,0.0003635518808054429,0.00045652572913581135,,0.0005003685415293765,,,False,none,False,False
2018-05-07,0.0002740868492059077,0.00037199581679089194,0.0006347209750413761,,0.027566829832654592,0.007581537452397753,0.0002740868492059077,0.0003552354269438725,,0.00100741642250033,,,False,none,False,False
2018-05-08,0.0005850081329273625,0.00047080287739461934,0.0004268280586153639,,0.0402738991379399,0.0030165935394255057,0.0005850081329273625,0.000411808399986636,,0.0008909198536382314,,,False,none,False,False
2018-05-09,0.00010064878993559101,0.0001360136343824709,0.00022866544387119525,,0.016705020200002765,-0.0030165935394255677,0.00010064878993559101,0.0003142352089249673,,0.0005072439906903501,,,False,none,False,False
2018-05-10,0.00041198424329385615,0.00046267517940896355,0.0005759568901521053,,0.03379737958329071,-0.016755913728438997,0.00041198424329385615,0.00034705597923363204,,0.0011318380117401252,,,False,none,False,False
