date,parkinson_variance,garman_klass_variance,rogers_satchell_variance,yang_zhang_n20,log_range,daily_return,har_daily,har_weekly,har_monthly,market_pk,volume_zscore_22,volume_zscore_20,dirty_flag,cleaning_applied,zero_range_flag,zero_volume_flag
2009-11-06,0.00030650435184149775,0.00042490525461657527,0.0008498105092331463,,0.029151509553248706,,0.00030650435184149775,,,0.0005773847893624928,,,False,none,False,False
2009-11-09,0.0008145666745018023,0.0009666019492223039,0.0012833710648926602,,0.04752324036969764,-0.04966962453778906,0.0008145666745018023,,,0.0006119023775276469,,,False,none,False,False
2009-11-10,2.9081622849865587e-06,4.031568976898403e-06,8.063137953796805e-06,,0.002839566508077739,-0.05036869646248175,2.9081622849865587e-06,,,0.0007960669271465172,,,False,none,False,False
2009-11-11,0.0009033759478291249,0.0012316930015894903,0.0012448335815848032,,0.05004687767377406,-0.024467519442322817,0.0009033759478291249,,,0.0004262777201402892,,,False,none,False,False
2009-11-12,0.0006984897900735674,0.0009242592724661978,0.0014666742927315502,,0.044007100728832446,-0.051318856433026847,0.0006984897900735674,0.0005451689853061957,,0.00033455226487005314,,,False,none,False,False
2009-11-13,0.0021462418150099763,0.0006766219882936367,0.0,,0.07714042942255442,0.025739498201575676,0.0021462418150099763,0.0009131164779398914,,0.0004237791483396717,,,False,none,False,False
2009-11-16,0.0011088492175783723,0.0008258375965019149,0.0006950093186055548,,0.05544711746630478,0.04291248355989982,0.0011088492175783723,0.0009719729865552056,,0.00037524965045974875,,,False,none,False,False
2009-11-17,0.0009561872650201058,0.001175492443746511,0.0016362821433085735,,0.05148896995807982,0.007134394113874111,0.0009561872650201058,0.0011626288071022292,,0.0003498847427592753,,,False,none,False,False
2009-11-18,0.0009033759478291249,0.0011036044948196668,0.0015226426692275235,,0.05004687767377406,-0.019622548724569183,0.0009033759478291249,0.0011626288071022294,,0.0003641582247198218,,,False,none,False,False
2009-11-19,0.0009404822941848343,0.0013037853011615339,0.0021597072618917855,,0.05106437703843128,-0.0048449707177536236,0.0009404822941848343,0.0012110273079244827,,0.00036666546195923845,,,False,none,False,False
2009-11-20,0.0007704833766005419,0.0006453676647785857,0.0006072369125175636,,0.04621940632067756,-0.033081268883245835,0.0007704833766005419,0.0009358756202425959,,0.0003956062543307298,,,False,none,False,False
2009-11-23,0.0007083263157506719,0.0009721645965942491,0.0012640277820695955,,0.044315883774511,-0.005032723254610306,0.0007083263157506719,0.0008557710398770558,,0.000548115821098306,,,False,none,False,False
2009-11-24,0.0006600485586614577,0.0007462337830438941,0.0009358280327504135,,0.04277900407764749,-0.020903131720923056,0.0006600485586614577,0.0007965432986053262,,0.0005694277424611271,,,False,none,False,False
2009-11-25,0.0008694922121362904,0.00027411522097231923,0.0,,0.04909933096738079,-0.04909933096738077,0.0008694922121362904,0.0007897665514667593,,0.0007998824150290676,,,False,none,False,False
2009-11-26,4.177469253706446e-06,1.3169846625439916e-06,0.0,,0.003403293131707865,-0.048790164169431945,4.177469253706446e-06,0.0006025055864805337,,0.0005446333952315902,,,False,none,False,False
2009-11-27,0.003569723421697499,0.003955902340299419,0.0048539163762568,,0.0994855512148055,0.0,0.003569723421697499,0.001162353595499925,,0.0036262205627494624,,,False,none,False,False
2009-11-30,0.0019899564450421734,0.0026002893395440916,0.003675165555088167,,0.07427873718145925,0.020248160829947494,0.0019899564450421734,0.0014186796213582255,,0.000701428686860662,,,False,none,False,False
2009-12-01,0.0010708268095214282,0.0014046811692535477,0.0014505410152188913,,0.054488185284069776,0.014372828957758684,0.0010708268095214282,0.0015008352715302196,,0.0003976093373676268,,,False,none,False,False
2009-12-02,0.0010768070363793001,0.0014927715225468445,0.002689240177700865,,0.05464012303329568,-0.040319010902343806,0.0010768070363793001,0.0015422982363788214,,0.0016077573222349276,,,False,none,False,False
2009-12-03,0.0006366278814976548,0.0008689155792573974,0.001515473870979903,,0.04201317989040822,-0.04201317989040814,0.0006366278814976548,0.001668788318827611,,0.0007513132500029216,,-2.242858576670853,False,none,False,False
2009-12-04,1.1710155336933623e-05,1.6233722311429075e-05,3.2467444622857953e-05,0.002051005414591571,0.005698021114637796,0.04771120100504605,1.1710155336933623e-05,0.000957185665555498,,0.00032864092748844195,,0.1525947440506247,False,none,False,False
2009-12-07,0.0014787443718266532,0.002049974984201064,0.004099949968402126,0.00232588110781971,0.06403085169199398,0.04336421488343478,0.0014787443718266532,0.000854943250912394,0.0009830866145389865,0.0002958448502934473,-1.0676651154034777,-1.0442870852653847,False,none,False,False
2009-12-08,0.002083998539634057,0.0028890354240767805,0.003305107893165662,0.0023900214684796674,0.07601362278008832,-0.019780864747349126,0.002083998539634057,0.0010575775969349198,0.0010638818048931938,0.0006192329424663179,-1.8360523863775873,-1.7306908518612294,False,none,False,False
2009-12-09,0.0009041147774608016,0.0008657524754922047,0.0008203380099670503,0.0023855593104542857,0.05006733901055805,-0.003335189306138239,0.0009041147774608016,0.0010230391451512201,0.0010679521732095119,0.0003336965740935054,-0.5470668637734992,-0.47561458604227164,False,none,False,False
2009-12-10,0.0008892327129411661,0.001229735981214358,0.0023270500569010834,0.002374233477059447,0.04965356574655401,-0.0027878468014331955,0.0008892327129411661,0.0010735601114399223,0.0011082396527847928,0.000705867404112569,-0.48360798512143105,-0.402330290997373,False,none,False,False
2009-12-11,0.000255915677990153,0.00032510206372528863,0.00047609116597148476,0.0023122204956918316,0.0266373595282987,-0.049795694671450806,0.000255915677990153,0.0011224012159705662,0.001078809640519385,0.0006346121374565174,-0.25514469484221425,-0.14477069085055522,False,none,False,False
2009-12-14,0.0007967301687116613,0.00025117633396062747,0.0,0.0022850106038458944,0.04700005404718329,0.04700005404718329,0.0007967301687116613,0.0009859983753475678,0.001083275112275662,0.0006509201802679395,-0.6419997197132764,-0.5606086477348654,False,none,False,False
2009-12-15,0.0009199793032731535,0.0007755258666167367,0.0007340107264072795,0.0022026089122084845,0.05050469523667237,0.044889857352343666,0.0009199793032731535,0.0007531945280753871,0.0010275359071967155,0.0007062282745454389,0.5706362687215029,0.5938279129013766,False,none,False,False
2009-12-16,0.0009199793032731535,0.0012753621204745784,0.002550724240949168,0.0022431697773990606,0.05050469523667237,0.0,0.0009199793032731535,0.0007563674332378576,0.0010189509110919328,0.0006600056976659409,1.239765574245614,1.3326815524962412,False,none,False,False
2009-12-17,0.0008298015897388129,0.0009623326711026044,0.0012424960782727657,0.0022182577054625156,0.047965597352753506,-0.016190315873155583,0.0008298015897388129,0.0007444812085973869,0.0010132061076700558,0.0008035876582354046,0.6147439147556985,0.8187036213306719,False,none,False,False
2009-12-18,0.0004754791404648798,0.0006564114557905986,0.001221562740689755,0.0022703950217191713,0.036308512810540594,0.022061696497832888,0.0004754791404648798,0.0007883939010923322,0.000993756252789863,0.0007594494433368756,-0.013108708225877883,0.11518457059902827,False,none,False,False
2009-12-21,0.0014355522908879544,0.0018050803134223082,0.0017569065008126985,0.0023050188736835437,0.0630887952960066,-0.013933773128105403,0.0014355522908879544,0.0009161583255275909,0.0010162594344581865,0.0005271810691973863,-1.6513607046502623,-1.5627023169236665,False,none,False,False
2009-12-22,0.000550603996173753,0.00017358284982056692,0.0,0.002293102156584009,0.039071708821236666,-0.025137935693131323,0.000550603996173753,0.0008422832641077108,0.0010062649171660597,0.000538839813711134,-1.660750370500151,-1.5694554694072382,False,none,False,False
2009-12-23,0.00018998282700997737,0.00023573812651419044,0.00033262769794523784,0.002289483655262014,0.022950909428323195,-0.02295090942832315,0.00018998282700997737,0.0006962839688550756,0.0009827038494960281,0.0005440766701273314,-2.665304979971314,-2.5779137731808683,False,none,False,False
2009-12-24,0.0005996784989753415,0.0007802934176642124,0.0011939698935843177,0.0022706855692479085,0.040775750676458576,-0.009101314246345636,0.0005996784989753415,0.0006502593507023812,0.000979959755873932,0.0006178795318688457,-1.8219404499874796,-1.8022107071750155,False,none,False,False
2009-12-25,0.00043717751505853447,0.0005756695045464253,0.0009033272136335753,0.0020143924099105272,0.03481541968536506,0.03481541968536506,0.00043717751505853447,0.0006425990256211122,0.0009603090878249431,0.0003875658503552472,-1.0073060919456087,-0.9765544048959409,False,none,False,False
2009-12-28,0.0016068844185388018,0.0009268608763831363,0.0005819982939323946,0.0020155658658215798,0.06674750644618502,0.008244069775082062,0.0016068844185388018,0.0006768654511512817,0.0010331594037015382,0.0006841578115546813,0.14499443532949485,0.22216198482453214,False,none,False,False
2009-12-29,0.0003520847204607303,0.00011099786703430974,0.0,0.0019775997681020286,0.03124397742321497,-0.017113307515861705,0.0003520847204607303,0.0006371615960086771,0.000886903099099867,0.0005297532026500759,-1.823849576154347,-1.7229765950664293,False,none,False,False
2009-12-30,0.00010621438013865192,0.00014724439625605766,0.00021435030203724787,0.001796049487100296,0.017160675759191866,0.0,0.00010621438013865192,0.000620407906634412,0.0008012784597860706,0.0005823047323506939,-1.2152544569303467,-1.1278244554644992,False,none,False,False
2009-12-31,0.0005830494204532011,0.0005934310879026743,0.0005899579822469006,0.0016947674708452415,0.04020642047804039,-0.020248160829947424,0.0005830494204532011,0.0006170820909299839,0.0007791067602829694,0.0005359806085158766,-0.9266818976121735,-0.9016720755676598,False,none,False,False
2010-01-04,0.00022916614664666987,7.224668381225258e-05,0.0,0.0016062734151869407,0.025206814033346316,0.04879016416943204,0.00022916614664666987,0.0005754798172476111,0.0007405776289314861,0.0008928950330369988,0.7915307245512265,0.8152745339561748,False,none,False,False
2010-01-05,9.682820318041037e-06,1.3423239206637396e-05,2.684647841327525e-05,0.0014435284926360985,0.0051813587419975845,0.04600335326225269,9.682820318041037e-06,0.00025603949760345893,0.0007120801261505948,0.00040839738213658937,1.2337457437653059,1.2715327007686918,False,none,False,False
2010-01-06,0.0015664017586333814,0.0004938222081877766,0.0,0.0013523734709889137,0.06590134938287283,0.036533743332455855,0.0015664017586333814,0.0004989029052379891,0.0007827479263004331,0.0007506826388528159,0.7002310290920726,0.6577005842717237,False,none,False,False
2010-01-07,0.00023895421717423431,7.5332460864775e-05,0.0,0.0012549422068976062,0.025739498201575676,-0.02573949820157561,0.00023895421717423431,0.0005254508726451057,0.000726393828361687,0.00033371325949893197,-0.5721077946737443,-0.5469569143058869,False,none,False,False
2010-01-08,0.000837353530477514,0.000936029628045044,0.001159317915198295,0.0012197511565803887,0.04818336803430848,-0.03750439545845417,0.000837353530477514,0.0005763116946499682,0.0006697281461272985,0.0008943997032460875,0.12415096959586083,0.1643898797478893,False,none,False,False
