date,open,high,low,close,volume,parkinson_variance,garman_klass_variance,rogers_satchell_variance,yang_zhang_n20,log_range,daily_return,har_daily,har_weekly,har_monthly,market_pk,volume_zscore_22,volume_zscore_20,dirty_flag,cleaning_applied,zero_range_flag,zero_volume_flag
2008-12-22,13.25,14.13,13.25,14.13,2830.0,0.001491324705392526,0.0004701534935612195,0.0,,0.06430264426420489,,0.001491324705392526,,,0.0005677182288085875,,,False,none,False,False
2008-12-23,14.72,14.72,14.72,14.72,3010.0,0.0,0.0,0.0,,0.0,0.040906916604294026,0.0,,,0.0004181325982698359,,,True,none,True,False
2008-12-24,15.45,15.45,15.45,15.45,1000.0,0.0,0.0,0.0,,0.0,0.04840189004302414,0.0,,,0.0005050771264652927,,,True,none,True,False
2008-12-25,16.19,16.19,16.19,16.19,156010.0,0.0,0.0,0.0,,0.0,0.04678476434578939,0.0,,,0.0006471311628060984,,,True,none,True,False
2008-12-26,16.93,16.93,16.48,16.93,304910.0,0.0002617575060907914,0.00036287295467446956,0.0007257459093489423,,0.02693967166371816,0.04469342845549999,0.0002617575060907914,0.0003506164422966635,,0.00044944654497040885,,,False,none,False,False
2008-12-29,17.66,17.66,17.66,17.66,84900.0,0.0,0.0,0.0,,0.0,0.04221499903077,0.0,5.235150121815828e-05,,0.0002556186403605076,,,True,none,True,False
2008-12-30,18.54,18.54,18.4,18.54,214180.0,2.072244457868327e-05,2.8727408068048066e-05,5.745481613609685e-05,,0.007579895522769171,0.04862836496189514,2.072244457868327e-05,5.649599013389493e-05,,0.0004547210504080255,,,False,none,False,False
2008-12-31,19.28,19.28,18.54,18.54,90760.0,0.0005524663007134374,0.00017416995803532659,0.0,,0.03913772904469047,0.0,0.0005524663007134374,0.0001669892502765824,,0.0005740946627176871,,,False,none,False,False
2009-01-02,17.81,17.81,17.66,17.66,56640.0,2.5801197197066533e-05,8.134058905078854e-06,0.0,,0.008457902125756204,-0.04862836496189509,2.5801197197066533e-05,0.0001721494897159957,,0.0002983364709867477,,,False,none,False,False
2009-01-05,16.78,17.96,16.78,17.96,126260.0,0.0016657626946158185,0.0005251466347239546,0.0,,0.06795936183499347,0.01684486769823956,0.0016657626946158185,0.0004529505274210011,,0.0003777759261440343,,,False,none,False,False
2009-01-06,17.96,18.1,17.51,17.96,71980.0,0.00039610844669169,0.0005491229060406486,0.0007041796811960521,,0.03313979197401965,0.0,0.00039610844669169,0.0005321722167593391,,0.000298768165690963,,,False,none,False,False
2009-01-07,17.96,18.54,17.81,17.96,130500.0,0.0005820070144287563,0.0008068330422348076,0.0010805318898228127,,0.040170462836138884,0.0,0.0005820070144287563,0.0006444291307293537,,0.000278299372930881,,,False,none,False,False
2009-01-08,17.66,17.96,17.51,17.66,122040.0,0.00023223292588944828,0.0003219431956269156,0.00035651130163317363,,0.02537491657629304,-0.016844867698239625,0.00023223292588944828,0.0005803824557645559,,0.00042910788994285327,,,False,none,False,False
2009-01-09,17.51,17.96,17.51,17.96,67890.0,0.00023223292588944828,7.321351348372497e-05,0.0,,0.02537491657629304,0.01684486769823956,0.00023223292588944828,0.0006216688015030323,,0.0003213141411496674,,,False,none,False,False
2009-01-12,17.66,17.81,17.66,17.81,29120.0,2.5801197197066533e-05,8.134058905079257e-06,0.0,,0.008457902125756204,-0.008386965572483335,2.5801197197066533e-05,0.00029367650201928187,,0.0003660087037915148,,,False,none,False,False
2009-01-13,17.37,17.66,17.37,17.51,24510.0,9.888037476768931e-05,0.00011218379559189601,0.00014123726459547257,,0.016557614922800275,-0.016987951003809676,9.888037476768931e-05,0.00023423088763448174,,0.0002851486195147838,,,False,none,False,False
2009-01-14,17.37,17.66,17.37,17.66,59340.0,9.888037476768931e-05,3.117292530162679e-05,0.0,,0.016557614922800275,0.00853004887805339,9.888037476768931e-05,0.00013760555970226835,,0.00041480517809449534,,,False,none,False,False
2009-01-15,17.37,17.66,17.37,17.37,19640.0,9.888037476768931e-05,0.0001370773059658692,0.0002741546119317384,,0.016557614922800275,-0.016557614922800293,9.888037476768931e-05,0.00011093504947791654,,0.0002755772571318258,,,False,none,False,False
2009-01-16,17.37,17.66,17.22,17.66,48230.0,0.00022960059832564456,0.00021238963410435166,0.00021882787801701464,,0.025230696176229226,0.016557614922800275,0.00022960059832564456,0.0001104085839651558,,0.00036520595766067847,,,False,none,False,False
