date,open,high,low,close,volume,parkinson_variance,garman_klass_variance,rogers_satchell_variance,yang_zhang_n20,log_range,daily_return,har_daily,har_weekly,har_monthly,market_pk,volume_zscore_22,volume_zscore_20,dirty_flag,cleaning_applied,zero_range_flag,zero_volume_flag
2016-12-07,47.36,47.36,47.36,47.36,30.0,0.0,0.0,0.0,,0.0,,0.0,,,0.00032371608923417397,,,True,none,True,False
2016-12-08,50.65,50.65,50.65,50.65,1000.0,0.0,0.0,0.0,,0.0,0.06716124011894221,0.0,,,0.0003995462915024112,,,True,none,True,False
2016-12-09,50.65,54.17,50.65,54.17,3010.0,0.0016281642703046516,0.0005132933941262676,0.0,,0.0671880189751152,0.0671880189751152,0.0016281642703046516,,,0.0003315289497654593,,,False,none,False,False
2016-12-12,57.96,57.96,57.96,57.96,35690.0,0.0,0.0,0.0,,0.0,0.06762586778267402,0.0,,,0.00039779843766298093,,,True,none,True,False
2016-12-13,61.99,61.99,61.99,61.99,96830.0,0.0,0.0,0.0,,0.0,0.06721996426134642,0.0,0.00032563285406093034,,0.0004539025723205892,,,True,none,True,False
2016-12-14,66.31,66.31,66.31,66.31,154380.0,0.0,0.0,0.0,,0.0,0.0673676336669482,0.0,0.00032563285406093034,,0.0005919157388991762,,,True,none,True,False
2016-12-15,70.94,70.94,70.44,70.94,380050.0,1.8044390379826574e-05,2.501483663339958e-05,5.0029673266798464e-05,,0.007073165717470443,0.06749373396469943,1.8044390379826574e-05,0.0003292417321368956,,0.0003587346101326305,,,False,none,False,False
2016-12-16,75.91,75.91,67.08,75.47,387520.0,0.005515571630180875,0.00763315168248568,0.014573536691264715,,0.12366249107366865,0.061900776951301306,0.005515571630180875,0.0011067232041121404,,0.0003998644443431151,,,False,none,False,False
2016-12-19,71.11,75.47,71.11,71.11,168190.0,0.0012771865729502853,0.0017705565441790182,0.0035411130883580364,,0.05950725240135051,-0.059507252401350415,0.0012771865729502853,0.0013621605187021974,,0.00040470220251104895,,,False,none,False,False
2016-12-20,70.77,70.94,66.14,66.14,399710.0,0.001770369871682985,0.0006857691603437846,0.00016809444383709206,,0.07006074179182899,-0.07245426634177989,0.001770369871682985,0.0017162344930387943,,0.0002882807664858195,,,False,none,False,False
2016-12-21,66.14,68.26,62.05,67.35,241750.0,0.0032814095340929564,0.0044220370458220816,0.005655358372505799,,0.09538343182794497,0.018129195302726272,0.0032814095340929564,0.0023725163998573858,,0.00028628549979724363,,,False,none,False,False
2016-12-22,70.4,70.4,68.09,68.09,52460.0,0.000401459954123991,0.00012656385244194098,0.0,,0.033362903669121445,0.010927456638502373,0.000401459954123991,0.0024491995126062188,,0.0005152418191826001,,,False,none,False,False
2016-12-23,68.09,68.09,66.11,67.08,54810.0,0.00031409637163486224,0.00034915668217037985,0.0004298450950924314,,0.0295103381493885,-0.014944422539867238,0.00031409637163486224,0.001408904460897016,,0.00024479048993735034,,,False,none,False,False
2016-12-26,67.42,67.42,64.7,67.08,169870.0,0.0006116429206272572,0.0008380431238669327,0.0014876349679240094,,0.04118050829905982,0.0,0.0006116429206272572,0.0012757957304324104,,0.0002935357712276295,,,False,none,False,False
2016-12-27,67.08,68.04,65.76,67.42,69880.0,0.00041900199280291665,0.0005709860919031458,0.0006255402577317673,,0.03408401677973652,0.005055772850906507,0.00041900199280291665,0.0010055221546563966,,0.00025760706499085176,,,False,none,False,False
2016-12-28,68.04,68.04,67.12,67.73,28530.0,6.684474057743827e-05,8.461092907901095e-05,0.00012316524906407986,,0.01361370536871021,0.004587503420897641,6.684474057743827e-05,0.00036260919595329304,,0.00024356958057256302,,,False,none,False,False
2016-12-29,67.42,67.42,65.72,67.08,98560.0,0.0002352352943967552,0.0003162313541410643,0.0005230942908294885,,0.025538416636847285,-0.00964327627180423,0.0002352352943967552,0.00032936426400784587,,0.0002512221211117781,,,False,none,False,False
2016-12-30,67.42,67.42,66.57,67.32,96740.0,5.8060298989797164e-05,7.963755560367507e-05,0.00014214448690141318,,0.012687684193302629,0.0035714323675971795,5.8060298989797164e-05,0.00027815704947883283,,0.00035368279020240125,,,False,none,False,False
2017-01-03,67.32,67.32,66.71,67.08,63170.0,2.9883824073834184e-05,3.6500542333812664e-05,5.034658118851468e-05,,0.00910250260118119,-0.0035714323675971335,2.9883824073834184e-05,0.0001618052301681483,,0.0005032311981418048,,,False,none,False,False
2017-01-04,67.08,67.63,66.4,67.08,87490.0,0.00012150806678630936,0.00016844594781643973,0.00017049250736297038,,0.018354615104460226,0.0,0.00012150806678630936,0.00010230644496482682,,0.0003510737944001643,,0.254390050240987,False,none,False,False
2017-01-05,67.08,67.42,66.74,67.12,27170.0,3.706412086351529e-05,5.124450615735431e-05,5.1397426683056796e-05,0.00258204987147822,0.010137236482686723,0.0005961252039428245,3.706412086351529e-05,9.635032102204224e-05,,0.00030397084276905754,,-0.6147433673246534,False,none,False,False
2017-01-06,67.39,71.48,67.15,70.15,212390.0,0.0014083755048481144,0.0013300437888847383,0.0012625820835090165,0.002534731587181407,0.06248876732198068,0.04415374438951916,0.0014083755048481144,0.0003309783631123141,0.000781541789059835,0.0005936618258916111,0.648815940933527,0.7494664507332814,False,none,False,False
2017-01-09,70.15,70.83,69.81,69.81,31390.0,7.58878757975278e-05,9.60842950355164e-05,0.00013993092163786522,0.0025054443129095866,0.014505373783221129,-0.004858540566159917,7.58878757975278e-05,0.00033454387847386025,0.0007849912379597226,0.0008395820804352061,-0.5448489004644389,-1.3391771195850266,False,none,False,False
2017-01-10,70.46,70.46,68.62,69.64,44540.0,0.0002525407700832063,0.00029716123612325197,0.0003904361039843512,0.0023805921958718083,0.02646113548278772,-0.00243815108232179,0.0002525407700832063,0.00037907526767573464,0.0007964703638725957,0.0002492023194911247,-0.551596501986953,-0.9643715102338433,False,none,False,False
2017-01-11,69.47,71.51,68.79,71.51,228480.0,0.0005423827196120823,0.00042832013854121446,0.0003814534138611434,0.0022563934219581028,0.038778914522381885,0.026498185160316448,0.0005423827196120823,0.00046325019824088926,0.0007471166570229334,0.00020023702378214073,0.9435524543258098,0.8702649165147529,False,none,False,False
