date,parkinson_variance,garman_klass_variance,rogers_satchell_variance,yang_zhang_n20,log_range,daily_return,har_daily,har_weekly,har_monthly,market_pk,volume_zscore_22,volume_zscore_20,dirty_flag,cleaning_applied,zero_range_flag,zero_volume_flag
2008-03-11,0.0007063816592190385,0.0008549584101275455,0.0011646727165474753,,0.04425500900404078,,0.0007063816592190385,,,0.0005339176659569269,,,False,none,False,False
2008-03-12,0.0015362972409295938,0.001331356410175689,0.001292418497672932,,0.06526500137293711,0.0,0.0015362972409295938,,,0.001188776886918308,,,False,none,False,False
2008-03-13,0.0015362972409295938,0.0009902721135745126,0.0007148483444706984,,0.06526500137293711,-0.0454623740767574,0.0015362972409295938,,,0.0006215951764832389,,,False,none,False,False
2008-03-14,4.605080728797985e-05,1.4517930166026136e-05,0.0,,0.011299555253933247,0.034289073478632165,4.605080728797985e-05,,,0.0003396901082740149,,,False,none,False,False
2008-03-17,0.0005599679338955427,0.0007258245171073467,0.0011022410440981085,,0.03940254786602883,-0.02272825107755629,0.0005599679338955427,0.0008769989764523497,,0.0002376217756711424,,,False,none,False,False
2008-03-18,0.00020448290316844267,0.0002834734956078367,0.0005669469912156734,,0.023810648693718392,-0.04706751085798562,0.00020448290316844267,0.0007766192252422306,,0.003934882527414068,,,False,none,False,False
2008-03-19,0.0007990188233099994,0.00025189785285659877,0.0,,0.04706751085798573,0.0,0.0007990188233099994,0.0006291635417183117,,0.0013496929677121509,,,False,none,False,False
2008-03-20,0.0003105222599496822,0.00043047525797044924,0.0005357273594870936,,0.029341958284015375,-0.021925360628965888,0.0003105222599496822,0.0003840085455223294,,0.000661569016103728,,,False,none,False,False
2008-03-21,0.00023594369791864149,0.0003169284158812327,0.00032626212584399697,,0.025576841789649776,-0.04277381598328624,0.00023594369791864149,0.00042198712364846167,,0.0008241156103096392,,,False,none,False,False
2008-03-24,0.0,0.0,0.0,,0.0,-0.047377281011011164,0.0,0.0003099935368693531,,0.00021328104542315282,,,True,none,True,False
2008-03-25,0.0,0.0,0.0,,0.0,-0.04690514947366071,0.0,0.0002690969562356646,,0.00010256761977056405,,,True,none,True,False
2008-03-26,0.0018470164597580872,0.001015628866296665,0.0005955203422262716,,0.07156128147340934,0.014025475354504458,0.0018470164597580872,0.00047869648352528223,,0.0016382042103504698,,,False,none,False,False
2008-03-27,6.977032864502214e-05,2.1995722085712847e-05,0.0,,0.01390843004613215,0.008321823337492278,6.977032864502214e-05,0.0004305460972643502,,1.0420387478543492e-05,,,False,none,False,False
2008-03-28,1.0948723448182187e-05,3.4516832991401577e-06,0.0,,0.0055096558109697,0.0055096558109697,1.0948723448182187e-05,0.0003855471023702583,,4.528326440681908e-06,,,False,none,False,False
2008-03-31,0.0,0.0,0.0,,0.0,0.008207980417829582,0.0,0.0003855471023702583,,1.3085867126684614e-06,,,True,none,True,False
2008-04-01,0.0,0.0,0.0,,0.0,0.005434795985956995,0.0,0.0003855471023702583,,0.0,,,True,none,True,False
2008-04-02,0.0,0.0,0.0,,0.0,0.005405418566907982,0.0,1.6143810418640864e-05,,7.630850956645284e-07,,,True,none,True,False
2008-04-03,0.0,0.0,0.0,,0.0,0.008053734807096823,0.0,2.1897446896364375e-06,,0.0,,,True,none,True,False
2008-04-04,0.0,0.0,0.0,,0.0,0.005333345975362382,0.0,0.0,,0.0,,,True,none,True,False
2008-04-07,0.0,0.0,0.0,,0.0,0.021053409197832263,0.0,0.0,,0.0,,-2.128429208190416,True,none,True,False
2008-04-08,0.0,0.0,0.0,0.0011332924621269018,0.0,0.018065007397638985,0.0,0.0,,0.00028264384010829647,,1.536803055890468,True,none,True,False
2008-04-09,5.9742652311251325e-05,1.883440715303789e-05,0.0,0.0009879643823374037,0.012870190520534956,-0.01287019052053502,5.9742652311251325e-05,1.1948530462250265e-05,0.00036011094230777534,9.92244474122843e-05,-0.6856942306996431,-0.771774135389439,False,none,False,False
2008-04-10,0.0002446251978758741,0.00020973995081052154,0.00020162530542489263,0.0009374749939704579,0.026043138536019875,-0.018301164382404467,0.0002446251978758741,6.087357003742509e-05,0.0003391220122467224,9.43969048859566e-05,1.1946118411992315,1.2213185468195733,False,none,False,False
2008-04-11,0.0,0.0,0.0,0.0008981992714546098,0.0,-0.021334142474991172,0.0,6.087357003742509e-05,0.0002692903194771954,6.119189344843045e-05,-1.0713331785046973,-0.9977174650636148,True,none,True,False
2008-04-16,0.0002578832262348111,0.0003575020623567237,0.0007150041247134535,0.0009242128469354537,0.026739561041899087,0.02133414247499114,0.0002578832262348111,0.0001124502152843873,0.00021118059153652345,4.9294350087578555e-05,0.7224874467921666,0.6793596686316439,False,none,False,False
2008-04-17,0.0005666031665925726,0.00017862673183988598,0.0,0.000834932936572021,0.03963530685739565,0.018301164382404443,0.0005666031665925726,0.0002257708486029018,0.00023484206241400493,0.00039187850023727404,0.1731700445494858,0.187664398087007,False,none,False,False
2008-04-18,0.0003504498733227461,0.00011048246680618747,0.0,0.0006942847219724024,0.031171354902939426,-0.018301164382404467,0.0003504498733227461,0.0002839122928052008,0.0002253185142061506,0.00023101503153073375,-1.6600452935401941,-1.5664503226059372,False,none,False,False
2008-04-21,0.0,0.0,0.0,0.0006703287806016419,0.0,-0.021334142474991172,0.0,0.00023498725323002596,0.0002160238367894032,0.00010943826181826637,-1.100951448152827,-1.0397398308508559,True,none,True,False
2008-04-22,0.0005881626670759444,0.00018542355779941038,0.0,0.0006232290979313764,0.04038233744568576,0.02133414247499114,0.0005881626670759444,0.0003526197866452149,0.0002064394660514916,9.573323279129107e-05,0.7029506460006111,0.6798821847727362,False,none,False,False
2008-04-23,0.0,0.0,0.0,0.00054458427667272,0.0,-0.021334142474991172,0.0,0.0003010431413982526,0.0001923248178719606,3.43747229484753e-05,-2.6894754645567964,-2.54595311660201,True,none,True,False
2008-04-24,0.0,0.0,0.0,0.0004605545881271049,0.0,-0.019048194970694474,0.0,0.00018772250807973812,0.00018160010433020417,0.00017206803291378513,-1.0926797528644172,-1.05790992146875,True,none,True,False
2008-04-25,0.0,0.0,0.0,0.00030162842880838764,0.0,-0.01383147914846185,0.0,0.00011763253341518889,0.00018160010433020417,0.00014260252307566706,-0.19165672920051563,-0.15652386403727153,True,none,True,False
