date,open,high,low,close,volume,parkinson_variance,garman_klass_variance,rogers_satchell_variance,yang_zhang_n20,log_range,daily_return,har_daily,har_weekly,har_monthly,market_pk,volume_zscore_22,volume_zscore_20,dirty_flag,cleaning_applied,zero_range_flag,zero_volume_flag
2016-10-06,7.82,7.82,7.82,7.82,14250.0,0.0,0.0,0.0,,0.0,,0.0,,,0.00030311467373645985,,,True,none,True,False
2016-10-07,8.35,8.35,8.35,8.35,30910.0,0.0,0.0,0.0,,0.0,0.0655769843055444,0.0,,,0.0004109076389322172,,,True,none,True,False
2016-10-10,8.91,8.91,8.91,8.91,450360.0,0.0,0.0,0.0,,0.0,0.06491270261995383,0.0,,,0.00030723929831275704,,,True,none,True,False
2016-10-11,9.52,9.52,9.52,9.52,799790.0,0.0,0.0,0.0,,0.0,0.06622060732055603,0.0,,,0.00041299736830397696,,,True,none,True,False
2016-10-12,10.17,10.17,10.17,10.17,1130610.0,0.0,0.0,0.0,,0.0,0.06604736125719461,0.0,0.0,,0.000331670802502658,,,True,none,True,False
2016-10-13,10.88,10.88,10.86,10.88,3145880.0,1.2210000896174987e-06,1.6926655391636196e-06,3.3853310783272345e-06,,0.0018399269220072951,0.06748403136732811,1.2210000896174987e-06,2.4420001792349973e-07,,0.00024405210231595673,,,False,none,False,False
2016-10-14,11.57,11.64,11.37,11.64,2242380.0,0.00019865920671113428,0.00026134526935393045,0.00040923677769722855,,0.02346913454084731,0.06752120087549517,0.00019865920671113428,3.9976041360150356e-05,,0.0002618842560770519,,,False,none,False,False
2016-10-17,12.43,12.45,12.35,12.45,1428260.0,2.345718455771097e-05,3.1520086321472204e-05,5.2071592283346164e-05,,0.008064559836730495,0.06727318060742483,2.345718455771097e-05,4.466747827169255e-05,,0.00029733213432338085,,,False,none,False,False
2016-10-18,13.3,13.3,13.28,13.3,1439460.0,8.168169493481711e-07,1.132348730948521e-06,2.2646974618972862e-06,,0.0015048911794203067,0.06604341231699164,8.168169493481711e-07,4.4830841661562185e-05,,0.00027517833045294615,,,False,none,False,False
2016-10-19,14.19,14.19,12.39,12.39,1389260.0,0.006636514202340318,0.0020922206451865315,0.0,,0.13564779553090017,-0.070874339586657,0.006636514202340318,0.0013721336821296258,,0.0003963299708458168,,,False,none,False,False
2016-10-20,11.53,11.53,11.53,11.53,805310.0,0.0,0.0,0.0,,0.0,-0.07193736136008348,0.0,0.0013718894821117022,,0.00036460188943723273,,,True,none,True,False
2016-10-21,10.74,12.0,10.74,11.78,3892820.0,0.0044383831840058485,0.002852811525904157,0.0020526189791594163,,0.11093156070728162,0.021450843942473024,0.0044383831840058485,0.0022198342775706452,,0.00044990834383525465,,,False,none,False,False
2016-10-24,11.82,12.12,11.8,12.04,1239320.0,0.000258228377082422,0.00022660713730399,0.00020008522897941718,,0.026757449169549117,0.02183126165723421,0.000258228377082422,0.0022667885160755873,,0.00032732818652170194,,,False,none,False,False
2016-10-25,12.08,12.43,11.33,11.55,1387380.0,0.003096621867338067,0.003515243599361873,0.003329889148887922,,0.09265883048270476,-0.04154900291287228,0.003096621867338067,0.002885949526153331,,0.0003530226531754658,,,False,none,False,False
2016-10-26,10.97,11.57,10.78,11.57,2192960.0,0.0018039961193093176,0.001405455721239999,0.001235651237776725,,0.07072297572473421,0.001730104237782512,0.0018039961193093176,0.0019194459095471308,,0.0003350903789640906,,,False,none,False,False
2016-10-27,11.64,12.12,11.64,12.1,1137290.0,0.0005889552877359967,0.00023618043208902104,6.67374855867502e-05,,0.040409538337876486,0.04478991139711021,0.0005889552877359967,0.0020372369670943304,,0.0002508171531907685,,,False,none,False,False
2016-10-28,11.41,12.35,11.41,12.27,1771130.0,0.002260428871355287,0.0010937898461392554,0.0005144836901849545,,0.07916589920000193,0.013951806120124685,0.002260428871355287,0.001601646104564218,,0.0003133415085980727,,,False,none,False,False
2016-10-31,12.12,12.12,11.41,11.49,557560.0,0.0013143502090201562,0.0007213642919186186,0.0004217786015374217,,0.06036681676718414,-0.06568016686215572,0.0013143502090201562,0.0018128704709517648,,0.00031769220762909096,,,False,none,False,False
2016-11-01,10.84,11.7,10.7,11.49,941280.0,0.0028790952260581057,0.002681268207785217,0.0023087373219312056,,0.08934510033584996,0.0,0.0028790952260581057,0.0017693651426957727,,0.00028841820382294537,,,False,none,False,False
2016-11-02,11.51,11.51,10.7,10.7,733570.0,0.0019205816497027876,0.0006054805965543678,0.0,,0.07297248126593081,-0.07123335039280392,0.0019205816497027876,0.0017926822487744666,,0.0003125210501681529,,-0.1012384689070942,False,none,False,False
