date,open,high,low,close,volume,hl_pct,parkinson_volatility,ohlcv_date,har_daily_vol,har_weekly_vol,har_monthly_vol
2014-01-24 00:00:00+07:00,10432.049250626906,10706.576674069169,10157.521827184642,10322.23828125,12488319,0.05264369733779505,0.0009995564243493649,2014-01-24 00:00:00+07:00,0.0009995564243493649,0.0009995564243493649,0.0009995564243493649
2014-01-27 00:00:00+07:00,10267.333655342583,10322.239144623443,9937.900719657417,10102.6171875,4808510,0.037944904738628556,0.0005193037770349397,2014-01-27 00:00:00+07:00,0.0005193037770349397,0.0007594301006921523,0.0007594301006921523
2014-01-28 00:00:00+07:00,10102.6171875,10102.6171875,10102.6171875,10102.6171875,0,0.0,0.0,2014-01-28 00:00:00+07:00,0.0,0.0005062867337947682,0.0005062867337947682
2014-01-29 00:00:00+07:00,10102.6171875,10102.6171875,10102.6171875,10102.6171875,0,0.0,0.0,2014-01-29 00:00:00+07:00,0.0,0.00037971505034607614,0.00037971505034607614
2014-01-30 00:00:00+07:00,10102.6171875,10102.6171875,10102.6171875,10102.6171875,0,0.0,0.0,2014-01-30 00:00:00+07:00,0.0,0.0003037720402768609,0.0003037720402768609
2014-01-31 00:00:00+07:00,10102.6171875,10102.6171875,10102.6171875,10102.6171875,0,0.0,0.0,2014-01-31 00:00:00+07:00,0.0,0.00010386075540698794,0.0002531433668973841
2014-02-03 00:00:00+07:00,10102.6171875,10102.6171875,10102.6171875,10102.6171875,0,0.0,0.0,2014-02-03 00:00:00+07:00,0.0,0.0,0.00021698002876918636
2014-02-04 00:00:00+07:00,10102.6171875,10102.6171875,10102.6171875,10102.6171875,0,0.0,0.0,2014-02-04 00:00:00+07:00,0.0,0.0,0.00018985752517303807
2014-02-05 00:00:00+07:00,10102.6171875,10102.6171875,10102.6171875,10102.6171875,0,0.0,0.0,2014-02-05 00:00:00+07:00,0.0,0.0,0.00016876224459825607
2014-02-06 00:00:00+07:00,9992.806984697116,10047.712478240386,9663.3740234375,9663.3740234375,1423735,0.03900212946192804,0.0005486446981347278,2014-02-06 00:00:00+07:00,0.0005486446981347278,0.00010972893962694556,0.00020675048995190325
2014-02-07 00:00:00+07:00,9553.561287319815,9608.466775383233,9059.411894749086,9114.3173828125,4432676,0.05884045987976768,0.001248724591242541,2014-02-07 00:00:00+07:00,0.001248724591242541,0.00035947385787545375,0.0003014754082510521
2014-02-10 00:00:00+07:00,9059.412957175704,9443.751418692218,8894.696473668626,9333.9404296875,6012051,0.05989809998137402,0.0012940189623509538,2014-02-10 00:00:00+07:00,0.0012940189623509538,0.0006182776503456445,0.0003841873710927106
2014-02-11 00:00:00+07:00,9443.751643681304,9443.751643681304,9279.03515625,9279.03515625,2876106,0.017595749927390283,0.00011166835276497212,2014-02-11 00:00:00+07:00,0.00011166835276497212,0.000640611320898639,0.00036322436968288456
2014-02-12 00:00:00+07:00,9224.12890625,9279.034397571211,9169.223414928783,9224.12890625,1745088,0.011904894292210054,5.111703260273113e-05,2014-02-12 00:00:00+07:00,5.111703260273113e-05,0.0006508347274191852,0.0003409309884628736
2014-02-13 00:00:00+07:00,9224.12835893933,9279.033847002744,9114.3173828125,9114.3173828125,3199046,0.017910914171143866,0.00011570444757018614,2014-02-13 00:00:00+07:00,0.00011570444757018614,0.0005642466773062768,0.0003259158857366944
2014-02-14 00:00:00+07:00,9224.12890625,9333.939888892428,9114.317923607572,9224.12890625,2209780,0.023810632263755384,0.00020448262097156353,2014-02-14 00:00:00+07:00,0.00020448262097156353,0.00035539828325208134,0.00031832630668887375
2014-02-17 00:00:00+07:00,9279.034618064312,9279.034618064312,9114.318140186597,9169.2236328125,1741200,0.01791091417114343,0.00011570444757018049,2014-02-17 00:00:00+07:00,0.00011570444757018049,0.00011973538029592667,0.00030640737379953887
