date,open,high,low,close,volume,hl_pct,parkinson_volatility,ohlcv_date,har_daily_vol,har_weekly_vol,har_monthly_vol
2010-02-22 00:00:00+07:00,29215.578149226247,29215.578149226247,28894.528455778167,29022.947265625,392173,0.01104981487168146,4.40376921824157e-05,2010-02-22 00:00:00+07:00,4.40376921824157e-05,4.40376921824157e-05,4.40376921824157e-05
2010-02-23 00:00:00+07:00,28573.47320161519,28573.47320161519,27610.32421875,27610.32421875,420444,0.03428900831417522,0.000424057157031131,2010-02-23 00:00:00+07:00,0.000424057157031131,0.00023404742460677333,0.00023404742460677333
2010-02-24 00:00:00+07:00,27289.277163856343,27289.277163856343,26261.916015625,26261.916015625,527646,0.03837401766390311,0.000531115639278791,2010-02-24 00:00:00+07:00,0.000531115639278791,0.0003330701628307792,0.0003330701628307792
2010-02-25 00:00:00+07:00,26326.12585244197,27546.115234375,26326.12585244197,27546.115234375,349622,0.04529969329997106,0.0007401249945984505,2010-02-25 00:00:00+07:00,0.0007401249945984505,0.00043483387077269703,0.00043483387077269703
2010-02-26 00:00:00+07:00,27546.112017287986,28894.525390625,27096.643561673023,28894.525390625,347313,0.06424227792103702,0.0014885259538781465,2010-02-26 00:00:00+07:00,0.0014885259538781465,0.0006455722873937869,0.0006455722873937869
2010-03-01 00:00:00+07:00,28894.528431818144,29279.787529870173,28894.528431818144,29215.578125,321680,0.01324518299837623,6.327475519656342e-05,2010-03-01 00:00:00+07:00,6.327475519656342e-05,0.0006494196999966165,0.0005485226986942497
2010-03-02 00:00:00+07:00,28252.420293729727,28573.469917787923,27802.94921875,27802.94921875,179844,0.02733655998791786,0.00026952699691043617,2010-03-02 00:00:00+07:00,0.00026952699691043617,0.0006185136679724775,0.0005086661698679906
2010-03-03 00:00:00+07:00,27802.95552565001,28252.426702589037,27225.065537488998,27546.115234375,231598,0.03704127880969097,0.0004948647178903882,2010-03-03 00:00:00+07:00,0.0004948647178903882,0.000611263483694797,0.0005069409883707903
2010-03-04 00:00:00+07:00,27546.115234375,27931.377005703027,27417.696423153007,27546.115234375,144060,0.018562020992832343,0.0001242696475588387,2010-03-04 00:00:00+07:00,0.0001242696475588387,0.00048809241428687464,0.00046442195050279563
2010-03-05 00:00:00+07:00,27546.115234375,27674.536714428017,26968.225246213984,27546.115234375,106276,0.02585340798684642,0.00024107387409207288,2010-03-05 00:00:00+07:00,0.00024107387409207288,0.00023860199832965987,0.00044208714286172345
2010-03-08 00:00:00+07:00,27610.32339549268,27931.373046875,27546.111330151696,27931.373046875,180503,0.013889162942257227,6.957715931295206e-05,2010-03-08 00:00:00+07:00,6.957715931295206e-05,0.00023986247915293762,0.0004082225989027442
2010-03-09 00:00:00+07:00,28124.007566883087,29215.578125,27931.376683441573,29215.578125,387001,0.044951395212233056,0.0007287874740737041,2010-03-09 00:00:00+07:00,0.0007287874740737041,0.00033171457458559117,0.0004349363385003242
2010-03-10 00:00:00+07:00,29215.575489620867,29215.575489620867,28252.423828125004,28252.423828125,195857,0.03352272110442158,0.0004053153723199935,2010-03-10 00:00:00+07:00,0.0004053153723199935,0.00031380470547151226,0.0004326578026402987
2010-03-11 00:00:00+07:00,27546.11458388948,28252.426035424374,26968.224609375004,26968.224609375,114543,0.04652002463144319,0.00078053866206375,2010-03-11 00:00:00+07:00,0.00078053866206375,0.0004450585083724945,0.00045750643545625953
