date,ticker,num_articles,avg_sentiment_score,avg_positive_score,avg_negative_score,avg_neutral_score,sentiment_std,min_sentiment,max_sentiment
2026-06-15,MSN,3,-0.5907373524581393,0.038283178893228374,0.6290205270051956,0.332696284322689,0.5108157470351871,-0.9321045875549316,-0.0034795692190527916
2026-06-16,MSN,5,-0.5332427999004722,0.03004445191472769,0.5632872451096773,0.40666825957596303,0.4936052957740048,-0.9325017929077148,0.010575803928077221
2026-06-17,MSN,5,-0.5599514974281192,0.023117749765515328,0.5830692546442151,0.3938129812479019,0.5016142051951715,-0.9289536476135254,0.009782609529793262
2026-06-18,MSN,5,-0.5363372838124633,0.03401419948786497,0.5703514831140637,0.39563431693241,0.4876493062908575,-0.9231418967247009,0.009782609529793262
2026-06-19,MSN,4,-0.30013303156010807,0.09934733412228525,0.3994803598616272,0.5011722954222932,0.3802663383633424,-0.7986674904823303,0.009782609529793262
2026-06-22,MSN,4,-0.4621672132052481,0.021136509254574776,0.48330372921191156,0.4955597463995218,0.5238973597190322,-0.9224612712860107,-0.00020905770361423492
2026-06-23,MSN,3,-0.3030650004123648,0.02278565087666114,0.3258506574978431,0.6513636770347754,0.5357645672934049,-0.921611487865448,0.015896055847406387
2026-06-24,MSN,5,-0.418586958758533,0.08401900548487902,0.5026059649884701,0.41337500922381876,0.4674059702301874,-0.9319643974304199,-0.0034795692190527916
2026-06-25,MSN,4,-0.0770253052469343,0.21594671858474612,0.2929720301181078,0.49108122009783983,0.6357607460893863,-0.9167460799217224,0.6289578080177307
2026-06-26,MSN,4,-0.08554740576073527,0.2112997726071626,0.2968471765052527,0.4918530697468668,0.6106662776780047,-0.9151557683944702,0.5570014119148254
2026-06-29,MSN,5,-0.42889678478240967,0.08287072945386172,0.5117675133049489,0.4053618018515408,0.43940197312735907,-0.9167460799217224,0.0003766864538192749
2026-06-30,MSN,4,-0.6585050001740456,0.04306104779243469,0.7015660405158997,0.25537293625529855,0.42343055098658916,-0.9231418967247009,-0.025967150926589966
