date,ticker,num_articles,avg_sentiment_score,avg_positive_score,avg_negative_score,avg_neutral_score,sentiment_std,min_sentiment,max_sentiment
2026-06-15,HDB,5,-0.36229612324386834,0.025527536496520044,0.38782366886734965,0.5866487760096788,0.5015940200803608,-0.9193518161773682,0.01782640814781189
2026-06-16,HDB,5,-0.7114436123520136,0.04119998775422573,0.752643595635891,0.2061564135365188,0.39249810726346096,-0.9283205270767212,-0.013196693733334541
2026-06-17,HDB,4,-0.5123256272636354,0.110693811904639,0.6230194275267422,0.26628672413062304,0.4400135712517031,-0.9270179867744446,-0.0007189121097326279
2026-06-18,HDB,5,-0.41600960176438095,0.09008363485336304,0.5060932332649827,0.40382310962304474,0.44727251661668554,-0.9321418404579163,0.012976649217307568
2026-06-19,HDB,4,-0.923649400472641,0.02719617122784257,0.9508455693721771,0.02195825893431902,0.004740904023304579,-0.9282355904579163,-0.9183664917945862
2026-06-22,HDB,4,-0.6740232540760189,0.032170094549655914,0.7061933444347233,0.2616365794092417,0.45062190031019345,-0.9204860329627991,0.001023656688630581
2026-06-23,HDB,4,-0.3038951598573476,0.0983117688447237,0.4022069233469665,0.4994812975637615,0.44083103054818257,-0.9191502332687378,0.01782640814781189
2026-06-24,HDB,5,-0.36726105157285927,0.022915013134479523,0.39017605874687433,0.5869089126586914,0.5037034584513885,-0.9319043159484863,0.012976649217307568
2026-06-25,HDB,3,-0.1926401425153017,0.23311347203950086,0.4257536108295123,0.3411329612135887,0.5992462986684541,-0.8670329451560974,0.2786900997161865
2026-06-26,HDB,5,-0.22710321173071862,0.09359447956085205,0.32069769594818354,0.585707860160619,0.4077955510231691,-0.9324526786804199,0.01782640814781189
2026-06-29,HDB,4,-0.4528534784913063,0.2655793218873441,0.7184327989816666,0.015987886814400554,0.6208341261315938,-0.928154468536377,0.39278721809387207
2026-06-30,HDB,3,-0.7069792548815409,0.13725280575454235,0.8442320624987284,0.0185151274005572,0.3734813506830905,-0.9270179867744446,-0.27575039863586426
