date,ticker,num_articles,avg_sentiment_score,avg_positive_score,avg_negative_score,avg_neutral_score,sentiment_std,min_sentiment,max_sentiment
2026-06-15,VHM,5,-0.5607491871342063,0.11319963280111552,0.6739488162100316,0.2128515863791108,0.40868856836881656,-0.9343494772911072,-0.002681325189769268
2026-06-16,VHM,3,-0.6073148148134351,0.02972206783791383,0.6370368913436929,0.333241012878716,0.5356778418716868,-0.9213641881942749,0.011207968927919865
2026-06-17,VHM,3,-0.31349816887329024,0.02029672885934512,0.33379488966117304,0.6459084444989761,0.5272200889543655,-0.9218170046806335,0.011207968927919865
2026-06-18,VHM,5,-0.3263481030240655,0.13323907293379306,0.45958718080073596,0.4071737265214324,0.5499704462223286,-0.9295637607574463,0.2156732976436615
2026-06-19,VHM,5,-0.3185463445261121,0.13114330191165208,0.44968964755535124,0.4191670175641775,0.5649085283662856,-0.9244853854179382,0.281538188457489
2026-06-22,VHM,5,-0.5359262762591243,0.03579486347734928,0.5717211352661252,0.39248401997610927,0.483744528825889,-0.93425452709198,0.011207968927919865
2026-06-23,VHM,4,-0.4412474168930203,0.031130548333749175,0.4723779708147049,0.4964914699085057,0.4982685121964076,-0.9278336763381958,-0.002681325189769268
2026-06-24,VHM,5,-0.5190495550632477,0.21921572610735893,0.7382652819156647,0.04251899588853121,0.48958155766361044,-0.9340177178382874,0.20030853152275085
2026-06-25,VHM,5,-0.5145141318440437,0.03611229863017797,0.5506264330819249,0.41326124779880047,0.47765608197753345,-0.9341880083084106,0.011207968927919865
2026-06-26,VHM,3,-0.6225467106948296,0.024515561138590176,0.6470622730751833,0.32842218565444153,0.5245234770028394,-0.9295942783355713,-0.016898805275559425
2026-06-29,VHM,3,-0.29964241447548073,0.024171719638009865,0.3238141378387809,0.6520141434545318,0.5301553493678272,-0.9117882251739502,0.011207968927919865
2026-06-30,VHM,5,-0.5271236008033157,0.03844165280461311,0.5655652541667223,0.3959931350313127,0.4970681521444913,-0.9343845248222351,0.01740538701415062
