date,ticker,num_articles,avg_sentiment_score,avg_positive_score,avg_negative_score,avg_neutral_score,sentiment_std,min_sentiment,max_sentiment
2026-06-15,VPB,5,-0.3590976072475314,0.02463989183306694,0.3837374897673726,0.5916225921362639,0.4854652562287193,-0.9312902092933655,0.01054712850600481
2026-06-16,VPB,4,-0.6711902858223766,0.03367595002055168,0.7048662428278476,0.26145782973617315,0.4581049751895043,-0.9315344095230103,0.01436700765043497
2026-06-17,VPB,4,-0.19017215888015926,0.27964291675016284,0.4698150784242898,0.2505419875960797,0.5867230434879457,-0.9103441834449768,0.48118525743484497
2026-06-18,VPB,5,-0.3663214385509491,0.021635286509990692,0.3879567250609398,0.5904079716652632,0.4942779475264062,-0.9294410943984985,0.009613607078790665
2026-06-19,VPB,3,-0.42431429773569107,0.10751476014653842,0.5318290541569392,0.3606561503062646,0.4605993403079659,-0.9278760552406311,-0.024307511746883392
2026-06-22,VPB,5,-0.2647091640159488,0.07351577747613192,0.3382249414920807,0.5882592846639454,0.41462948208017036,-0.9292296171188354,0.01436700765043497
2026-06-23,VPB,4,-0.6710747124161571,0.03290111804381013,0.7039758239407092,0.2631230573169887,0.4581708122587482,-0.9278760552406311,0.01436700765043497
2026-06-24,VPB,5,-0.63473881483078,0.1737875748425722,0.8085263848304749,0.01768601220101118,0.6207616296514161,-0.9172488451004028,0.475680947303772
2026-06-25,VPB,3,-0.2991314232349396,0.022949307846526306,0.3220807248726487,0.6549699902534485,0.5257222862349619,-0.90615314245224,0.009613607078790665
2026-06-26,VPB,4,-0.5141707407310605,0.10820410307496786,0.6223748465999961,0.26942104403860867,0.43392989240859886,-0.9121891260147095,-0.013860303908586502
2026-06-29,VPB,3,-0.30062693109114963,0.024365109701951344,0.32499203210075694,0.6506428482631842,0.50632680527449,-0.8852404952049255,-0.0022316984832286835
2026-06-30,VPB,3,-0.609814059920609,0.027160171419382095,0.6369742319608728,0.33586560562253,0.5406010178649432,-0.9288296699523926,0.01436700765043497
