source,target,mi,n,mi_null_mean,mi_null_p95
SAB,VPB,0.05260204431018245,1270,0.008436858468341807,0.03476246936686992
PDR,BCM,0.05256735737661655,1270,0.008436858468341807,0.03476246936686992
VIB,BID,0.052532202660182215,1270,0.008436858468341807,0.03476246936686992
VJC,GVR,0.05230060275277859,1270,0.008436858468341807,0.03476246936686992
FPT,CTG,0.05229709649713188,1270,0.008436858468341807,0.03476246936686992
SSI,HDB,0.052291561589561386,1270,0.008436858468341807,0.03476246936686992
PLX,SAB,0.052037252772201725,1270,0.008436858468341807,0.03476246936686992
SHB,BID,0.051944281988440366,1270,0.008436858468341807,0.03476246936686992
TCB,FPT,0.051933105267851776,1270,0.008436858468341807,0.03476246936686992
BID,LPB,0.051752419157877316,1270,0.008436858468341807,0.03476246936686992
VIC,PLX,0.051690763492656444,1270,0.008436858468341807,0.03476246936686992
VIB,VIC,0.05167204505013068,1270,0.008436858468341807,0.03476246936686992
HDB,TCB,0.051625341105483,1270,0.008436858468341807,0.03476246936686992
VNM,FPT,0.05160966504734166,1270,0.008436858468341807,0.03476246936686992
TPB,VJC,0.05156058268966568,1270,0.008436858468341807,0.03476246936686992
TPB,VNM,0.0513430882600443,1270,0.008436858468341807,0.03476246936686992
VIC,SAB,0.051334433291919446,1270,0.008436858468341807,0.03476246936686992
VNM,GVR,0.0512822952668297,1270,0.008436858468341807,0.03476246936686992
VHM,FPT,0.05111490106280847,1270,0.008436858468341807,0.03476246936686992
FPT,TCB,0.05109936504163137,1270,0.008436858468341807,0.03476246936686992
SHB,POW,0.051070818956105324,1270,0.008436858468341807,0.03476246936686992
SSB,TPB,0.05106808885504277,1270,0.008436858468341807,0.03476246936686992
GAS,SHB,0.05100061468500616,1270,0.008436858468341807,0.03476246936686992
GAS,BCM,0.0507858910910719,1270,0.008436858468341807,0.03476246936686992
VIC,SSI,0.05074744588792646,1270,0.008436858468341807,0.03476246936686992
SSI,LPB,0.050715443272232985,1270,0.008436858468341807,0.03476246936686992
GVR,FPT,0.05055608859963012,1270,0.008436858468341807,0.03476246936686992
PLX,VJC,0.05049720142632941,1270,0.008436858468341807,0.03476246936686992
HPG,SAB,0.05045390448615361,1270,0.008436858468341807,0.03476246936686992
HDB,NVL,0.05044466775462686,1270,0.008436858468341807,0.03476246936686992
SHB,GAS,0.0504086897942746,1270,0.008436858468341807,0.03476246936686992
POW,GAS,0.050373624250841686,1270,0.008436858468341807,0.03476246936686992
VJC,GAS,0.050326866017830874,1270,0.008436858468341807,0.03476246936686992
MWG,CTG,0.05032373117580091,1270,0.008436858468341807,0.03476246936686992
VIC,BVH,0.05021535296182167,1270,0.008436858468341807,0.03476246936686992
SSI,CTG,0.05005384420034664,1270,0.008436858468341807,0.03476246936686992
POW,BID,0.0500284617021407,1270,0.008436858468341807,0.03476246936686992
TCB,GVR,0.05002216779642055,1270,0.008436858468341807,0.03476246936686992
HDB,SSI,0.049965282418271695,1270,0.008436858468341807,0.03476246936686992
GAS,VIB,0.04989476442032581,1270,0.008436858468341807,0.03476246936686992
SAB,HPG,0.04980013604628297,1270,0.008436858468341807,0.03476246936686992
VIB,CTG,0.049699030387487575,1270,0.008436858468341807,0.03476246936686992
BID,GAS,0.049527805450617635,1270,0.008436858468341807,0.03476246936686992
SSI,BCM,0.04929074411058609,1270,0.008436858468341807,0.03476246936686992
FPT,VRE,0.0491695343957832,1270,0.008436858468341807,0.03476246936686992
BCM,SAB,0.04890784085923894,1270,0.008436858468341807,0.03476246936686992
MBB,GVR,0.048785891030228345,1270,0.008436858468341807,0.03476246936686992
SSB,PLX,0.04867672180167837,1270,0.008436858468341807,0.03476246936686992
VNM,PLX,0.048664818041003866,1270,0.008436858468341807,0.03476246936686992
BCM,PLX,0.04858675727623174,1270,0.008436858468341807,0.03476246936686992
ACB,SSI,0.04849237814345919,1270,0.008436858468341807,0.03476246936686992
VIC,TPB,0.04839255509073004,1270,0.008436858468341807,0.03476246936686992
GAS,VJC,0.04826977713283176,1270,0.008436858468341807,0.03476246936686992
HPG,TPB,0.048267673646978704,1270,0.008436858468341807,0.03476246936686992
VCB,SHB,0.04820688355299341,1270,0.008436858468341807,0.03476246936686992
VRE,VIB,0.04818818550771953,1270,0.008436858468341807,0.03476246936686992
GAS,STB,0.04811368424585627,1270,0.008436858468341807,0.03476246936686992
VIB,POW,0.047945210026778984,1270,0.008436858468341807,0.03476246936686992
GVR,BCM,0.04780929684263535,1270,0.008436858468341807,0.03476246936686992
HDB,VJC,0.047755088268083945,1270,0.008436858468341807,0.03476246936686992
VIC,MSN,0.047626746652297935,1270,0.008436858468341807,0.03476246936686992
VCB,POW,0.04754933411936069,1270,0.008436858468341807,0.03476246936686992
SSI,BID,0.047450599051563014,1270,0.008436858468341807,0.03476246936686992
TPB,VPB,0.047413880095297234,1270,0.008436858468341807,0.03476246936686992
BCM,POW,0.047390243143138555,1270,0.008436858468341807,0.03476246936686992
STB,SSI,0.04734246588164659,1270,0.008436858468341807,0.03476246936686992
GAS,VNM,0.0472694058135561,1270,0.008436858468341807,0.03476246936686992
TCB,BCM,0.04712768312319504,1270,0.008436858468341807,0.03476246936686992
MBB,PDR,0.047118792691556166,1270,0.008436858468341807,0.03476246936686992
SSI,VNM,0.04697338891343783,1270,0.008436858468341807,0.03476246936686992
PLX,BCM,0.04696595432409234,1270,0.008436858468341807,0.03476246936686992
VRE,BVH,0.04696102911287969,1270,0.008436858468341807,0.03476246936686992
VHM,BCM,0.04680853882950142,1270,0.008436858468341807,0.03476246936686992
POW,FPT,0.0467568455717946,1270,0.008436858468341807,0.03476246936686992
MWG,VNM,0.04643816774622378,1270,0.008436858468341807,0.03476246936686992
VPB,STB,0.04643716563005329,1270,0.008436858468341807,0.03476246936686992
VJC,HDB,0.04642740654793043,1270,0.008436858468341807,0.03476246936686992
VIB,NVL,0.0464057122249355,1270,0.008436858468341807,0.03476246936686992
GAS,MBB,0.046404386082299354,1270,0.008436858468341807,0.03476246936686992
STB,ACB,0.04640268684710769,1270,0.008436858468341807,0.03476246936686992
BVH,SAB,0.04635809083359055,1270,0.008436858468341807,0.03476246936686992
HDB,PLX,0.04635549675177186,1270,0.008436858468341807,0.03476246936686992
VRE,GVR,0.046296386693999825,1270,0.008436858468341807,0.03476246936686992
CTG,FPT,0.04591305120147959,1270,0.008436858468341807,0.03476246936686992
VRE,HPG,0.045842260519572076,1270,0.008436858468341807,0.03476246936686992
MBB,VPB,0.0457741899145776,1270,0.008436858468341807,0.03476246936686992
BCM,TCB,0.045706623417899994,1270,0.008436858468341807,0.03476246936686992
VHM,VRE,0.04568586161012167,1270,0.008436858468341807,0.03476246936686992
NVL,SHB,0.04537603588076777,1270,0.008436858468341807,0.03476246936686992
MSN,PLX,0.04518123407951524,1270,0.008436858468341807,0.03476246936686992
BCM,GVR,0.04511545589042765,1270,0.008436858468341807,0.03476246936686992
GAS,BID,0.04510770944029563,1270,0.008436858468341807,0.03476246936686992
MSN,BCM,0.04501212738027771,1270,0.008436858468341807,0.03476246936686992
HPG,VIC,0.0449823585372382,1270,0.008436858468341807,0.03476246936686992
POW,PLX,0.044955591723769395,1270,0.008436858468341807,0.03476246936686992
MBB,BCM,0.044916164503473244,1270,0.008436858468341807,0.03476246936686992
VCB,GAS,0.044860350641411806,1270,0.008436858468341807,0.03476246936686992
MSN,VNM,0.04477000611319326,1270,0.008436858468341807,0.03476246936686992
VIB,GAS,0.04474473658495315,1270,0.008436858468341807,0.03476246936686992
HPG,CTG,0.044708038275786954,1270,0.008436858468341807,0.03476246936686992
SSB,GAS,0.04465788790049752,1270,0.008436858468341807,0.03476246936686992
SSB,CTG,0.04454874067626813,1270,0.008436858468341807,0.03476246936686992
VNM,STB,0.044548591183546815,1270,0.008436858468341807,0.03476246936686992
VIC,NVL,0.04449069512727055,1270,0.008436858468341807,0.03476246936686992
NVL,VJC,0.04448539433595844,1270,0.008436858468341807,0.03476246936686992
MBB,BVH,0.044469866655330925,1270,0.008436858468341807,0.03476246936686992
GAS,MWG,0.044464507578141355,1270,0.008436858468341807,0.03476246936686992
POW,VIC,0.044421453450052883,1270,0.008436858468341807,0.03476246936686992
PLX,SSI,0.04434130590427232,1270,0.008436858468341807,0.03476246936686992
VHM,SHB,0.04428287430122646,1270,0.008436858468341807,0.03476246936686992
BVH,FPT,0.044236029119269826,1270,0.008436858468341807,0.03476246936686992
VNM,VPB,0.0442250007034386,1270,0.008436858468341807,0.03476246936686992
SSI,VHM,0.04422042723759212,1270,0.008436858468341807,0.03476246936686992
VNM,SAB,0.044054842234722,1270,0.008436858468341807,0.03476246936686992
HPG,BID,0.0436806821223481,1270,0.008436858468341807,0.03476246936686992
VHM,NVL,0.043575137696915345,1270,0.008436858468341807,0.03476246936686992
POW,CTG,0.043509771574209655,1270,0.008436858468341807,0.03476246936686992
PDR,ACB,0.043492640972749186,1270,0.008436858468341807,0.03476246936686992
FPT,VPB,0.04343784280664975,1270,0.008436858468341807,0.03476246936686992
FPT,GAS,0.043412794756438444,1270,0.008436858468341807,0.03476246936686992
HPG,STB,0.043363254692956765,1270,0.008436858468341807,0.03476246936686992
HDB,BVH,0.04329020695188657,1270,0.008436858468341807,0.03476246936686992
SSI,PDR,0.04328344530838679,1270,0.008436858468341807,0.03476246936686992
VRE,GAS,0.04325623823799418,1270,0.008436858468341807,0.03476246936686992
NVL,CTG,0.043242935459176124,1270,0.008436858468341807,0.03476246936686992
VHM,VIB,0.04307566501904114,1270,0.008436858468341807,0.03476246936686992
VPB,HDB,0.04305508652196677,1270,0.008436858468341807,0.03476246936686992
MSN,VCB,0.04303993443435994,1270,0.008436858468341807,0.03476246936686992
NVL,FPT,0.042965351812283004,1270,0.008436858468341807,0.03476246936686992
VIB,VCB,0.04295097918334889,1270,0.008436858468341807,0.03476246936686992
VPB,VIC,0.04286438896042988,1270,0.008436858468341807,0.03476246936686992
MSN,GVR,0.04284511594793727,1270,0.008436858468341807,0.03476246936686992
GVR,HPG,0.042717029387965955,1270,0.008436858468341807,0.03476246936686992
PDR,BID,0.04263987034791228,1270,0.008436858468341807,0.03476246936686992
VIC,GAS,0.04243636494030145,1270,0.008436858468341807,0.03476246936686992
ACB,VNM,0.042378708690001154,1270,0.008436858468341807,0.03476246936686992
TPB,PLX,0.042313470965245514,1270,0.008436858468341807,0.03476246936686992
POW,VNM,0.04228349919042351,1270,0.008436858468341807,0.03476246936686992
ACB,VCB,0.042265421431953776,1270,0.008436858468341807,0.03476246936686992
STB,VNM,0.042251818260699014,1270,0.008436858468341807,0.03476246936686992
MBB,SSB,0.042247469044385255,1270,0.008436858468341807,0.03476246936686992
HDB,TPB,0.042208710293250906,1270,0.008436858468341807,0.03476246936686992
VRE,VHM,0.042144519388321644,1270,0.008436858468341807,0.03476246936686992
HDB,PDR,0.04205524448240716,1270,0.008436858468341807,0.03476246936686992
STB,FPT,0.04202259860114843,1270,0.008436858468341807,0.03476246936686992
SAB,GAS,0.04193864814313919,1270,0.008436858468341807,0.03476246936686992
TCB,STB,0.04191988800622459,1270,0.008436858468341807,0.03476246936686992
BVH,STB,0.04187888707448906,1270,0.008436858468341807,0.03476246936686992
HPG,BCM,0.04178827866307788,1270,0.008436858468341807,0.03476246936686992
GVR,TPB,0.04159932209185735,1270,0.008436858468341807,0.03476246936686992
ACB,BCM,0.04151406556059145,1270,0.008436858468341807,0.03476246936686992
GVR,GAS,0.04135535595127937,1270,0.008436858468341807,0.03476246936686992
GVR,ACB,0.041242280059795355,1270,0.008436858468341807,0.03476246936686992
TCB,VCB,0.041228199876063965,1270,0.008436858468341807,0.03476246936686992
ACB,VPB,0.04119208489438897,1270,0.008436858468341807,0.03476246936686992
VNM,MSN,0.041155053440022904,1270,0.008436858468341807,0.03476246936686992
BVH,VNM,0.041138022935960805,1270,0.008436858468341807,0.03476246936686992
VIB,VNM,0.041095060358057545,1270,0.008436858468341807,0.03476246936686992
VRE,HDB,0.0410255870773093,1270,0.008436858468341807,0.03476246936686992
SSB,SHB,0.040977711698225505,1270,0.008436858468341807,0.03476246936686992
TCB,GAS,0.04076323420782657,1270,0.008436858468341807,0.03476246936686992
HDB,BCM,0.040648721731892934,1270,0.008436858468341807,0.03476246936686992
BID,SSB,0.04062267005700804,1270,0.008436858468341807,0.03476246936686992
VCB,FPT,0.040560947016860194,1270,0.008436858468341807,0.03476246936686992
FPT,SSI,0.04048115917608941,1270,0.008436858468341807,0.03476246936686992
SHB,BCM,0.040418482749630336,1270,0.008436858468341807,0.03476246936686992
GAS,SSI,0.04037839755264283,1270,0.008436858468341807,0.03476246936686992
VIC,BID,0.040170576127183555,1270,0.008436858468341807,0.03476246936686992
SAB,MBB,0.0399704662746756,1270,0.008436858468341807,0.03476246936686992
VCB,GVR,0.03992630508669226,1270,0.008436858468341807,0.03476246936686992
POW,VHM,0.03981339024398611,1270,0.008436858468341807,0.03476246936686992
VHM,HDB,0.03980699346915184,1270,0.008436858468341807,0.03476246936686992
VJC,FPT,0.039806227056779164,1270,0.008436858468341807,0.03476246936686992
PLX,VIB,0.03979046406430431,1270,0.008436858468341807,0.03476246936686992
VJC,VHM,0.0397070069467631,1270,0.008436858468341807,0.03476246936686992
NVL,HPG,0.039655518794361466,1270,0.008436858468341807,0.03476246936686992
PDR,MBB,0.03963518561466106,1270,0.008436858468341807,0.03476246936686992
VIB,GVR,0.03963314479597546,1270,0.008436858468341807,0.03476246936686992
MWG,SHB,0.03960994577373089,1270,0.008436858468341807,0.03476246936686992
FPT,VIC,0.03952447864918085,1270,0.008436858468341807,0.03476246936686992
MSN,SSB,0.03949175891844048,1270,0.008436858468341807,0.03476246936686992
VRE,VJC,0.03940394383695445,1270,0.008436858468341807,0.03476246936686992
BID,STB,0.03938705430267353,1270,0.008436858468341807,0.03476246936686992
TCB,PDR,0.039242740600375914,1270,0.008436858468341807,0.03476246936686992
NVL,VHM,0.039132143373247,1270,0.008436858468341807,0.03476246936686992
STB,TPB,0.038957844343504355,1270,0.008436858468341807,0.03476246936686992
BCM,SSI,0.03889733960053254,1270,0.008436858468341807,0.03476246936686992
VCB,MBB,0.03882620114999957,1270,0.008436858468341807,0.03476246936686992
BVH,BCM,0.03870324801001912,1270,0.008436858468341807,0.03476246936686992
VIC,SHB,0.038602930966344484,1270,0.008436858468341807,0.03476246936686992
BID,ACB,0.03835517865179616,1270,0.008436858468341807,0.03476246936686992
GAS,HDB,0.03832758506121792,1270,0.008436858468341807,0.03476246936686992
BCM,TPB,0.038324753022584535,1270,0.008436858468341807,0.03476246936686992
SSI,TCB,0.03827718755330567,1270,0.008436858468341807,0.03476246936686992
VJC,TCB,0.03813226920749013,1270,0.008436858468341807,0.03476246936686992
MBB,VHM,0.038128380448508636,1270,0.008436858468341807,0.03476246936686992
NVL,MBB,0.03798223568700276,1270,0.008436858468341807,0.03476246936686992
VJC,BID,0.037977408313148775,1270,0.008436858468341807,0.03476246936686992
BVH,VPB,0.037975125152641453,1270,0.008436858468341807,0.03476246936686992
HDB,MWG,0.037946443666785346,1270,0.008436858468341807,0.03476246936686992
CTG,STB,0.037933365674687636,1270,0.008436858468341807,0.03476246936686992
GVR,PDR,0.037931781835513156,1270,0.008436858468341807,0.03476246936686992
GAS,TPB,0.03788330482191027,1270,0.008436858468341807,0.03476246936686992
VHM,BVH,0.03786043373838721,1270,0.008436858468341807,0.03476246936686992
CTG,LPB,0.03778878352204673,1270,0.008436858468341807,0.03476246936686992
VPB,VHM,0.037760444609248545,1270,0.008436858468341807,0.03476246936686992
MWG,HPG,0.037708136604334364,1270,0.008436858468341807,0.03476246936686992
ACB,BVH,0.03769317572809827,1270,0.008436858468341807,0.03476246936686992
HPG,FPT,0.03768336977126685,1270,0.008436858468341807,0.03476246936686992
PDR,SSI,0.03760801489939691,1270,0.008436858468341807,0.03476246936686992
VHM,VPB,0.03760641518465313,1270,0.008436858468341807,0.03476246936686992
VRE,PLX,0.03759223090945518,1270,0.008436858468341807,0.03476246936686992
POW,VRE,0.037502009998823915,1270,0.008436858468341807,0.03476246936686992
VHM,LPB,0.03741576174561079,1270,0.008436858468341807,0.03476246936686992
MBB,STB,0.037323931203546934,1270,0.008436858468341807,0.03476246936686992
ACB,PLX,0.03726872501337075,1270,0.008436858468341807,0.03476246936686992
MSN,VIC,0.03711979776066965,1270,0.008436858468341807,0.03476246936686992
VIC,CTG,0.03711287629057258,1270,0.008436858468341807,0.03476246936686992
VNM,NVL,0.037071369480591976,1270,0.008436858468341807,0.03476246936686992
MBB,PLX,0.037010890278539765,1270,0.008436858468341807,0.03476246936686992
VIB,PLX,0.036964864134868325,1270,0.008436858468341807,0.03476246936686992
VCB,PDR,0.03694750542618852,1270,0.008436858468341807,0.03476246936686992
HDB,POW,0.03693377559655975,1270,0.008436858468341807,0.03476246936686992
ACB,FPT,0.0368659676387626,1270,0.008436858468341807,0.03476246936686992
BCM,VPB,0.03684372194777907,1270,0.008436858468341807,0.03476246936686992
VNM,BID,0.03677788682751215,1270,0.008436858468341807,0.03476246936686992
SSB,VIB,0.036718772018124124,1270,0.008436858468341807,0.03476246936686992
CTG,BCM,0.03671475949750258,1270,0.008436858468341807,0.03476246936686992
PLX,MWG,0.03661183738558993,1270,0.008436858468341807,0.03476246936686992
PLX,VIC,0.03657661806031065,1270,0.008436858468341807,0.03476246936686992
VNM,MBB,0.03642474952693053,1270,0.008436858468341807,0.03476246936686992
HDB,STB,0.03633953625968411,1270,0.008436858468341807,0.03476246936686992
MBB,SSI,0.03633475178140655,1270,0.008436858468341807,0.03476246936686992
SAB,VJC,0.036319276954166035,1270,0.008436858468341807,0.03476246936686992
PLX,BID,0.0361621281050617,1270,0.008436858468341807,0.03476246936686992
VPB,GVR,0.03615420476818931,1270,0.008436858468341807,0.03476246936686992
TCB,SSI,0.036038645512368905,1270,0.008436858468341807,0.03476246936686992
TCB,VHM,0.03583213428442544,1270,0.008436858468341807,0.03476246936686992
VJC,SSI,0.03579597874467799,1270,0.008436858468341807,0.03476246936686992
GVR,MWG,0.03574662991602917,1270,0.008436858468341807,0.03476246936686992
CTG,SSB,0.03568938672403865,1270,0.008436858468341807,0.03476246936686992
HPG,VHM,0.035646966666062596,1270,0.008436858468341807,0.03476246936686992
VCB,SAB,0.03559549314599453,1270,0.008436858468341807,0.03476246936686992
POW,BVH,0.03554680032793911,1270,0.008436858468341807,0.03476246936686992
VHM,MBB,0.03553023047067905,1270,0.008436858468341807,0.03476246936686992
ACB,VRE,0.03547987009951159,1270,0.008436858468341807,0.03476246936686992
FPT,PDR,0.035437252992086776,1270,0.008436858468341807,0.03476246936686992
VJC,BVH,0.03528585306790788,1270,0.008436858468341807,0.03476246936686992
BVH,VJC,0.03516352578308091,1270,0.008436858468341807,0.03476246936686992
BID,VRE,0.03510059056991288,1270,0.008436858468341807,0.03476246936686992
VIB,STB,0.03505268475721701,1270,0.008436858468341807,0.03476246936686992
VJC,VIB,0.03492628345886528,1270,0.008436858468341807,0.03476246936686992
TPB,VHM,0.034913005720793144,1270,0.008436858468341807,0.03476246936686992
STB,PDR,0.03490431113781156,1270,0.008436858468341807,0.03476246936686992
STB,SSB,0.03485090356212073,1270,0.008436858468341807,0.03476246936686992
VIB,FPT,0.034844644655485535,1270,0.008436858468341807,0.03476246936686992
FPT,GVR,0.03479858183148776,1270,0.008436858468341807,0.03476246936686992
BVH,VIC,0.034726675691867825,1270,0.008436858468341807,0.03476246936686992
BVH,LPB,0.0346788362667545,1270,0.008436858468341807,0.03476246936686992
BCM,MBB,0.034632567141163584,1270,0.008436858468341807,0.03476246936686992
PLX,HPG,0.034607257719484696,1270,0.008436858468341807,0.03476246936686992
GAS,ACB,0.03460189026687699,1270,0.008436858468341807,0.03476246936686992
NVL,MWG,0.03451390977571789,1270,0.008436858468341807,0.03476246936686992
MSN,VHM,0.03435266966158679,1270,0.008436858468341807,0.03476246936686992
PLX,CTG,0.034287642320678824,1270,0.008436858468341807,0.03476246936686992
BCM,BID,0.0342310992125312,1270,0.008436858468341807,0.03476246936686992
HPG,HDB,0.03418024655147889,1270,0.008436858468341807,0.03476246936686992
NVL,GAS,0.0337691503462505,1270,0.008436858468341807,0.03476246936686992
HDB,CTG,0.03375474125881084,1270,0.008436858468341807,0.03476246936686992
VIC,VCB,0.033683749093667004,1270,0.008436858468341807,0.03476246936686992
LPB,VHM,0.033683137977781996,1270,0.008436858468341807,0.03476246936686992
VJC,PDR,0.033651606209816,1270,0.008436858468341807,0.03476246936686992
TPB,GAS,0.03339608267803884,1270,0.008436858468341807,0.03476246936686992
HPG,MWG,0.0333910586069881,1270,0.008436858468341807,0.03476246936686992
POW,MWG,0.03337515540968994,1270,0.008436858468341807,0.03476246936686992
SAB,MSN,0.03330333038976052,1270,0.008436858468341807,0.03476246936686992
VCB,VPB,0.03329988542330131,1270,0.008436858468341807,0.03476246936686992
BVH,VHM,0.03318849110086086,1270,0.008436858468341807,0.03476246936686992
SHB,LPB,0.03312838352763725,1270,0.008436858468341807,0.03476246936686992
MSN,POW,0.0331207884119773,1270,0.008436858468341807,0.03476246936686992
POW,SSI,0.0331043981244421,1270,0.008436858468341807,0.03476246936686992
VPB,VNM,0.0330718410315467,1270,0.008436858468341807,0.03476246936686992
BID,CTG,0.033062667024676085,1270,0.008436858468341807,0.03476246936686992
SSB,VIC,0.03299384027313712,1270,0.008436858468341807,0.03476246936686992
MSN,NVL,0.03290804762189392,1270,0.008436858468341807,0.03476246936686992
LPB,SSB,0.03281896973743015,1270,0.008436858468341807,0.03476246936686992
GVR,VJC,0.03277420649149221,1270,0.008436858468341807,0.03476246936686992
PDR,FPT,0.0327514111709899,1270,0.008436858468341807,0.03476246936686992
VPB,POW,0.03272061928787062,1270,0.008436858468341807,0.03476246936686992
BVH,MWG,0.03251219452955567,1270,0.008436858468341807,0.03476246936686992
GAS,NVL,0.032467379293903864,1270,0.008436858468341807,0.03476246936686992
LPB,BID,0.03237077518129361,1270,0.008436858468341807,0.03476246936686992
SSB,SAB,0.032349439464157914,1270,0.008436858468341807,0.03476246936686992
VJC,POW,0.032266449909115646,1270,0.008436858468341807,0.03476246936686992
VIC,BCM,0.032075497310610324,1270,0.008436858468341807,0.03476246936686992
BVH,VRE,0.032046687916337024,1270,0.008436858468341807,0.03476246936686992
SSB,FPT,0.03201783260071611,1270,0.008436858468341807,0.03476246936686992
FPT,MWG,0.03184558679515348,1270,0.008436858468341807,0.03476246936686992
PLX,HDB,0.03175620923062361,1270,0.008436858468341807,0.03476246936686992
SSI,MWG,0.03162822050677061,1270,0.008436858468341807,0.03476246936686992
MWG,BID,0.031590602048095384,1270,0.008436858468341807,0.03476246936686992
VHM,SAB,0.031570672704807734,1270,0.008436858468341807,0.03476246936686992
FPT,PLX,0.03153360030075625,1270,0.008436858468341807,0.03476246936686992
SSB,BVH,0.031496720959499847,1270,0.008436858468341807,0.03476246936686992
VHM,PLX,0.03147881721926549,1270,0.008436858468341807,0.03476246936686992
BVH,POW,0.03147745482502806,1270,0.008436858468341807,0.03476246936686992
LPB,MWG,0.03146189742950112,1270,0.008436858468341807,0.03476246936686992
TPB,SSB,0.03141193794228858,1270,0.008436858468341807,0.03476246936686992
VPB,PDR,0.031233094866541578,1270,0.008436858468341807,0.03476246936686992
VNM,MWG,0.031167149346696288,1270,0.008436858468341807,0.03476246936686992
FPT,SAB,0.03111177670871257,1270,0.008436858468341807,0.03476246936686992
VHM,PDR,0.0310597662394958,1270,0.008436858468341807,0.03476246936686992
MWG,VPB,0.031058459060594235,1270,0.008436858468341807,0.03476246936686992
VRE,SSB,0.03103531128926651,1270,0.008436858468341807,0.03476246936686992
MSN,LPB,0.0309183222121594,1270,0.008436858468341807,0.03476246936686992
MWG,SAB,0.030867338904271513,1270,0.008436858468341807,0.03476246936686992
CTG,MWG,0.030768614309598874,1270,0.008436858468341807,0.03476246936686992
ACB,LPB,0.030753072707823126,1270,0.008436858468341807,0.03476246936686992
PDR,BVH,0.030678086243612235,1270,0.008436858468341807,0.03476246936686992
VNM,ACB,0.030444687026192963,1270,0.008436858468341807,0.03476246936686992
POW,TCB,0.030417938754503382,1270,0.008436858468341807,0.03476246936686992
VIC,VNM,0.03041415087099608,1270,0.008436858468341807,0.03476246936686992
TCB,VJC,0.030373721177466617,1270,0.008436858468341807,0.03476246936686992
VJC,MBB,0.03033822937266173,1270,0.008436858468341807,0.03476246936686992
VJC,LPB,0.03019670142563191,1270,0.008436858468341807,0.03476246936686992
VCB,VHM,0.03017283711161367,1270,0.008436858468341807,0.03476246936686992
GAS,GVR,0.03010530272713252,1270,0.008436858468341807,0.03476246936686992
VPB,GAS,0.030059078619551816,1270,0.008436858468341807,0.03476246936686992
VJC,BCM,0.029946157939923168,1270,0.008436858468341807,0.03476246936686992
FPT,TPB,0.02968610531359861,1270,0.008436858468341807,0.03476246936686992
VIC,MWG,0.029555484562273193,1270,0.008436858468341807,0.03476246936686992
TPB,FPT,0.029447538129041106,1270,0.008436858468341807,0.03476246936686992
SAB,VCB,0.029434406007562863,1270,0.008436858468341807,0.03476246936686992
BVH,SSI,0.029432125469869952,1270,0.008436858468341807,0.03476246936686992
VHM,STB,0.029142584195955834,1270,0.008436858468341807,0.03476246936686992
PDR,PLX,0.02913883047784349,1270,0.008436858468341807,0.03476246936686992
VIB,SSB,0.028956011180595542,1270,0.008436858468341807,0.03476246936686992
PLX,ACB,0.028731925670698377,1270,0.008436858468341807,0.03476246936686992
SSB,VNM,0.02868041324643622,1270,0.008436858468341807,0.03476246936686992
NVL,POW,0.028602387635423998,1270,0.008436858468341807,0.03476246936686992
PLX,VPB,0.02858709022622241,1270,0.008436858468341807,0.03476246936686992
LPB,TPB,0.028504854028705395,1270,0.008436858468341807,0.03476246936686992
MWG,VIB,0.02847284922255655,1270,0.008436858468341807,0.03476246936686992
SAB,VIC,0.028304271975602813,1270,0.008436858468341807,0.03476246936686992
BVH,MBB,0.028237773859779214,1270,0.008436858468341807,0.03476246936686992
SSI,VJC,0.028207475780740232,1270,0.008436858468341807,0.03476246936686992
GVR,PLX,0.02814104415630858,1270,0.008436858468341807,0.03476246936686992
POW,SSB,0.02814047723093882,1270,0.008436858468341807,0.03476246936686992
SAB,TCB,0.027894847426564784,1270,0.008436858468341807,0.03476246936686992
GVR,POW,0.02784709838496724,1270,0.008436858468341807,0.03476246936686992
MSN,VJC,0.027801671116263194,1270,0.008436858468341807,0.03476246936686992
TPB,BCM,0.027618767906255837,1270,0.008436858468341807,0.03476246936686992
STB,MWG,0.0276072496276627,1270,0.008436858468341807,0.03476246936686992
TPB,MWG,0.02756667624062814,1270,0.008436858468341807,0.03476246936686992
LPB,BCM,0.027506689736088497,1270,0.008436858468341807,0.03476246936686992
POW,VCB,0.027396144290038116,1270,0.008436858468341807,0.03476246936686992
SSB,LPB,0.027211998800828585,1270,0.008436858468341807,0.03476246936686992
SSB,HPG,0.02712202896306648,1270,0.008436858468341807,0.03476246936686992
NVL,VCB,0.02700803927048856,1270,0.008436858468341807,0.03476246936686992
GVR,VCB,0.02697057731452368,1270,0.008436858468341807,0.03476246936686992
VIB,VJC,0.026827638799510556,1270,0.008436858468341807,0.03476246936686992
VNM,CTG,0.026795919298278736,1270,0.008436858468341807,0.03476246936686992
HPG,VNM,0.026790713272589084,1270,0.008436858468341807,0.03476246936686992
GVR,SSI,0.02677247612750122,1270,0.008436858468341807,0.03476246936686992
FPT,BID,0.026583253338827717,1270,0.008436858468341807,0.03476246936686992
VRE,MBB,0.026495828173735525,1270,0.008436858468341807,0.03476246936686992
VJC,CTG,0.026458981620282707,1270,0.008436858468341807,0.03476246936686992
BCM,LPB,0.026399995168364665,1270,0.008436858468341807,0.03476246936686992
SAB,LPB,0.026397156768528163,1270,0.008436858468341807,0.03476246936686992
