source,target,mi,n,mi_null_mean,mi_null_p95
LPB,TCB,0.10491049144714681,1270,0.008436858468341807,0.03476246936686992
HPG,VPB,0.10484994863872377,1270,0.008436858468341807,0.03476246936686992
MBB,VIB,0.10467824101518897,1270,0.008436858468341807,0.03476246936686992
BID,HPG,0.10462389165371988,1270,0.008436858468341807,0.03476246936686992
STB,VIB,0.10369555425266608,1270,0.008436858468341807,0.03476246936686992
TPB,SAB,0.10367453541367766,1270,0.008436858468341807,0.03476246936686992
CTG,HDB,0.10328236505243504,1270,0.008436858468341807,0.03476246936686992
STB,BID,0.103161538813203,1270,0.008436858468341807,0.03476246936686992
VIB,ACB,0.10294923228568376,1270,0.008436858468341807,0.03476246936686992
POW,HPG,0.10239189378186131,1270,0.008436858468341807,0.03476246936686992
SSI,VPB,0.10231880260724102,1270,0.008436858468341807,0.03476246936686992
LPB,MSN,0.10221383684225094,1270,0.008436858468341807,0.03476246936686992
SSI,SHB,0.10196609913961252,1270,0.008436858468341807,0.03476246936686992
LPB,SHB,0.1018531888883425,1270,0.008436858468341807,0.03476246936686992
STB,MSN,0.1004637425790369,1270,0.008436858468341807,0.03476246936686992
SHB,MBB,0.09904276945533752,1270,0.008436858468341807,0.03476246936686992
VIC,VHM,0.098657376640924,1270,0.008436858468341807,0.03476246936686992
TPB,MSN,0.09791387226250947,1270,0.008436858468341807,0.03476246936686992
BID,SSI,0.09788503781980529,1270,0.008436858468341807,0.03476246936686992
STB,HPG,0.0978128076797824,1270,0.008436858468341807,0.03476246936686992
STB,HDB,0.0977350134231263,1270,0.008436858468341807,0.03476246936686992
HPG,MBB,0.09772752822645447,1270,0.008436858468341807,0.03476246936686992
BVH,GVR,0.09730184746148973,1270,0.008436858468341807,0.03476246936686992
BCM,VIB,0.0962220712297488,1270,0.008436858468341807,0.03476246936686992
TPB,MBB,0.0961594252714586,1270,0.008436858468341807,0.03476246936686992
SHB,CTG,0.09565656525706556,1270,0.008436858468341807,0.03476246936686992
CTG,MBB,0.09538170673387292,1270,0.008436858468341807,0.03476246936686992
STB,VCB,0.09485534798101192,1270,0.008436858468341807,0.03476246936686992
HPG,MSN,0.09375439569542943,1270,0.008436858468341807,0.03476246936686992
VPB,VJC,0.09359804548634854,1270,0.008436858468341807,0.03476246936686992
LPB,HPG,0.09349942319246196,1270,0.008436858468341807,0.03476246936686992
GVR,BID,0.09272613206203317,1270,0.008436858468341807,0.03476246936686992
MBB,BID,0.0927096387672437,1270,0.008436858468341807,0.03476246936686992
VPB,BID,0.09194889930858707,1270,0.008436858468341807,0.03476246936686992
CTG,TCB,0.09171644825727299,1270,0.008436858468341807,0.03476246936686992
TCB,MSN,0.09155479462652139,1270,0.008436858468341807,0.03476246936686992
VIC,VJC,0.09139517710641298,1270,0.008436858468341807,0.03476246936686992
GVR,VNM,0.09099575370537671,1270,0.008436858468341807,0.03476246936686992
VJC,VPB,0.09047102658938133,1270,0.008436858468341807,0.03476246936686992
LPB,ACB,0.09030834862927417,1270,0.008436858468341807,0.03476246936686992
MSN,FPT,0.09018606258243578,1270,0.008436858468341807,0.03476246936686992
LPB,HDB,0.08981965782437928,1270,0.008436858468341807,0.03476246936686992
MBB,HPG,0.0896029262369038,1270,0.008436858468341807,0.03476246936686992
MBB,SAB,0.08956777127100235,1270,0.008436858468341807,0.03476246936686992
SHB,HDB,0.08927156600057584,1270,0.008436858468341807,0.03476246936686992
CTG,VPB,0.08922825346960872,1270,0.008436858468341807,0.03476246936686992
ACB,MBB,0.08904984452131615,1270,0.008436858468341807,0.03476246936686992
PLX,GVR,0.08883420369336203,1270,0.008436858468341807,0.03476246936686992
VPB,MBB,0.08866615236469455,1270,0.008436858468341807,0.03476246936686992
POW,BCM,0.08831136212199153,1270,0.008436858468341807,0.03476246936686992
HDB,VPB,0.08796049772393211,1270,0.008436858468341807,0.03476246936686992
MBB,TPB,0.08784148203589659,1270,0.008436858468341807,0.03476246936686992
ACB,SAB,0.08764396056502877,1270,0.008436858468341807,0.03476246936686992
VPB,TCB,0.08752368234255625,1270,0.008436858468341807,0.03476246936686992
MBB,VRE,0.0874994377914633,1270,0.008436858468341807,0.03476246936686992
TCB,SHB,0.08722948458243218,1270,0.008436858468341807,0.03476246936686992
MSN,MBB,0.08706892497606544,1270,0.008436858468341807,0.03476246936686992
SSI,TPB,0.08706619169873031,1270,0.008436858468341807,0.03476246936686992
VCB,HPG,0.0870575994667897,1270,0.008436858468341807,0.03476246936686992
ACB,SHB,0.0868975809825474,1270,0.008436858468341807,0.03476246936686992
VIB,SHB,0.08665527372477877,1270,0.008436858468341807,0.03476246936686992
VCB,VIB,0.08648892983453882,1270,0.008436858468341807,0.03476246936686992
MWG,TCB,0.08616091942973236,1270,0.008436858468341807,0.03476246936686992
LPB,POW,0.0859460809439665,1270,0.008436858468341807,0.03476246936686992
CTG,HPG,0.08590891869535433,1270,0.008436858468341807,0.03476246936686992
VJC,VIC,0.08574219029920505,1270,0.008436858468341807,0.03476246936686992
SSB,TCB,0.08537338528896887,1270,0.008436858468341807,0.03476246936686992
VIB,HPG,0.0851194058890048,1270,0.008436858468341807,0.03476246936686992
MSN,SAB,0.08489533536947258,1270,0.008436858468341807,0.03476246936686992
BID,MSN,0.08478897947238018,1270,0.008436858468341807,0.03476246936686992
VPB,HPG,0.0847623115144791,1270,0.008436858468341807,0.03476246936686992
TPB,SHB,0.0845453355341581,1270,0.008436858468341807,0.03476246936686992
MBB,TCB,0.0845140393617334,1270,0.008436858468341807,0.03476246936686992
LPB,VCB,0.08409037835662714,1270,0.008436858468341807,0.03476246936686992
MBB,HDB,0.08405281656844998,1270,0.008436858468341807,0.03476246936686992
HDB,SHB,0.08402376965688552,1270,0.008436858468341807,0.03476246936686992
VPB,MSN,0.08381671837163118,1270,0.008436858468341807,0.03476246936686992
LPB,SSI,0.08356358745381609,1270,0.008436858468341807,0.03476246936686992
VIB,MBB,0.08334242851564833,1270,0.008436858468341807,0.03476246936686992
VNM,VIB,0.08305599797259378,1270,0.008436858468341807,0.03476246936686992
SSI,VCB,0.08298446354016242,1270,0.008436858468341807,0.03476246936686992
BID,HDB,0.08279744619034357,1270,0.008436858468341807,0.03476246936686992
ACB,MSN,0.0827293667609732,1270,0.008436858468341807,0.03476246936686992
LPB,MBB,0.08269939859320452,1270,0.008436858468341807,0.03476246936686992
GAS,HPG,0.08266119349237,1270,0.008436858468341807,0.03476246936686992
POW,MSN,0.08246049920029863,1270,0.008436858468341807,0.03476246936686992
VRE,TCB,0.08240624286005849,1270,0.008436858468341807,0.03476246936686992
VPB,MWG,0.08209430409012608,1270,0.008436858468341807,0.03476246936686992
SHB,SAB,0.08206456868556655,1270,0.008436858468341807,0.03476246936686992
SHB,MSN,0.08205018126519636,1270,0.008436858468341807,0.03476246936686992
TCB,PLX,0.0818923822603086,1270,0.008436858468341807,0.03476246936686992
TPB,VCB,0.08186423676562748,1270,0.008436858468341807,0.03476246936686992
VHM,MSN,0.08153048923984096,1270,0.008436858468341807,0.03476246936686992
HPG,ACB,0.08138785663483494,1270,0.008436858468341807,0.03476246936686992
VNM,SHB,0.08135480283731855,1270,0.008436858468341807,0.03476246936686992
TCB,MBB,0.08105549785960653,1270,0.008436858468341807,0.03476246936686992
HPG,VRE,0.08080649464716272,1270,0.008436858468341807,0.03476246936686992
POW,LPB,0.08067227749114991,1270,0.008436858468341807,0.03476246936686992
SHB,GVR,0.08036251840943764,1270,0.008436858468341807,0.03476246936686992
VNM,VRE,0.079970165285292,1270,0.008436858468341807,0.03476246936686992
BID,VCB,0.07965577712290983,1270,0.008436858468341807,0.03476246936686992
TCB,ACB,0.07886772413790055,1270,0.008436858468341807,0.03476246936686992
CTG,ACB,0.07849662371371924,1270,0.008436858468341807,0.03476246936686992
BID,SHB,0.07829802826424981,1270,0.008436858468341807,0.03476246936686992
VRE,SAB,0.0782962292734446,1270,0.008436858468341807,0.03476246936686992
VJC,SAB,0.07793506750258405,1270,0.008436858468341807,0.03476246936686992
VNM,SSI,0.07785127277166959,1270,0.008436858468341807,0.03476246936686992
VIC,VPB,0.07767908142271196,1270,0.008436858468341807,0.03476246936686992
VPB,VCB,0.07740641005195448,1270,0.008436858468341807,0.03476246936686992
VCB,STB,0.07720171062925063,1270,0.008436858468341807,0.03476246936686992
VRE,VIC,0.0770724034144119,1270,0.008436858468341807,0.03476246936686992
GVR,VIB,0.07661540676769674,1270,0.008436858468341807,0.03476246936686992
SSI,VIC,0.07654052954188462,1270,0.008436858468341807,0.03476246936686992
FPT,MSN,0.07648831652467791,1270,0.008436858468341807,0.03476246936686992
BVH,HDB,0.07622155703704969,1270,0.008436858468341807,0.03476246936686992
CTG,VCB,0.0761142853325314,1270,0.008436858468341807,0.03476246936686992
MSN,ACB,0.0760152491218582,1270,0.008436858468341807,0.03476246936686992
POW,STB,0.07590417557755069,1270,0.008436858468341807,0.03476246936686992
POW,VPB,0.07585771041132672,1270,0.008436858468341807,0.03476246936686992
BVH,VIB,0.07576155220402159,1270,0.008436858468341807,0.03476246936686992
CTG,SAB,0.07566528239809678,1270,0.008436858468341807,0.03476246936686992
VIC,VIB,0.07527578546937841,1270,0.008436858468341807,0.03476246936686992
VIC,VRE,0.07515697161302004,1270,0.008436858468341807,0.03476246936686992
MSN,VIB,0.07505551243371,1270,0.008436858468341807,0.03476246936686992
VCB,BID,0.0750395361028553,1270,0.008436858468341807,0.03476246936686992
HDB,VIC,0.0749664284708289,1270,0.008436858468341807,0.03476246936686992
GAS,MSN,0.07473767915916874,1270,0.008436858468341807,0.03476246936686992
SHB,ACB,0.07467549646246896,1270,0.008436858468341807,0.03476246936686992
PDR,TCB,0.07462350498057724,1270,0.008436858468341807,0.03476246936686992
TPB,STB,0.0744646373042337,1270,0.008436858468341807,0.03476246936686992
STB,VRE,0.0743091413993704,1270,0.008436858468341807,0.03476246936686992
SHB,VNM,0.07417852854329787,1270,0.008436858468341807,0.03476246936686992
GAS,TCB,0.07382262698690267,1270,0.008436858468341807,0.03476246936686992
VIC,MBB,0.07374850061792815,1270,0.008436858468341807,0.03476246936686992
GAS,VRE,0.07360545238173355,1270,0.008436858468341807,0.03476246936686992
ACB,VIC,0.0734773804510982,1270,0.008436858468341807,0.03476246936686992
MWG,GVR,0.0733669842537501,1270,0.008436858468341807,0.03476246936686992
BID,MBB,0.07313714319540354,1270,0.008436858468341807,0.03476246936686992
VPB,FPT,0.07310630578316646,1270,0.008436858468341807,0.03476246936686992
VRE,VNM,0.07305185343474774,1270,0.008436858468341807,0.03476246936686992
STB,SHB,0.0730259989204658,1270,0.008436858468341807,0.03476246936686992
VIC,FPT,0.07299757564514309,1270,0.008436858468341807,0.03476246936686992
STB,MBB,0.07287562087607657,1270,0.008436858468341807,0.03476246936686992
HPG,SHB,0.07272873269188196,1270,0.008436858468341807,0.03476246936686992
VIB,VPB,0.07267819631224981,1270,0.008436858468341807,0.03476246936686992
SHB,STB,0.07258738110992846,1270,0.008436858468341807,0.03476246936686992
TCB,VNM,0.07216352352538102,1270,0.008436858468341807,0.03476246936686992
SHB,VCB,0.07201196920252739,1270,0.008436858468341807,0.03476246936686992
VRE,BCM,0.07197207865649435,1270,0.008436858468341807,0.03476246936686992
POW,SHB,0.07187393591688229,1270,0.008436858468341807,0.03476246936686992
VIC,HPG,0.0717568358286238,1270,0.008436858468341807,0.03476246936686992
SHB,TCB,0.07174784306112691,1270,0.008436858468341807,0.03476246936686992
VIC,GVR,0.07141296697767663,1270,0.008436858468341807,0.03476246936686992
GAS,VIC,0.07140851293206962,1270,0.008436858468341807,0.03476246936686992
STB,TCB,0.07139911841748958,1270,0.008436858468341807,0.03476246936686992
GVR,MSN,0.07067020122695045,1270,0.008436858468341807,0.03476246936686992
VRE,VCB,0.07065353425352594,1270,0.008436858468341807,0.03476246936686992
NVL,PDR,0.0706276486891606,1270,0.008436858468341807,0.03476246936686992
HDB,MBB,0.0702233386155755,1270,0.008436858468341807,0.03476246936686992
STB,SAB,0.07017402664118055,1270,0.008436858468341807,0.03476246936686992
MBB,ACB,0.07016738368861652,1270,0.008436858468341807,0.03476246936686992
TCB,SAB,0.06993085598721782,1270,0.008436858468341807,0.03476246936686992
VIC,STB,0.06969057850412552,1270,0.008436858468341807,0.03476246936686992
MSN,BID,0.06967408908978046,1270,0.008436858468341807,0.03476246936686992
BVH,PLX,0.06963656908958482,1270,0.008436858468341807,0.03476246936686992
HPG,VCB,0.06955750465460175,1270,0.008436858468341807,0.03476246936686992
TCB,VPB,0.06954591793646125,1270,0.008436858468341807,0.03476246936686992
VJC,STB,0.06953567410009409,1270,0.008436858468341807,0.03476246936686992
BVH,GAS,0.06916384892102911,1270,0.008436858468341807,0.03476246936686992
VPB,SAB,0.06914810871956156,1270,0.008436858468341807,0.03476246936686992
TPB,SSI,0.06905056074619553,1270,0.008436858468341807,0.03476246936686992
FPT,LPB,0.0688893204545975,1270,0.008436858468341807,0.03476246936686992
LPB,GAS,0.06884576103480322,1270,0.008436858468341807,0.03476246936686992
VIB,SSI,0.06877899957243905,1270,0.008436858468341807,0.03476246936686992
STB,VJC,0.0685535558316328,1270,0.008436858468341807,0.03476246936686992
VCB,SSI,0.06851819149505545,1270,0.008436858468341807,0.03476246936686992
SSI,PLX,0.06841333724623322,1270,0.008436858468341807,0.03476246936686992
PLX,VNM,0.06828043066810441,1270,0.008436858468341807,0.03476246936686992
VPB,LPB,0.06819607982558695,1270,0.008436858468341807,0.03476246936686992
PLX,MSN,0.0681473440393261,1270,0.008436858468341807,0.03476246936686992
GAS,SAB,0.0679767218596643,1270,0.008436858468341807,0.03476246936686992
TCB,LPB,0.0679341239517699,1270,0.008436858468341807,0.03476246936686992
ACB,HDB,0.06790866595667255,1270,0.008436858468341807,0.03476246936686992
SHB,VIC,0.06778880275052845,1270,0.008436858468341807,0.03476246936686992
MSN,SHB,0.06761336117682326,1270,0.008436858468341807,0.03476246936686992
VJC,HPG,0.06758264123129276,1270,0.008436858468341807,0.03476246936686992
TCB,CTG,0.06752482702783169,1270,0.008436858468341807,0.03476246936686992
MBB,VNM,0.0672131543308665,1270,0.008436858468341807,0.03476246936686992
NVL,PLX,0.06718551544566509,1270,0.008436858468341807,0.03476246936686992
ACB,CTG,0.06704690779556355,1270,0.008436858468341807,0.03476246936686992
GAS,VPB,0.06702088159243225,1270,0.008436858468341807,0.03476246936686992
VCB,VNM,0.06633968392966327,1270,0.008436858468341807,0.03476246936686992
SHB,PLX,0.06623680467571758,1270,0.008436858468341807,0.03476246936686992
POW,MBB,0.06621416745327702,1270,0.008436858468341807,0.03476246936686992
FPT,MBB,0.06607137575603783,1270,0.008436858468341807,0.03476246936686992
HPG,VIB,0.06602225758087465,1270,0.008436858468341807,0.03476246936686992
VIB,SAB,0.06570204137919422,1270,0.008436858468341807,0.03476246936686992
VJC,VRE,0.06542545571631475,1270,0.008436858468341807,0.03476246936686992
MBB,FPT,0.06538655722006093,1270,0.008436858468341807,0.03476246936686992
CTG,SSI,0.06524849391111065,1270,0.008436858468341807,0.03476246936686992
VIB,TCB,0.06523494968157495,1270,0.008436858468341807,0.03476246936686992
BCM,CTG,0.06518144639744694,1270,0.008436858468341807,0.03476246936686992
HDB,LPB,0.06511685976653014,1270,0.008436858468341807,0.03476246936686992
HPG,TCB,0.06484296702842585,1270,0.008436858468341807,0.03476246936686992
SHB,MWG,0.06480711195670574,1270,0.008436858468341807,0.03476246936686992
LPB,VJC,0.06461149117969223,1270,0.008436858468341807,0.03476246936686992
STB,CTG,0.0644669057144811,1270,0.008436858468341807,0.03476246936686992
MSN,CTG,0.06439557850170141,1270,0.008436858468341807,0.03476246936686992
STB,VIC,0.06439354651107276,1270,0.008436858468341807,0.03476246936686992
VCB,ACB,0.06432195107804395,1270,0.008436858468341807,0.03476246936686992
ACB,STB,0.06380849943562072,1270,0.008436858468341807,0.03476246936686992
VHM,VCB,0.06370206420997437,1270,0.008436858468341807,0.03476246936686992
SHB,VJC,0.06366694095111969,1270,0.008436858468341807,0.03476246936686992
STB,VHM,0.06366160631655449,1270,0.008436858468341807,0.03476246936686992
VPB,ACB,0.06365362896751225,1270,0.008436858468341807,0.03476246936686992
SHB,SSI,0.06353161162041943,1270,0.008436858468341807,0.03476246936686992
CTG,VRE,0.06346106636927518,1270,0.008436858468341807,0.03476246936686992
MWG,MSN,0.06343947789123572,1270,0.008436858468341807,0.03476246936686992
PLX,STB,0.06325868399978773,1270,0.008436858468341807,0.03476246936686992
BCM,SHB,0.06319056805366863,1270,0.008436858468341807,0.03476246936686992
VIC,TCB,0.06306791817705415,1270,0.008436858468341807,0.03476246936686992
MSN,MWG,0.06303204057944489,1270,0.008436858468341807,0.03476246936686992
PDR,NVL,0.06286861018923062,1270,0.008436858468341807,0.03476246936686992
ACB,BID,0.06270178252216718,1270,0.008436858468341807,0.03476246936686992
FPT,VIB,0.0626795615239355,1270,0.008436858468341807,0.03476246936686992
PDR,VPB,0.06267358406205759,1270,0.008436858468341807,0.03476246936686992
LPB,FPT,0.06259125871848914,1270,0.008436858468341807,0.03476246936686992
BVH,MSN,0.06256063125998867,1270,0.008436858468341807,0.03476246936686992
VCB,MSN,0.06251725220207272,1270,0.008436858468341807,0.03476246936686992
MWG,VJC,0.062502799966758,1270,0.008436858468341807,0.03476246936686992
SSI,MBB,0.06239642472858398,1270,0.008436858468341807,0.03476246936686992
POW,HDB,0.06231020454900449,1270,0.008436858468341807,0.03476246936686992
GVR,TCB,0.06225774777798243,1270,0.008436858468341807,0.03476246936686992
BID,VPB,0.06222994387679037,1270,0.008436858468341807,0.03476246936686992
VPB,SSI,0.06212036039549673,1270,0.008436858468341807,0.03476246936686992
GVR,SHB,0.06192960974576778,1270,0.008436858468341807,0.03476246936686992
PLX,POW,0.06175738885370485,1270,0.008436858468341807,0.03476246936686992
MSN,SSI,0.06155797211189862,1270,0.008436858468341807,0.03476246936686992
SSI,SAB,0.06150650240576194,1270,0.008436858468341807,0.03476246936686992
VJC,MSN,0.06146861453404995,1270,0.008436858468341807,0.03476246936686992
VCB,BCM,0.06130947433386602,1270,0.008436858468341807,0.03476246936686992
LPB,STB,0.06120115574852436,1270,0.008436858468341807,0.03476246936686992
VJC,VCB,0.06116112930088491,1270,0.008436858468341807,0.03476246936686992
POW,ACB,0.06115752716461209,1270,0.008436858468341807,0.03476246936686992
VNM,VIC,0.06111843258655947,1270,0.008436858468341807,0.03476246936686992
VRE,SSI,0.06107715736266206,1270,0.008436858468341807,0.03476246936686992
BID,TPB,0.06085271185600538,1270,0.008436858468341807,0.03476246936686992
GAS,FPT,0.0607192910980241,1270,0.008436858468341807,0.03476246936686992
BID,MWG,0.060718358608719214,1270,0.008436858468341807,0.03476246936686992
TCB,VIC,0.06060205132199892,1270,0.008436858468341807,0.03476246936686992
MSN,PDR,0.06018415233932073,1270,0.008436858468341807,0.03476246936686992
VCB,TPB,0.0601814192119976,1270,0.008436858468341807,0.03476246936686992
STB,PLX,0.05972201130393362,1270,0.008436858468341807,0.03476246936686992
MSN,VPB,0.05955465331750398,1270,0.008436858468341807,0.03476246936686992
GAS,VCB,0.059530928131247496,1270,0.008436858468341807,0.03476246936686992
LPB,CTG,0.05949563726348117,1270,0.008436858468341807,0.03476246936686992
SSI,GAS,0.0593491359491054,1270,0.008436858468341807,0.03476246936686992
PLX,VCB,0.05929013931646221,1270,0.008436858468341807,0.03476246936686992
POW,GVR,0.059195708893847954,1270,0.008436858468341807,0.03476246936686992
SSI,ACB,0.059151390692921524,1270,0.008436858468341807,0.03476246936686992
VHM,VJC,0.059117089530574596,1270,0.008436858468341807,0.03476246936686992
TCB,VRE,0.05897681711861136,1270,0.008436858468341807,0.03476246936686992
LPB,VPB,0.058762979555579076,1270,0.008436858468341807,0.03476246936686992
LPB,SAB,0.05876011936666359,1270,0.008436858468341807,0.03476246936686992
HDB,VRE,0.058714909410086946,1270,0.008436858468341807,0.03476246936686992
VIB,HDB,0.05866196624160969,1270,0.008436858468341807,0.03476246936686992
GAS,POW,0.05860903026378983,1270,0.008436858468341807,0.03476246936686992
POW,SAB,0.058589231837943956,1270,0.008436858468341807,0.03476246936686992
MSN,TCB,0.05854531326905166,1270,0.008436858468341807,0.03476246936686992
SSI,FPT,0.05841841249406343,1270,0.008436858468341807,0.03476246936686992
HDB,HPG,0.05841450793952996,1270,0.008436858468341807,0.03476246936686992
VCB,LPB,0.05839733715299733,1270,0.008436858468341807,0.03476246936686992
VPB,VIB,0.05836307346184455,1270,0.008436858468341807,0.03476246936686992
TPB,CTG,0.05823676348492324,1270,0.008436858468341807,0.03476246936686992
VCB,VRE,0.05821665880741911,1270,0.008436858468341807,0.03476246936686992
VRE,STB,0.05812128404895445,1270,0.008436858468341807,0.03476246936686992
TPB,LPB,0.05810036517676087,1270,0.008436858468341807,0.03476246936686992
PLX,TCB,0.05794973688778082,1270,0.008436858468341807,0.03476246936686992
MWG,ACB,0.05789989025105502,1270,0.008436858468341807,0.03476246936686992
BVH,ACB,0.057890972618229064,1270,0.008436858468341807,0.03476246936686992
FPT,SHB,0.057866903076888576,1270,0.008436858468341807,0.03476246936686992
VJC,PLX,0.05767351307745905,1270,0.008436858468341807,0.03476246936686992
TPB,POW,0.05751330017598111,1270,0.008436858468341807,0.03476246936686992
HDB,BID,0.05746057919176861,1270,0.008436858468341807,0.03476246936686992
BCM,MSN,0.05713538538811447,1270,0.008436858468341807,0.03476246936686992
PLX,GAS,0.05713171261534322,1270,0.008436858468341807,0.03476246936686992
GVR,VPB,0.05711434337088761,1270,0.008436858468341807,0.03476246936686992
TPB,ACB,0.05703541274017576,1270,0.008436858468341807,0.03476246936686992
BCM,VCB,0.05699874634101709,1270,0.008436858468341807,0.03476246936686992
TPB,BID,0.056959503917001,1270,0.008436858468341807,0.03476246936686992
PDR,VJC,0.05675019904693368,1270,0.008436858468341807,0.03476246936686992
SHB,VRE,0.056586362180197636,1270,0.008436858468341807,0.03476246936686992
VRE,CTG,0.05649363448873812,1270,0.008436858468341807,0.03476246936686992
GVR,MBB,0.05642931631304382,1270,0.008436858468341807,0.03476246936686992
FPT,STB,0.05632726750304373,1270,0.008436858468341807,0.03476246936686992
SSB,HDB,0.05610833699682338,1270,0.008436858468341807,0.03476246936686992
HDB,VCB,0.05587906945347587,1270,0.008436858468341807,0.03476246936686992
MBB,VCB,0.055747243233624566,1270,0.008436858468341807,0.03476246936686992
TPB,VRE,0.05562843377429427,1270,0.008436858468341807,0.03476246936686992
VIC,LPB,0.05556055018735595,1270,0.008436858468341807,0.03476246936686992
VCB,HDB,0.05547535090021238,1270,0.008436858468341807,0.03476246936686992
MSN,VRE,0.05523374017353877,1270,0.008436858468341807,0.03476246936686992
CTG,PLX,0.055177935491456775,1270,0.008436858468341807,0.03476246936686992
HDB,SAB,0.05516908638081475,1270,0.008436858468341807,0.03476246936686992
VHM,TPB,0.055033586802477164,1270,0.008436858468341807,0.03476246936686992
GVR,CTG,0.0547483044622723,1270,0.008436858468341807,0.03476246936686992
TPB,TCB,0.05457295364610237,1270,0.008436858468341807,0.03476246936686992
BID,TCB,0.0544676141057816,1270,0.008436858468341807,0.03476246936686992
TCB,MWG,0.05445318252336051,1270,0.008436858468341807,0.03476246936686992
TPB,HDB,0.054352034923200954,1270,0.008436858468341807,0.03476246936686992
GVR,VIC,0.05432991887329397,1270,0.008436858468341807,0.03476246936686992
PDR,SHB,0.05425807014081041,1270,0.008436858468341807,0.03476246936686992
PDR,SAB,0.05416349168810353,1270,0.008436858468341807,0.03476246936686992
GAS,BVH,0.05406512279758857,1270,0.008436858468341807,0.03476246936686992
NVL,VNM,0.053971289716203685,1270,0.008436858468341807,0.03476246936686992
VNM,TCB,0.05394868773250483,1270,0.008436858468341807,0.03476246936686992
SSI,STB,0.053904152393507765,1270,0.008436858468341807,0.03476246936686992
HPG,VJC,0.053860018740975235,1270,0.008436858468341807,0.03476246936686992
FPT,VCB,0.05384973110856173,1270,0.008436858468341807,0.03476246936686992
VNM,GAS,0.05371272596707799,1270,0.008436858468341807,0.03476246936686992
FPT,VNM,0.053686987221257976,1270,0.008436858468341807,0.03476246936686992
VNM,HPG,0.05354557332600196,1270,0.008436858468341807,0.03476246936686992
BID,FPT,0.053482070978016605,1270,0.008436858468341807,0.03476246936686992
POW,VJC,0.05341421392469092,1270,0.008436858468341807,0.03476246936686992
MWG,SSI,0.0533744955673936,1270,0.008436858468341807,0.03476246936686992
VPB,CTG,0.0533315678150017,1270,0.008436858468341807,0.03476246936686992
GAS,VHM,0.05307244523638577,1270,0.008436858468341807,0.03476246936686992
BID,PLX,0.05306831152226499,1270,0.008436858468341807,0.03476246936686992
PLX,SHB,0.05296381963053198,1270,0.008436858468341807,0.03476246936686992
VRE,MSN,0.05295407364679239,1270,0.008436858468341807,0.03476246936686992
BID,BCM,0.05292283061820724,1270,0.008436858468341807,0.03476246936686992
BCM,VNM,0.05281942422108088,1270,0.008436858468341807,0.03476246936686992
VRE,BID,0.05281431521846347,1270,0.008436858468341807,0.03476246936686992
VPB,VRE,0.05275506295445265,1270,0.008436858468341807,0.03476246936686992
VIB,MWG,0.052637508908757624,1270,0.008436858468341807,0.03476246936686992
