source,target,dqlike_val,dqlike_test,p_test,n_test,dqlike_test_lo_regime,dqlike_test_hi_regime,fdr_q,stable
GAS,VCB,-0.004643706731669628,0.012098724313143806,0.3246083099542826,189,0.11832358114818828,0.004481843406197851,0.5511034972857273,False
VPB,GVR,0.0010764195056270798,0.011684417583678865,0.009471950944443924,189,-0.005090713939699687,0.01065114483652543,0.07520586614535928,True
VJC,PLX,-0.00043533708283717884,0.011422127853444299,0.029073266747934475,189,0.004974659087373346,0.010813347222582302,0.15744292146573746,False
MBB,PLX,-0.0011103930221128904,0.011300309261898131,0.2955256709683182,189,-0.0003497149504163022,0.01149403034118822,0.523615953930443,False
NVL,SSI,0.010461077280454886,0.011241098101239282,0.11209542946123621,189,0.031684452357396475,0.01389892541772795,0.33364963701764994,True
HPG,GAS,0.0041630686961337555,0.01121702215532449,0.09486278661646083,189,0.009071153829726808,0.015897276381521688,0.2979252498528711,True
BCM,HPG,-0.01635645668263799,0.011171405269767266,0.14146513455638876,189,0.020034660133411007,0.007402226281147201,0.3680692193775766,False
BVH,GAS,-0.03210225657771781,0.011010489774561314,0.15779647249694082,189,0.04024776888062781,0.006745358134191864,0.38932961438497543,False
BCM,GVR,-0.010331393460217454,0.010939735116884319,0.12953046079215946,189,-0.0014322541365212938,0.020230977440037292,0.3542781389130517,False
PDR,SAB,0.016823104282061744,0.010742001803934264,0.19158540264427237,189,0.05467234565935022,0.01843683846442966,0.42723122407884384,True
NVL,VHM,0.0032735057891144777,0.010656267106722883,0.0003236721696617353,189,0.02869703673695667,0.006511972934897314,0.007768132071881647,True
LPB,SHB,-0.016289606086830874,0.010581666599022375,0.13930339554598184,189,0.0019020008704035084,0.03210079869631504,0.3680692193775766,False
MWG,VCB,0.01848639234926011,0.01053560225158037,0.4590265519752218,189,0.02733802581474488,0.019559372419250414,0.6532776804391297,True
MSN,NVL,-0.03109272501241577,0.01048289696402549,0.05772916894256902,189,0.004513470475953551,0.01978206231446946,0.22412500883585618,False
VIC,HDB,0.004712045304530277,0.010477000841630203,0.14543309577830824,189,-0.02943905617945184,0.01180215720574543,0.37185798823703026,True
ACB,BVH,-0.009023830625027145,0.010299201641185855,0.056035122923149924,189,0.00022188619920870956,0.021089505534099728,0.22338078587687826,False
SSI,VIB,0.0007560645274673827,0.010095259695934061,6.488118660895637e-09,189,0.009888676391645557,0.01325976215874558,3.425726652952896e-06,True
BVH,POW,-0.007896198955510168,0.00991371765114132,0.4301462571617576,189,0.04065575702157358,0.0065291497823557676,0.6344056530206927,False
MWG,FPT,0.0020634996442284335,0.009577616052872953,0.08381260096452146,189,0.017968398368774553,0.009323124706053955,0.2773711883353811,True
CTG,MSN,-0.004589378272280221,0.009527039757383053,4.6749915459797265e-05,189,0.009797718791660392,0.008229897685543011,0.0018390488551328508,False
VCB,VHM,-0.006379472030653835,0.009378178735826132,0.0008208156038774044,189,0.01257753496719043,0.005847548058064153,0.013758432979278397,False
VIC,STB,0.0004325052354718276,0.009308767100389278,0.07176467712615288,189,0.0365676346981542,0.004552285959903787,0.2560253346122211,True
TPB,VIB,0.005691818269472192,0.009239944998439152,0.0006648889445798768,189,0.0012577692553964125,0.017829343952502286,0.01151020861436639,True
VIB,POW,0.0022137291642575357,0.009117337570039411,0.10723024046748963,189,0.004676471522766091,0.006903534740845934,0.3253731005534302,True
VPB,ACB,0.013353424227030085,0.008956567198773076,0.14377652585324976,189,0.01709321667189311,0.008564172913233808,0.36941121971053953,True
SAB,MSN,-0.009223165044324421,0.008836291410251045,0.041489533788000826,189,0.022906256829121573,0.008621630261879431,0.18999645857510472,False
ACB,TCB,-0.004681420501384704,0.008806575828456883,0.2684755581662367,189,0.0007814904427575376,0.002861216949111977,0.502784877558645,False
BCM,POW,-0.004486969215624462,0.008736685575033052,0.21800381475895103,189,0.01576339496885364,0.016401524157447164,0.45643062085932196,False
ACB,VHM,0.003866358544611946,0.008716046543238248,0.004702774942719729,189,0.0013245059816558214,0.012157338012657273,0.04685028622181164,True
SSI,HPG,-0.0018292669917914926,0.008681635412650218,0.001641386749280577,189,0.01810235639955231,0.0039415409497243125,0.020821272124536636,False
VIB,FPT,-0.01182210685026329,0.008562538589190972,0.21637064134568879,189,0.014203011112002006,0.00495645964394942,0.4560626691837273,False
BVH,BID,-0.004040331650871105,0.008413515984293192,0.16052361827356817,189,0.048488316750160174,-0.002005029700401391,0.3942161416206697,False
NVL,SSB,0.005694406192510641,0.008396866493331967,0.14607227665374342,189,0.019673667334545043,0.002163704939585389,0.3725901549428818,True
MSN,VJC,-0.013167811435843809,0.00835872209398692,0.001155119844095937,189,0.012274217571865564,0.007846992508993357,0.017165340293502276,False
BCM,MSN,-0.01951965609825879,0.008274173621111762,0.2998078818283311,189,-0.020799897636560725,0.009434719124828036,0.5243813938895423,False
SAB,VJC,0.008136898794340536,0.0080476370516237,0.002147305779601794,189,0.012476700124224782,0.005935470791360699,0.025195054480661047,True
BVH,GVR,-0.005531731332111841,0.008020832091953273,0.10118516466375582,189,0.00186310838970154,0.00844970169407697,0.31243138562843903,False
HPG,GVR,0.008855972824602718,0.007992546546447267,0.30886306979840006,189,-0.0009524880280035952,0.0050436997646942415,0.5312042373079975,True
ACB,VRE,0.0031567217597907662,0.007986723914987294,0.006948463245603131,189,-0.004253799009334913,0.01451374368044734,0.05882282392066575,True
ACB,VNM,-0.0055087553189635255,0.007829707498216485,0.019075536784325886,189,-0.0006993523437128557,0.008587672589472104,0.11849274614263608,False
SHB,GAS,-0.011476968287227865,0.00776945609178508,0.06164742390614937,189,0.005827756583401578,0.015950561377807773,0.23501689402488715,False
BID,LPB,-0.0005221617711437266,0.00770090256257163,0.07725990480674384,189,-0.00223418308089971,0.014024482942720542,0.2659476325755292,False
VIB,VNM,-0.0011977771556887765,0.007626152869061121,0.018474332155846204,189,-0.0008805899338648837,0.01187582530119759,0.11543724708031709,False
SSI,TPB,0.007276263825117662,0.007585552594654861,0.0005198289862215247,189,0.004309024132690964,0.009912162502911532,0.010357347348111888,True
VPB,BID,0.0190243127241086,0.007578217137609237,0.03852132079896599,189,0.020226236948328667,0.008146482761717644,0.18631356337959085,True
CTG,VIB,-0.002506307630273836,0.007555831397868949,0.00027297238014329766,189,-0.0001489341523068566,0.008830168306185668,0.007030703254422495,False
BCM,SHB,0.0009247449583342244,0.0075046168130640835,0.4174547112435839,189,0.002410379206105806,-0.005386914108493577,0.6217661143486948,True
HPG,VRE,0.00246565023246906,0.0073119264522712455,0.00043877516512117696,189,0.004094760021263399,0.005737653649686086,0.009266931487359258,True
VHM,STB,-0.00024257498625355017,0.007152067249145159,0.03930501785372376,189,0.03392076738499592,0.0040430109133632415,0.18781040205218233,False
GVR,TCB,-0.0038993959922654165,0.007135894293160076,0.04791348118109036,189,0.00532157934610501,0.013547420060415821,0.1984181808911036,False
VPB,POW,0.0007093255450742539,0.0070974657706571334,0.3156601200008221,189,0.012365664025740918,-0.010977315281012345,0.5402545976027037,True
VRE,NVL,0.0016895231557447102,0.007094965976968262,0.12623842165778626,189,0.017695691403037304,0.0024821266372667345,0.34897322845712636,True
VCB,TCB,-0.07344139665360779,0.0070777063925636175,0.24491629393229833,189,-0.0070230318295628645,0.015417362798899856,0.48020574594283105,False
SSI,ACB,-0.03899001128400771,0.007043621024643321,0.03649198401309928,189,0.0035324957017620175,0.0028971039096063944,0.18007259400856465,False
ACB,PDR,-0.004469136935238915,0.007020108602997498,0.1904276526483502,189,-0.0010116173933870987,0.015109635011631416,0.42667144935424756,False
VNM,VCB,-0.015498556686318228,0.006943306641532966,0.6819458077907603,189,0.04918926707977729,-0.008795451500701044,0.8118768579786279,False
BCM,FPT,-0.01142581814185257,0.006939256661212316,0.3007399878587206,189,0.012216896782675225,0.0045193441109105375,0.5243813938895423,False
MWG,GVR,0.0037559586833409223,0.006921494620584332,0.006275086968220033,189,0.0010528263473914556,0.011982634428098472,0.0571249296417272,True
BVH,VRE,-0.00226305354877625,0.006870753114279723,0.06256400916893824,189,0.013977796753764194,0.0055728856624943255,0.23595569172285277,False
VJC,FPT,0.007533239914960685,0.006858112021551747,0.0946487434567528,189,-0.0043428234434000675,0.0034267706088527837,0.2979252498528711,True
VNM,HPG,-0.006769294165835944,0.006840132322164104,0.31891252303338924,189,0.04163813970206217,0.010495092220469274,0.543180039231063,False
VPB,VCB,0.011144080030628611,0.0067521198407222175,0.4907039901872838,189,0.03149781917970805,0.01297794897768632,0.67736393939578,True
MSN,VIC,0.0016420954542031869,0.006709630155256062,0.0012464505386785049,189,0.006726866584053604,0.007218239119337493,0.01755002358459335,True
SSI,TCB,-0.0051901758418361615,0.0066595911229922105,0.02108973655030675,189,0.009835494433676439,0.006479211592355867,0.12726149598356531,False
VNM,BCM,-0.030472799639201086,0.006608535493919738,0.3783142188951372,189,0.023895736516911636,0.0021818831811530387,0.5907514632115881,False
VIB,GVR,0.003150438593862563,0.0065420497177008105,0.03443800978590718,189,-0.0014458008577212466,0.013255996809060276,0.17235326224605677,True
GAS,POW,-0.002560928430932971,0.006476534052954426,0.12382241351043066,189,0.01437236327364284,0.007415632807092378,0.3440959701763547,False
BCM,SSB,-0.007199335030868323,0.006475133791397398,0.26429617459911403,189,-0.006317523692389993,0.014609351284456985,0.49927864110315634,False
HPG,FPT,0.0059426929281654805,0.006468094604482098,0.47267170674654935,189,0.02751935964304921,0.0026836158894342666,0.6655217630991415,True
BCM,PLX,-0.0027669283174957394,0.006429348645839166,0.5578907969121558,189,0.04654798137504192,-0.0031895301388019126,0.7210926334629578,False
ACB,VCB,0.004228154703724614,0.006405878311993766,0.28034787434241404,189,-0.0009742223530811112,0.0008251676809854444,0.5116826726887433,True
VIB,VJC,0.010755761695348757,0.006350828045603515,0.019598311936093456,189,-0.006798664748406314,0.013074215417932113,0.12102817195622624,True
SSI,VPB,0.0011644185855453704,0.006295369228961466,0.06816435129186726,189,0.011833417549799653,0.01222602795768184,0.24907112444363952,True
SHB,POW,-0.0064158932771816845,0.006254745846696946,0.11483480711470137,189,0.013479193879193075,0.003926227504843374,0.33833472737730086,False
PLX,TPB,0.0058408852857096145,0.00625381884318541,0.4861992250579783,189,0.0015128203865703237,0.007945008795589898,0.6720240597660013,True
FPT,MBB,-0.009945208896381534,0.006222145533110889,0.023407260730184055,189,0.0001117638297903123,0.006521703861877357,0.1350714061807342,False
NVL,VIB,0.010969595603902033,0.006215950677056758,0.5719324346594973,189,-0.04337037972691932,0.013619055155136329,0.7310147144737329,True
MWG,SAB,-0.005467052080795224,0.00612313272416161,0.37171684378763603,189,0.04731927759671452,0.0039297992469250545,0.5865788435112324,False
SHB,PLX,-0.0017873402700517745,0.006089452524334811,0.1296279678988746,189,0.010008361234087715,0.010481011675548517,0.3542781389130517,False
SSI,SAB,0.00013733658498395402,0.006088003422881659,0.347415869828117,189,0.016020757893136516,-0.005130299004914034,0.5670342481274986,True
SSI,CTG,-0.01921325278750444,0.005852003651776222,0.5648078180668523,189,0.006805946023385035,0.005514569536885463,0.7241846887039427,False
VIC,PDR,0.0031163377424775463,0.005846621997178337,0.7059672205437901,189,0.008427573740117478,0.015457967990582158,0.8324573255846974,True
STB,GAS,0.0007832147576395719,0.0057862020903392975,0.22780479845871013,189,0.006705947344526786,0.008849823680976244,0.46599857947074985,True
BID,CTG,-0.0010436079601331266,0.005777315872288075,0.10722075053310723,189,-0.0001636437087215059,0.01161873675219753,0.3253731005534302,False
SAB,SSB,-0.0011288263741375086,0.00577145282505114,0.22177487017818204,189,0.0039919690759704475,0.008556880207507897,0.4587960076493098,False
BCM,VNM,-0.030133681818958636,0.005697988715466202,0.7417116300757777,189,-0.01457377914319814,0.03253287747508252,0.8560081763497499,False
MSN,GVR,0.004804139292752805,0.005690448630751878,0.10245383264689309,189,0.0009168991933021453,0.01020455672978771,0.3145094397532532,True
VHM,SSB,0.0029085777811621457,0.005556970606727902,0.0968393100946188,189,0.03141297519581434,-0.001563589869851771,0.301658735869963,True
CTG,HPG,-0.0028253563976624128,0.005518364798925676,3.426788297248122e-06,189,0.005000255471619919,0.004583979454751621,0.0002584777458495726,False
TCB,VJC,-0.0012077697670903015,0.0054696498387623756,0.3893533281138539,189,-0.0036897526952417658,0.0239157708592147,0.6011068925266517,False
ACB,MWG,0.00111208790088854,0.005442158805393841,0.3518517895779217,189,0.0009538504219654964,0.004185910513777805,0.5709615054091334,True
PLX,NVL,0.001782453392731719,0.005441015203960094,0.6637395417947595,189,0.004848571564996696,0.008187762661955202,0.8019553273858878,True
HPG,POW,0.006592518197444535,0.0054324874554917794,0.4584525345971226,189,0.008966656544329866,-0.0041310985493574846,0.6532776804391297,True
CTG,MBB,-0.012523164692849286,0.005353514580669681,0.10016743913483968,189,-0.0029823023380996182,0.0039431131336630214,0.31019594054660027,False
MBB,STB,-0.0070477587423808845,0.005315417456001597,0.3495513405405714,189,0.0004913221701510206,-0.00039986203341146236,0.5696392216216719,False
MWG,VRE,0.001393641214907846,0.005295381590814087,0.013110969133511424,189,0.003859209004826181,0.0019212416994376657,0.09049139480384355,True
BID,VRE,0.0025305701817546823,0.005291855438133196,0.00013229815851537228,189,0.005211810783162163,0.005368813037480533,0.004365839231007285,True
HDB,MWG,-0.039126228770813704,0.005271287717718188,0.5555445747800338,189,-0.015530180896776125,0.01862163168240033,0.7205812249259511,False
VIC,NVL,0.00605220888022997,0.005021548391493374,0.12135255569593456,189,0.01970131564897156,0.0025866561619968683,0.3435853070871619,True
BVH,FPT,-0.009686418327820313,0.005012249400252575,0.4130114681152689,189,0.05327420999548112,-0.004783548433186242,0.6173128963850674,False
VIB,VCB,0.003982874437220182,0.0048670634741018425,0.21711800722528604,189,0.004912555125846785,0.0024454812297114697,0.45643062085932196,True
VPB,MSN,-0.00501975747753166,0.0048442547200164806,0.24492944202513478,189,0.023890261408442894,-0.0037818735722782667,0.48020574594283105,False
SSB,VIB,0.0026496735239529144,0.004839156636369984,1.4715116543373562e-06,189,0.0058539961748107164,0.005156141705631379,0.00014925726768945095,True
BCM,VIB,-0.03383629498013224,0.004838348958580608,0.5861139459854898,189,-0.01204934977948574,-0.004687988545460194,0.7439128609404159,False
VHM,SHB,-0.006211527535037576,0.004771734010815171,0.006941897118190439,189,0.013367516462365836,0.004574107683346284,0.05882282392066575,False
HPG,VHM,0.0026803465246442513,0.004699922814654593,7.622939787041107e-06,189,0.00522609152726985,0.0038073499510569604,0.0004472124675064116,True
VPB,GAS,0.00407004715306416,0.004620302967317464,0.048408707570014656,189,0.006133150915561658,0.005160042359043077,0.19968591872631045,True
BCM,MBB,-0.0234516415632869,0.004614491505841303,0.4961826592488687,189,-0.01706230009890185,-0.0007736747671223278,0.6798251314747621,False
POW,BCM,0.002779001885333762,0.0046037220585633054,0.6760570743164749,189,-0.010051027425017811,-0.00110501040207028,0.8085121975970526,True
SSB,NVL,0.004404113055144702,0.004602899222168391,0.05837609573789197,189,0.003523608511687737,0.005179559726635945,0.22498232517961286,True
SAB,STB,0.005648882359893872,0.004528760413076586,0.12135146971468694,189,0.022003097121171676,0.006340081260995268,0.3435853070871619,True
ACB,GVR,-0.00026812990901242353,0.0044806143316224204,0.03982719237872689,189,-0.0006642994628745736,0.008267561218937134,0.1883428332866479,False
GAS,PDR,-0.0019137123451182997,0.004448343023794316,0.3367440863412534,189,0.0017324488058081066,0.004120686398551679,0.5594770111311669,False
GVR,SSI,-0.0020530725169243453,0.00443252042899938,0.3204657924826183,189,0.0021200403113309507,0.013471579420439856,0.5449466616129548,False
VCB,CTG,-0.010941060936191382,0.004419778630109963,0.37286732268371386,189,0.000597825272719632,0.009682346469308363,0.5865788435112324,False
FPT,HDB,-0.021022187901290713,0.004409871415163659,0.23620254686327866,189,0.0074299439196325754,0.0013900945734964978,0.47601123948019514,False
VJC,HDB,0.003575246953581666,0.0043723966314560886,0.1756254861674624,189,-0.008068171376207878,0.003853248773669405,0.4121344742063117,True
VIB,SAB,0.015168393022837848,0.004353086109869915,0.6618504729149896,189,0.03516539912113638,-0.004709206726858485,0.8015069947227396,True
GAS,HPG,-0.0005211945975891989,0.004324607674671319,0.27485093301429847,189,-0.018519409706291734,0.00573699202065246,0.5091975180054371,False
SSI,MWG,-0.0026178339256180687,0.00430569270368092,0.0856060743033121,189,0.010460534532473842,0.0053527233806571995,0.27987620577181915,False
MBB,FPT,-0.007892576435795001,0.004290414232451523,0.5857434291490847,189,0.01041375850082361,-0.0065340467149596,0.7439128609404159,False
SAB,TCB,0.006125126496165119,0.00427881689801918,0.21936336584506239,189,0.0021949752688989244,0.004518143099385647,0.45643062085932196,True
VHM,GVR,0.00025712665570813486,0.0042758405006413855,0.1309047388388376,189,0.007701315690013888,0.0035068903715589537,0.35627681498405284,True
SHB,VNM,-0.0429800930225648,0.004264555587605136,0.29883504644396636,189,0.0020323602850433552,0.007700139961768928,0.5242023406060273,False
GAS,VIC,0.001612290615972884,0.0042365614186443855,4.0239133746079965e-05,189,0.007503323848327581,0.004367181534920953,0.0017686980581291293,True
BCM,VIC,0.0035604016414432192,0.0042281288215908425,0.06458898242452044,189,0.028088732367923565,0.0009328822513758465,0.23999826798510665,True
SSI,LPB,-0.0014590183487211937,0.004225602578004443,0.40629426611265773,189,0.002386906966884694,0.004752246958657073,0.6139420357624348,False
MBB,MWG,-0.0001777598074597212,0.0041947127551219075,0.5888965986814455,189,-0.004296054306894959,-0.004755526044958623,0.7439128609404159,False
VIB,MWG,0.007751228012570698,0.004154543747792528,0.5410773338523092,189,-0.005419196690546102,0.0013566906012266258,0.7115537541071464,True
ACB,STB,-0.0047859404015615946,0.0041438942128121095,0.3800295935779999,189,-0.002607186976495346,0.003744262345811494,0.5910327699828688,False
BCM,TPB,-0.0024692197602534526,0.004134390519399897,0.4009263678384699,189,0.0032818382998568542,0.0017865215585022038,0.6100551072585363,False
SAB,MWG,-0.0008171114545418376,0.004073427273288727,0.04284340635156401,189,0.0013466559815350277,0.003934922417898985,0.19009511389601508,False
MWG,VHM,-0.0006146192887114529,0.004066501195442391,0.020021320525697925,189,0.008313716386930481,0.00021594182810318646,0.12184796503724787,False
GAS,BCM,0.009875446173474182,0.004021087821535049,0.7113325246409387,189,0.0273914831034616,-0.008329689645865841,0.8337038246624098,True
VPB,SSB,0.001499225519646875,0.003998482388177234,0.1846539490652067,189,0.004694789761366236,0.006833892823855966,0.4212501634671022,True
LPB,FPT,-0.0012191606800574632,0.003969208858784922,0.3260582278667842,189,0.011196627539536963,-0.001815697520664017,0.551377991090681,False
MWG,BID,0.00222707451960455,0.003902372121294731,0.2371579823382703,189,0.00561081648412608,0.005103217881096677,0.47611944743196466,True
VCB,BVH,-0.019794357485367644,0.003878994427325115,0.40444752102320586,189,-0.0013856387328498032,0.003750693271143897,0.6136445146558985,False
VIC,GVR,0.00025011132400182354,0.0038724627610607766,0.2357585416165878,189,0.007884997884545364,0.005028081510187614,0.47601123948019514,True
FPT,TCB,-0.04734073874671397,0.003858987033892059,0.4341559977119488,189,0.005333046871875491,-0.0019262713428129144,0.637591281743228,False
VHM,PDR,0.006017872949852559,0.0038317982936339084,0.795941692854371,189,-0.020694451979398655,0.010964701829664487,0.8801198195332102,True
SHB,VCB,-0.011410860189532107,0.003814562034762721,0.11502099159891195,189,0.011431528488959041,0.0015466211626417442,0.33833472737730086,False
VPB,BCM,-0.00795782059962338,0.003765533181553781,0.16119561929272486,189,0.013918787256389408,-0.00493571165736369,0.3946289927882092,False
TCB,VRE,0.003395265935895802,0.003736676303175708,0.3665381262875021,189,0.004810732911756632,0.003265312035292959,0.5846892165552904,True
BVH,PLX,-0.0019345910204874512,0.003686609024845159,0.04160083867205472,189,0.014902073464035936,0.0018799664942441118,0.18999645857510472,False
BCM,CTG,-0.02582369931529417,0.0036849356452967833,0.6777203089229726,189,0.007363672733620441,0.013599841669617793,0.8088457948589358,False
GVR,HPG,0.00042586593036390456,0.0036639530176857233,0.5627838273567672,189,-0.011791123106660185,0.002079973423643455,0.7238729862225898,True
HPG,STB,-0.00628638608446578,0.0035949150102702813,0.4754371436808877,189,-0.003186679879286136,0.006365887183852373,0.6658642224496252,False
VNM,VIC,0.00523387820664685,0.0035714398070835246,0.00927675210551666,189,0.0027216436643955123,0.0036693655368713607,0.07463451116983508,True
NVL,TCB,0.02243975945134695,0.003531568208146894,0.7780972997865759,189,0.021294243875475106,0.007655954562342531,0.8747576562001019,True
POW,TCB,-0.0004379776627872095,0.0035081273961130423,0.20453672236249285,189,-0.002784486447126622,0.0032939344436226743,0.4401322349485997,False
STB,VIB,-0.002768033146862221,0.0035053822695367315,0.06916490194932357,189,0.009066743750117456,0.004659839072029107,0.2498133645957185,False
POW,VJC,-0.011499896857824127,0.0034897099984488754,0.620606351240066,189,-0.012676688469178621,0.004498064163350526,0.7656078351746609,False
SAB,FPT,0.002511820624868187,0.003473762317732441,0.3959070335291533,189,0.002461667395849221,0.0018260713236591705,0.6057056085501672,True
SSI,SSB,-0.0008112687583305261,0.003471076692154092,0.08758642510785887,189,0.0021142075279704463,0.0045123924259660815,0.28284790493547085,False
SHB,FPT,-0.0026828099266726375,0.003458589827184756,0.11803279510969583,189,0.005931404961804254,0.0031064372012557877,0.34242481218637033,False
MBB,VNM,-0.01235791450761586,0.003422255778600343,0.43874317704932764,189,-0.0012049520075118948,0.005993948965358201,0.6407267896074553,False
BCM,ACB,-0.2289051961367457,0.0033776351569260337,0.8421318287712573,189,0.04566312796965125,-0.006111395784898422,0.9072667665246053,False
